setout,regime,T,rep,family,degree,gamma,occ_alpha,fork_beta,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,eff_f100,notes,eff_fixed_tau,far_fixed_tau
base,clean_eps2mrad,50,0,classical_invA,,3.0,0.0,0.0,0.002,10000,200,2.1522409349774283,5.847759065022573,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.5,0.5,1.0,fixed-tau 0.350,1.0,0.0196078431372549
base,clean_eps2mrad,50,0,fitted_moment,40.0,3.0,0.0,0.0,0.002,10000,200,2.1522409349774283,5.847759065022573,0.0,0.98,0.0,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.98,0.98,1.0,mu=0.003,,
base,clean_eps2mrad,50,0,comb_prod,40.0,3.0,0.0,0.0,0.002,10000,200,2.1522409349774283,5.847759065022573,0.02,0.98,0.02,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.96,0.96,1.0,,,
base,clean_eps2mrad,50,0,onebqf_cos,1.0,3.0,0.0,0.0,0.002,10000,200,2.1522409349774283,5.847759065022573,0.02,0.98,0.02,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.5,0.5,1.0,,,
base,clean_eps2mrad,50,1,classical_invA,,3.0,0.0,0.0,0.002,10000,200,2.381966011250104,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,50,1,fitted_moment,40.0,3.0,0.0,0.0,0.002,10000,200,2.381966011250104,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,50,1,comb_prod,40.0,3.0,0.0,0.0,0.002,10000,200,2.381966011250104,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,50,1,onebqf_cos,1.0,3.0,0.0,0.0,0.002,10000,200,2.381966011250104,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,50,2,classical_invA,,3.0,0.0,0.0,0.002,10000,200,2.3819660112501033,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,50,2,fitted_moment,40.0,3.0,0.0,0.0,0.002,10000,200,2.3819660112501033,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,50,2,comb_prod,40.0,3.0,0.0,0.0,0.002,10000,200,2.3819660112501033,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,50,2,onebqf_cos,1.0,3.0,0.0,0.0,0.002,10000,200,2.3819660112501033,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,50,0,classical_invA,,3.0,0.05,0.0,0.002,10000,200,2.2065685656772085,14.039844174762923,0.020202020202020204,0.97,0.02,0.98,0.019801980198019802,0.99,0.019704433497536946,0.995,0.0196078431372549,1.0,0.5,0.505,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,50,0,fitted_moment,40.0,3.0,0.05,0.0,0.002,10000,200,2.2065685656772085,14.039844174762923,0.0,0.97,0.0,0.98,0.01,0.99,0.0196078431372549,1.0,0.0196078431372549,1.0,0.98,0.99,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,50,0,comb_prod,40.0,3.0,0.05,0.0,0.002,10000,200,2.2065685656772085,14.039844174762923,0.020202020202020204,0.97,0.024875621890547265,0.98,0.6732673267326733,0.99,0.6721581548599671,0.995,0.6710526315789473,1.0,0.92,0.925,0.98,,,
occ_a0.05,clean_eps2mrad,50,0,onebqf_cos,1.0,3.0,0.05,0.0,0.002,10000,200,2.2065685656772085,14.039844174762923,0.01990049751243781,0.985,0.01990049751243781,0.985,0.019801980198019802,0.99,0.019704433497536946,0.995,0.0196078431372549,1.0,0.04,0.04,1.0,,,
occ_a0.05,clean_eps2mrad,50,1,classical_invA,,3.0,0.05,0.0,0.002,10000,200,2.4098869466422066,14.038431297938502,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,50,1,fitted_moment,40.0,3.0,0.05,0.0,0.002,10000,200,2.4098869466422066,14.038431297938502,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,50,1,comb_prod,40.0,3.0,0.05,0.0,0.002,10000,200,2.4098869466422066,14.038431297938502,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,50,1,onebqf_cos,1.0,3.0,0.05,0.0,0.002,10000,200,2.4098869466422066,14.038431297938502,0.0,0.985,0.0,0.985,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,50,2,classical_invA,,3.0,0.05,0.0,0.002,10000,200,2.4098753398644828,14.038752229957911,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,50,2,fitted_moment,40.0,3.0,0.05,0.0,0.002,10000,200,2.4098753398644828,14.038752229957911,0.0,0.97,0.0,0.98,0.0,0.99,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,50,2,comb_prod,40.0,3.0,0.05,0.0,0.002,10000,200,2.4098753398644828,14.038752229957911,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,50,2,onebqf_cos,1.0,3.0,0.05,0.0,0.002,10000,200,2.4098753398644828,14.038752229957911,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,50,0,classical_invA,,3.0,0.0,0.5,0.002,10000,200,2.255355714094961,6.0,0.0,0.98,0.0,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.98,0.98,1.0,fixed-tau 0.350,0.98,0.0
fork_b0.5,clean_eps2mrad,50,0,fitted_moment,40.0,3.0,0.0,0.5,0.002,10000,200,2.255355714094961,6.0,0.0,0.98,0.0,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.98,0.98,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,50,0,comb_prod,40.0,3.0,0.0,0.5,0.002,10000,200,2.255355714094961,6.0,0.0,0.98,0.0,0.98,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.98,0.98,1.0,,,
fork_b0.5,clean_eps2mrad,50,0,onebqf_cos,1.0,3.0,0.0,0.5,0.002,10000,200,2.255355714094961,6.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.0196078431372549,1.0,0.5,0.5,1.0,,,
fork_b0.5,clean_eps2mrad,50,1,classical_invA,,3.0,0.0,0.5,0.002,10000,200,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,50,1,fitted_moment,40.0,3.0,0.0,0.5,0.002,10000,200,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,50,1,comb_prod,40.0,3.0,0.0,0.5,0.002,10000,200,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,50,1,onebqf_cos,1.0,3.0,0.0,0.5,0.002,10000,200,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,50,2,classical_invA,,3.0,0.0,0.5,0.002,10000,200,2.3819660112501047,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,50,2,fitted_moment,40.0,3.0,0.0,0.5,0.002,10000,200,2.3819660112501047,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,50,2,comb_prod,40.0,3.0,0.0,0.5,0.002,10000,200,2.3819660112501047,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,50,2,onebqf_cos,1.0,3.0,0.0,0.5,0.002,10000,200,2.3819660112501047,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,50,0,classical_invA,,3.0,0.05,0.5,0.002,10000,200,2.301599348110693,14.080090490743826,0.01020408163265306,0.97,0.010101010101010102,0.98,0.01,0.99,0.0196078431372549,1.0,0.0196078431372549,1.0,0.52,0.99,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,50,0,fitted_moment,40.0,3.0,0.05,0.5,0.002,10000,200,2.301599348110693,14.080090490743826,0.0,0.97,0.0,0.98,0.01,0.99,0.01485148514851485,0.995,0.0196078431372549,1.0,0.98,0.99,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,50,0,comb_prod,40.0,3.0,0.05,0.5,0.002,10000,200,2.301599348110693,14.080090490743826,0.03482587064676617,0.97,0.0392156862745098,0.98,0.5967413441955194,0.99,0.5963488843813387,0.995,0.5959595959595959,1.0,0.96,0.96,0.98,,,
occ0.05_fork0.5,clean_eps2mrad,50,0,onebqf_cos,1.0,3.0,0.05,0.5,0.002,10000,200,2.301599348110693,14.080090490743826,0.9462305986696231,0.97,0.9672842597229178,0.98,0.9783227501642215,0.99,0.97998390665862,0.995,0.9798873692679002,1.0,0.23,0.23,0.23,,,
occ0.05_fork0.5,clean_eps2mrad,50,1,classical_invA,,3.0,0.05,0.5,0.002,10000,200,2.4098869466422093,14.038431297938505,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,50,1,fitted_moment,40.0,3.0,0.05,0.5,0.002,10000,200,2.4098869466422093,14.038431297938505,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,50,1,comb_prod,40.0,3.0,0.05,0.5,0.002,10000,200,2.4098869466422093,14.038431297938505,0.0,0.97,0.0,0.985,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,50,1,onebqf_cos,1.0,3.0,0.05,0.5,0.002,10000,200,2.4098869466422093,14.038431297938505,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,50,2,classical_invA,,3.0,0.05,0.5,0.002,10000,200,2.409875339869528,14.038752229959462,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,50,2,fitted_moment,40.0,3.0,0.05,0.5,0.002,10000,200,2.409875339869528,14.038752229959462,0.0,0.97,0.0,0.98,0.0,0.99,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,50,2,comb_prod,40.0,3.0,0.05,0.5,0.002,10000,200,2.409875339869528,14.038752229959462,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,50,2,onebqf_cos,1.0,3.0,0.05,0.5,0.002,10000,200,2.409875339869528,14.038752229959462,0.0,0.98,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,100,0,classical_invA,,3.0,0.0,0.0,0.002,40000,400,2.381966011250104,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,100,0,fitted_moment,40.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250104,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,100,0,comb_prod,40.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250104,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,100,0,onebqf_cos,1.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250104,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,100,1,classical_invA,,3.0,0.0,0.0,0.002,40000,400,2.381966011250105,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,100,1,fitted_moment,40.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250105,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
