setout,regime,T,rep,family,degree,gamma,occ_alpha,fork_beta,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,eff_f100,notes,eff_fixed_tau,far_fixed_tau
base,clean_eps2mrad,400,2,fitted_moment,40.0,3.0,0.0,0.0,0.002,640000,1600,1.6864381371663972,6.313561862833602,0.0,0.985,0.0,0.985,0.0,0.99,0.0056144728633811605,0.99625,0.009287925696594427,1.0,0.99125,1.0,1.0,mu=0.646,,
base,clean_eps2mrad,400,2,comb_prod,40.0,3.0,0.0,0.0,0.002,640000,1600,1.6864381371663972,6.313561862833602,0.000643915003219575,0.97,0.013819095477386936,0.98125,0.01675977653631285,0.99,0.9975077774531205,0.996875,0.9975015585961853,0.999375,0.97,0.97375,0.9925,,,
base,clean_eps2mrad,400,2,onebqf_cos,1.0,3.0,0.0,0.0,0.002,640000,1600,1.6864381371663972,6.313561862833602,0.020282728948985862,0.99625,0.020282728948985862,0.99625,0.020282728948985862,0.99625,0.020282728948985862,0.99625,0.02020820575627679,1.0,0.003125,0.501875,1.0,,,
occ_a0.05,clean_eps2mrad,400,0,classical_invA,,3.0,0.05,0.0,0.002,640000,1600,1.2266871679299538,84.00648642505995,0.013350286077558804,0.97,0.013215859030837005,0.98,0.013084112149532711,0.99,0.013019218846869188,0.995,0.012962962962962963,0.999375,0.0025,0.5025,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,400,0,fitted_moment,40.0,3.0,0.05,0.0,0.002,640000,1600,1.2266871679299538,84.00648642505995,0.008306709265175719,0.97,0.008222643896268185,0.98,0.008140262993112084,0.99,0.00809968847352025,0.995,0.00929368029739777,0.999375,0.006875,1.0,1.0,mu=1.39,,
occ_a0.05,clean_eps2mrad,400,0,comb_prod,40.0,3.0,0.05,0.0,0.002,640000,1600,1.2266871679299538,84.00648642505995,0.4508138711960368,0.97,0.4482758620689655,0.98,0.44692737430167595,0.99,0.44587539157674905,0.995,0.4457538994800693,0.999375,0.004375,0.4975,0.4975,,,
occ_a0.05,clean_eps2mrad,400,0,onebqf_cos,1.0,3.0,0.05,0.0,0.002,640000,1600,1.2266871679299538,84.00648642505995,0.9975747953733596,0.97,0.9975498545226122,0.98,0.9975249149189503,0.99,0.9975124455847472,0.995,0.9975015585961853,0.999375,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,400,1,classical_invA,,3.0,0.05,0.0,0.002,640000,1600,1.3746056950313623,84.00644907967879,0.018342820999367487,0.97,0.018159048215403883,0.98,0.017978921264724116,0.99,0.017890191239975324,0.995,0.017813267813267815,0.999375,0.001875,0.5025,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,400,1,fitted_moment,40.0,3.0,0.05,0.0,0.002,640000,1600,1.3746056950313623,84.00644907967879,0.002570694087403599,0.97,0.0038119440914866584,0.98,0.008760951188986232,0.99,0.016676961087090797,0.995,0.021419828641370868,0.999375,0.006875,0.991875,1.0,mu=0.3,,
occ_a0.05,clean_eps2mrad,400,1,comb_prod,40.0,3.0,0.05,0.0,0.002,640000,1600,1.3746056950313623,84.00644907967879,0.4437275985663082,0.97,0.44219139096406973,0.98,0.44087539710554186,0.99,0.4410112359550562,0.995,0.4409090909090909,0.999375,0.011875,0.4975,0.4975,,,
occ_a0.05,clean_eps2mrad,400,1,onebqf_cos,1.0,3.0,0.05,0.0,0.002,640000,1600,1.3746056950313623,84.00644907967879,0.9975748029527399,0.97,0.9975498621797476,0.98,0.997524922653833,0.99,0.9975124689058613,0.995,0.9975015585961853,0.999375,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,400,2,classical_invA,,3.0,0.05,0.0,0.002,640000,1600,1.7052481184132513,84.00632126930935,0.017721518987341773,0.97,0.017543859649122806,0.98,0.017369727047146403,0.99,0.01728395061728395,0.995,0.017209588199139522,0.999375,0.000625,0.501875,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,400,2,fitted_moment,40.0,3.0,0.05,0.0,0.002,640000,1600,1.7052481184132513,84.00632126930935,0.007037747920665387,0.97,0.007594936708860759,0.98,0.008140262993112084,0.99,0.00809968847352025,0.995,0.014180024660912454,0.999375,0.0,0.9975,1.0,mu=1.39,,
occ_a0.05,clean_eps2mrad,400,2,comb_prod,40.0,3.0,0.05,0.0,0.002,640000,1600,1.7052481184132513,84.00632126930935,0.43045871559633025,0.97,0.4279460051076249,0.98,0.426917510853835,0.99,0.4260994953136265,0.995,0.426264800861141,0.999375,0.0,0.499375,0.499375,,,
occ_a0.05,clean_eps2mrad,400,2,onebqf_cos,1.0,3.0,0.05,0.0,0.002,640000,1600,1.7052481184132513,84.00632126930935,0.9975747991630557,0.97,0.9975498583511859,0.98,0.9975249187863977,0.99,0.9975124650190393,0.995,0.9975015546923585,0.999375,0.0,0.0,0.0,,,
fork_b0.5,clean_eps2mrad,400,0,classical_invA,,3.0,0.0,0.5,0.002,640000,1600,1.8246722528389252,7.760472033612244,0.006853582554517134,0.99625,0.006853582554517134,0.99625,0.006853582554517134,0.99625,0.006853582554517134,0.99625,0.016594960049170254,1.0,0.01125,0.99625,1.0,fixed-tau 0.350,0.99625,0.011779293242405457
fork_b0.5,clean_eps2mrad,400,0,fitted_moment,40.0,3.0,0.0,0.5,0.002,640000,1600,1.8246722528389252,7.760472033612244,0.0,0.990625,0.0,0.990625,0.0,0.990625,0.0037429819089207735,0.998125,0.004978220286247666,0.999375,0.994375,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,400,0,comb_prod,40.0,3.0,0.0,0.5,0.002,640000,1600,1.8246722528389252,7.760472033612244,0.0,0.98125,0.0,0.98125,0.0037641154328732747,0.9925,0.875692980401343,0.995,0.8752924660739354,0.999375,0.98875,0.9925,0.9925,,,
fork_b0.5,clean_eps2mrad,400,0,onebqf_cos,1.0,3.0,0.0,0.5,0.002,640000,1600,1.8246722528389252,7.760472033612244,0.012962962962962963,0.999375,0.012962962962962963,0.999375,0.012962962962962963,0.999375,0.012962962962962963,0.999375,0.012962962962962963,0.999375,0.00875,0.503125,1.0,,,
fork_b0.5,clean_eps2mrad,400,1,classical_invA,,3.0,0.0,0.5,0.002,640000,1600,1.8488258942341673,7.469677895134414,0.005653266331658292,0.989375,0.005653266331658292,0.989375,0.005649717514124294,0.99,0.013605442176870748,0.996875,0.43741209563994377,1.0,0.0225,0.99,0.9975,fixed-tau 0.350,0.99,0.006896551724137931
fork_b0.5,clean_eps2mrad,400,1,fitted_moment,40.0,3.0,0.0,0.5,0.002,640000,1600,1.8488258942341673,7.469677895134414,0.0,0.979375,0.0,0.981875,0.0006309148264984228,0.99,0.0074673304293715,0.996875,0.014171287738755391,1.0,0.99,0.9975,1.0,mu=3,,
fork_b0.5,clean_eps2mrad,400,1,comb_prod,40.0,3.0,0.0,0.5,0.002,640000,1600,1.8488258942341673,7.469677895134414,0.0,0.97625,0.002530044275774826,0.985625,0.009357454772301934,0.9925,0.9284816377839634,0.995625,0.9974962498551614,0.999375,0.97875,0.9925,0.9925,,,
fork_b0.5,clean_eps2mrad,400,1,onebqf_cos,1.0,3.0,0.0,0.5,0.002,640000,1600,1.8488258942341673,7.469677895134414,0.014171287738755391,1.0,0.014171287738755391,1.0,0.014171287738755391,1.0,0.014171287738755391,1.0,0.014171287738755391,1.0,0.503125,0.50375,1.0,,,
fork_b0.5,clean_eps2mrad,400,2,classical_invA,,3.0,0.0,0.5,0.002,640000,1600,2.0517761342052006,7.0490034186841815,0.008109794135995009,0.99375,0.008109794135995009,0.99375,0.008109794135995009,0.99375,0.013630731102850062,0.995,0.017813267813267815,0.999375,0.00875,0.99375,0.999375,fixed-tau 0.350,0.99375,0.012422360248447204
fork_b0.5,clean_eps2mrad,400,2,fitted_moment,40.0,3.0,0.0,0.5,0.002,640000,1600,2.0517761342052006,7.0490034186841815,0.001272264631043257,0.98125,0.001272264631043257,0.98125,0.0012578616352201257,0.9925,0.008695652173913044,0.9975,0.009907120743034056,0.999375,0.00875,1.0,1.0,mu=6.46,,
fork_b0.5,clean_eps2mrad,400,2,comb_prod,40.0,3.0,0.0,0.5,0.002,640000,1600,2.0517761342052006,7.0490034186841815,0.0,0.974375,0.002544529262086514,0.98,0.9039243039970886,0.99,0.9035480745943327,0.995625,0.9974996718319279,1.0,0.97875,0.98875,0.98875,,,
fork_b0.5,clean_eps2mrad,400,2,onebqf_cos,1.0,3.0,0.0,0.5,0.002,640000,1600,2.0517761342052006,7.0490034186841815,0.015990159901599015,1.0,0.015990159901599015,1.0,0.015990159901599015,1.0,0.015990159901599015,1.0,0.015990159901599015,1.0,0.500625,0.5025,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,400,0,classical_invA,,3.0,0.05,0.5,0.002,640000,1600,1.8326908259468428,84.02200003265031,0.013350286077558804,0.97,0.013215859030837005,0.98,0.013084112149532711,0.99,0.013019218846869188,0.995,0.012962962962962963,0.999375,0.003125,0.5025,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,400,0,fitted_moment,40.0,3.0,0.05,0.5,0.002,640000,1600,1.8326908259468428,84.02200003265031,0.002570694087403599,0.97,0.002544529262086514,0.98,0.0037735849056603774,0.99,0.007481296758104738,0.995,0.008679479231246125,0.999375,0.50125,0.999375,1.0,mu=1.39,,
occ0.05_fork0.5,clean_eps2mrad,400,0,comb_prod,40.0,3.0,0.05,0.5,0.002,640000,1600,1.8326908259468428,84.02200003265031,0.45332863684395913,0.97,0.4507880910683012,0.98,0.4482758620689655,0.99,0.44703021882598126,0.995,0.44594594594594594,0.999375,0.006875,0.499375,0.505625,,,
occ0.05_fork0.5,clean_eps2mrad,400,0,onebqf_cos,1.0,3.0,0.05,0.5,0.002,640000,1600,1.8326908259468428,84.02200003265031,0.9975747953733596,0.97,0.9975498545226122,0.98,0.9975249149189503,0.99,0.9975124455847472,0.995,0.9975015585961853,0.999375,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,400,1,classical_invA,,3.0,0.05,0.5,0.002,640000,1600,1.8595037190129704,84.03291091350876,0.01397712833545108,0.97,0.013836477987421384,0.98,0.0136986301369863,0.99,0.013630731102850062,0.995,0.017813267813267815,0.999375,0.01125,0.50375,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,400,1,fitted_moment,40.0,3.0,0.05,0.5,0.002,640000,1600,1.8595037190129704,84.03291091350876,0.0032113037893384713,0.97,0.003178639542275906,0.98,0.006273525721455458,0.99,0.011180124223602485,0.995,0.014180024660912454,0.999375,0.501875,0.99375,1.0,mu=0.646,,
occ0.05_fork0.5,clean_eps2mrad,400,1,comb_prod,40.0,3.0,0.05,0.5,0.002,640000,1600,1.8595037190129704,84.03291091350876,0.4467023172905526,0.97,0.4441687344913151,0.98,0.4424498416050686,0.99,0.4419908867858395,0.995,0.4412997903563941,0.999375,0.013125,0.501875,0.50375,,,
occ0.05_fork0.5,clean_eps2mrad,400,1,onebqf_cos,1.0,3.0,0.05,0.5,0.002,640000,1600,1.8595037190129704,84.03291091350876,0.9975748029527399,0.97,0.9975498621797476,0.98,0.997524922653833,0.99,0.9975124572453589,0.995,0.9975015585961853,0.999375,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,400,2,classical_invA,,3.0,0.05,0.5,0.002,640000,1600,2.0606148000151303,84.02497760510232,0.018342820999367487,0.97,0.018159048215403883,0.98,0.017978921264724116,0.99,0.017890191239975324,0.995,0.01841620626151013,0.999375,0.01,0.5025,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,400,2,fitted_moment,40.0,3.0,0.05,0.5,0.002,640000,1600,2.0606148000151303,84.02497760510232,0.005128205128205128,0.97,0.005076142131979695,0.98,0.005025125628140704,0.99,0.00809968847352025,0.995,0.019619865113427344,0.999375,0.006875,0.99625,1.0,mu=0.646,,
occ0.05_fork0.5,clean_eps2mrad,400,2,comb_prod,40.0,3.0,0.05,0.5,0.002,640000,1600,2.0606148000151303,84.02497760510232,0.4331628926223521,0.97,0.43064633260711693,0.98,0.42815884476534294,0.99,0.4269258459323254,0.995,0.4285203716940672,0.999375,0.009375,0.500625,0.5025,,,
occ0.05_fork0.5,clean_eps2mrad,400,2,onebqf_cos,1.0,3.0,0.05,0.5,0.002,640000,1600,2.0606148000151303,84.02497760510232,0.9975747991630557,0.97,0.9975498583511859,0.98,0.9975249187863977,0.99,0.9975124494716299,0.995,0.9975015546923585,0.999375,0.0,0.0,0.0,,,
base,clean_eps2mrad,700,0,classical_invA,,3.0,0.0,0.0,0.002,1960000,2800,0.7639320225002475,7.236067977499786,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,0.0,0.5017857142857143,1.0,fixed-tau 0.350,1.0,0.08854166666666667
base,clean_eps2mrad,700,0,fitted_moment,40.0,3.0,0.0,0.0,0.002,1960000,2800,0.7639320225002475,7.236067977499786,0.0,0.9767857142857143,0.0032691609153650564,0.98,0.022354173943415996,0.9996428571428572,0.022354173943415996,0.9996428571428572,0.022354173943415996,0.9996428571428572,0.9767857142857143,0.9821428571428571,1.0,mu=0.0139,,
base,clean_eps2mrad,700,0,comb_prod,40.0,3.0,0.0,0.0,0.002,1960000,2800,0.7639320225002475,7.236067977499786,0.07023525400613706,0.9739285714285715,0.08413064995051138,0.9914285714285714,0.08413064995051138,0.9914285714285714,0.08560183666775992,0.9957142857142857,0.08770785784153896,0.9992857142857143,0.9214285714285714,0.9214285714285714,0.9996428571428572,,,
base,clean_eps2mrad,700,0,onebqf_cos,1.0,3.0,0.0,0.0,0.002,1960000,2800,0.7639320225002475,7.236067977499786,0.08997684419450877,0.9825,0.08997684419450877,0.9825,0.08854166666666667,1.0,0.08854166666666667,1.0,0.08854166666666667,1.0,0.0,0.5017857142857143,1.0,,,
base,clean_eps2mrad,700,1,classical_invA,,3.0,0.0,0.0,0.002,1960000,2800,1.5553398460462666,6.4446601539528245,0.03548053737512918,1.0,0.03548053737512918,1.0,0.03548053737512918,1.0,0.03548053737512918,1.0,0.03548053737512918,1.0,0.0,0.5028571428571429,1.0,fixed-tau 0.350,1.0,0.07376778035064506
base,clean_eps2mrad,700,1,fitted_moment,40.0,3.0,0.0,0.0,0.002,1960000,2800,1.5553398460462666,6.4446601539528245,0.00036075036075036075,0.9896428571428572,0.00036075036075036075,0.9896428571428572,0.0017985611510791368,0.9910714285714286,0.009907997169143666,0.9992857142857143,0.009907997169143666,0.9992857142857143,0.9896428571428572,0.9992857142857143,1.0,mu=6.46,,
base,clean_eps2mrad,700,1,comb_prod,40.0,3.0,0.0,0.0,0.002,1960000,2800,1.5553398460462666,6.4446601539528245,0.06331727460426703,0.9721428571428572,0.0701219512195122,0.9803571428571428,0.0697986577181208,0.99,0.6862612612612613,0.995,0.9985724475229056,0.9992857142857143,0.9557142857142857,0.9557142857142857,0.9932142857142857,,,
base,clean_eps2mrad,700,1,onebqf_cos,1.0,3.0,0.0,0.0,0.002,1960000,2800,1.5553398460462666,6.4446601539528245,0.07314629258517034,0.9910714285714286,0.07314629258517034,0.9910714285714286,0.07314629258517034,0.9910714285714286,0.07258866423599603,0.9992857142857143,0.07258866423599603,0.9992857142857143,0.0017857142857142857,0.5035714285714286,1.0,,,
base,clean_eps2mrad,700,2,classical_invA,,3.0,0.0,0.0,0.002,1960000,2800,0.9244676698560039,7.075532330142989,0.04404233526800956,1.0,0.04404233526800956,1.0,0.04404233526800956,1.0,0.04404233526800956,1.0,0.04404233526800956,1.0,0.0,0.0,1.0,fixed-tau 0.350,1.0,0.09179370742783004
base,clean_eps2mrad,700,2,fitted_moment,40.0,3.0,0.0,0.0,0.002,1960000,2800,0.9244676698560039,7.075532330142989,0.0,0.9771428571428571,0.0,0.985,0.0071633237822349575,0.99,0.016853932584269662,1.0,0.016853932584269662,1.0,0.985,0.9921428571428571,1.0,mu=0.3,,
base,clean_eps2mrad,700,2,comb_prod,40.0,3.0,0.0,0.0,0.002,1960000,2800,0.9244676698560039,7.075532330142989,0.0800405268490375,0.9728571428571429,0.07945021790144151,0.9807142857142858,0.08545034642032333,0.99,0.9985741600543723,0.995,0.998568033261752,0.9992857142857143,0.9571428571428572,0.9571428571428572,0.9935714285714285,,,
base,clean_eps2mrad,700,2,onebqf_cos,1.0,3.0,0.0,0.0,0.002,1960000,2800,0.9244676698560039,7.075532330142989,0.09186008499509643,0.9921428571428571,0.09186008499509643,0.9921428571428571,0.09186008499509643,0.9921428571428571,0.09120415449529373,1.0,0.09120415449529373,1.0,0.002142857142857143,0.5042857142857143,1.0,,,
occ_a0.05,clean_eps2mrad,700,0,classical_invA,,3.0,0.05,0.0,0.002,1960000,2800,0.7815673305619677,144.00619652087985,0.049019607843137254,0.97,0.04854368932038835,0.98,0.04807692307692308,0.99,0.04784688995215311,0.995,0.047651463580667124,0.9992857142857143,0.0,0.5017857142857143,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,700,0,fitted_moment,40.0,3.0,0.05,0.0,0.002,1960000,2800,0.7815673305619677,144.00619652087985,0.046348314606741575,0.97,0.0458970792767733,0.98,0.045454545454545456,0.99,0.045236463331048665,0.995,0.04505119453924915,0.9992857142857143,0.00035714285714285714,0.5203571428571429,1.0,mu=0.646,,
occ_a0.05,clean_eps2mrad,700,0,comb_prod,40.0,3.0,0.05,0.0,0.002,1960000,2800,0.7815673305619677,144.00619652087985,0.6920984015417753,0.97,0.6906077348066298,0.98,0.6884343036978757,0.99,0.6874579313439533,0.995,0.686954575967778,0.9992857142857143,0.00035714285714285714,0.00035714285714285714,0.49857142857142855,,,
occ_a0.05,clean_eps2mrad,700,0,onebqf_cos,1.0,3.0,0.05,0.0,0.002,1960000,2800,0.7815673305619677,144.00619652087985,0.9986138217689186,0.97,0.9985995512847994,0.98,0.9985852812085332,0.99,0.9985781463233395,0.995,0.9985720307886085,0.9992857142857143,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,700,1,classical_invA,,3.0,0.05,0.0,0.002,1960000,2800,1.567015164214878,144.00613839837754,0.03653777935438099,0.97,0.036178433438707414,0.98,0.03582608695652174,0.99,0.035652474904811354,0.995,0.035504998276456395,0.9992857142857143,0.0,0.5028571428571429,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,700,1,fitted_moment,40.0,3.0,0.05,0.0,0.002,1960000,2800,1.567015164214878,144.00613839837754,0.031729055258467025,0.97,0.03141546064242852,0.98,0.031108004194337645,0.99,0.030956521739130435,0.995,0.07258866423599603,0.9992857142857143,0.011785714285714287,0.5121428571428571,1.0,mu=0.139,,
occ_a0.05,clean_eps2mrad,700,1,comb_prod,40.0,3.0,0.05,0.0,0.002,1960000,2800,1.567015164214878,144.00613839837754,0.6907310407652015,0.97,0.6885357548240636,0.98,0.6872390838316597,0.99,0.6861552326236341,0.995,0.6867092150934946,0.9992857142857143,0.010357142857142856,0.010357142857142856,0.5014285714285714,,,
occ_a0.05,clean_eps2mrad,700,1,onebqf_cos,1.0,3.0,0.05,0.0,0.002,1960000,2800,1.567015164214878,144.00613839837754,0.9986138316734359,0.97,0.9985995612911391,0.98,0.9985852913166896,0.99,0.998578156482402,0.995,0.9985720409913036,0.9992857142857143,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,700,2,classical_invA,,3.0,0.05,0.0,0.002,1960000,2800,0.9410858208615498,144.00626430126502,0.04534270650263621,0.97,0.044900800556909155,0.98,0.04446742502585315,0.99,0.04425385934819897,0.995,0.044072429108302016,0.9992857142857143,0.00035714285714285714,0.00035714285714285714,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,700,2,fitted_moment,40.0,3.0,0.05,0.0,0.002,1960000,2800,0.9410858208615498,144.00626430126502,0.03926423770781747,0.97,0.03887915936952715,0.98,0.03850156087408949,0.99,0.03997243280496209,0.995,0.09008130081300814,0.9992857142857143,0.010714285714285714,0.5032142857142857,1.0,mu=0.0646,,
occ_a0.05,clean_eps2mrad,700,2,comb_prod,40.0,3.0,0.05,0.0,0.002,1960000,2800,0.9410858208615498,144.00626430126502,0.6980544747081712,0.97,0.6959556786703601,0.98,0.6946127575190041,0.99,0.6935430645693543,0.995,0.8353148911124191,0.9992857142857143,0.0,0.0,0.5,,,
occ_a0.05,clean_eps2mrad,700,2,onebqf_cos,1.0,3.0,0.05,0.0,0.002,1960000,2800,0.9410858208615498,144.00626430126502,0.9986137856869799,0.97,0.9985995148319239,0.98,0.998585244384742,0.99,0.9985781093140985,0.995,0.9985719936204147,0.9992857142857143,0.00035714285714285714,0.00035714285714285714,0.00035714285714285714,,,
fork_b0.5,clean_eps2mrad,700,0,classical_invA,,3.0,0.0,0.5,0.002,1960000,2800,1.7639320225004287,8.236067977499692,0.02799433026222537,0.9796428571428571,0.02798441374424371,0.98,0.06275167785234899,0.9975,0.06275167785234899,0.9975,0.6858297776779699,0.9992857142857143,0.0,0.5014285714285714,0.9985714285714286,fixed-tau 0.350,0.9807142857142858,0.04851004851004851
fork_b0.5,clean_eps2mrad,700,0,fitted_moment,40.0,3.0,0.0,0.5,0.002,1960000,2800,1.7639320225004287,8.236067977499692,0.006148282097649186,0.9814285714285714,0.006148282097649186,0.9814285714285714,0.023743016759776536,0.9985714285714286,0.023743016759776536,0.9985714285714286,0.02914642609299098,0.9992857142857143,0.49857142857142855,0.9817857142857143,1.0,mu=1.39,,
fork_b0.5,clean_eps2mrad,700,0,comb_prod,40.0,3.0,0.0,0.5,0.002,1960000,2800,1.7639320225004287,8.236067977499692,0.0018288222384784199,0.9746428571428571,0.024253075571177504,0.9914285714285714,0.024253075571177504,0.9914285714285714,0.9649012295908083,0.995,0.96484306285025,0.9992857142857143,0.9564285714285714,0.9746428571428571,0.9914285714285714,,,
fork_b0.5,clean_eps2mrad,700,0,onebqf_cos,1.0,3.0,0.0,0.5,0.002,1960000,2800,1.7639320225004287,8.236067977499692,0.058546433378196504,0.9992857142857143,0.058546433378196504,0.9992857142857143,0.058546433378196504,0.9992857142857143,0.058546433378196504,0.9992857142857143,0.058546433378196504,0.9992857142857143,0.0,0.5007142857142857,1.0,,,
fork_b0.5,clean_eps2mrad,700,1,classical_invA,,3.0,0.0,0.5,0.002,1960000,2800,2.0566544351192317,7.225321041079379,0.02465656921451215,0.9889285714285714,0.02465656921451215,0.9889285714285714,0.024630541871921183,0.99,0.04935330156569095,0.9975,0.6795693999083829,0.9992857142857143,0.5014285714285714,0.5014285714285714,0.9985714285714286,fixed-tau 0.350,0.99,0.04380820972749224
fork_b0.5,clean_eps2mrad,700,1,fitted_moment,40.0,3.0,0.0,0.5,0.002,1960000,2800,2.0566544351192317,7.225321041079379,0.0,0.9703571428571428,0.0,0.9853571428571428,0.00466786355475763,0.99,0.0196078431372549,1.0,0.0196078431372549,1.0,0.9875,0.9932142857142857,1.0,mu=0.0139,,
fork_b0.5,clean_eps2mrad,700,1,comb_prod,40.0,3.0,0.0,0.5,0.002,1960000,2800,2.0566544351192317,7.225321041079379,0.0003672420124862284,0.9721428571428572,0.0018115942028985507,0.9839285714285714,0.5033100733583825,0.9914285714285714,0.9511459484104021,0.995,0.9510162637208732,0.9992857142857143,0.9767857142857143,0.985,0.985,,,
fork_b0.5,clean_eps2mrad,700,1,onebqf_cos,1.0,3.0,0.0,0.5,0.002,1960000,2800,2.0566544351192317,7.225321041079379,0.04408749145591251,0.9989285714285714,0.04408749145591251,0.9989285714285714,0.04408749145591251,0.9989285714285714,0.04408749145591251,0.9989285714285714,0.06481790845305713,0.9996428571428572,0.012142857142857143,0.5025,1.0,,,
fork_b0.5,clean_eps2mrad,700,2,classical_invA,,3.0,0.0,0.5,0.002,1960000,2800,1.851038858251997,8.0646731931388,0.03178484107579462,0.99,0.03178484107579462,0.99,0.03178484107579462,0.99,0.06268856855514583,0.9985714285714286,0.06327418814864412,0.9992857142857143,0.0014285714285714286,0.5028571428571429,0.9992857142857143,fixed-tau 0.350,0.9907142857142858,0.0561415447431099
fork_b0.5,clean_eps2mrad,700,2,fitted_moment,40.0,3.0,0.0,0.5,0.002,1960000,2800,1.851038858251997,8.0646731931388,0.0018201674554058974,0.9792857142857143,0.0018188432157148053,0.98,0.005378271782000717,0.9907142857142858,0.014094432699083862,0.9992857142857143,0.014094432699083862,0.9992857142857143,0.5007142857142857,0.9914285714285714,1.0,mu=1.39,,
fork_b0.5,clean_eps2mrad,700,2,comb_prod,40.0,3.0,0.0,0.5,0.002,1960000,2800,1.851038858251997,8.0646731931388,0.0007326007326007326,0.9742857142857143,0.00361794500723589,0.9835714285714285,0.01977401129943503,0.9914285714285714,0.9581731924093202,0.995,0.9581118912526012,0.9992857142857143,0.9742857142857143,0.9835714285714285,0.9914285714285714,,,
fork_b0.5,clean_eps2mrad,700,2,onebqf_cos,1.0,3.0,0.0,0.5,0.002,1960000,2800,1.851038858251997,8.0646731931388,0.050203527815468114,1.0,0.050203527815468114,1.0,0.050203527815468114,1.0,0.050203527815468114,1.0,0.050203527815468114,1.0,0.0014285714285714286,0.5021428571428571,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,700,0,classical_invA,,3.0,0.05,0.5,0.002,1960000,2800,1.7789532033901225,144.05389786594964,0.05299860529986053,0.97,0.052486187845303865,0.98,0.05198358413132695,0.99,0.051735874744724304,0.995,0.0521680216802168,0.9992857142857143,0.0,0.5014285714285714,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,700,0,fitted_moment,40.0,3.0,0.05,0.5,0.002,1960000,2800,1.7789532033901225,144.05389786594964,0.01020408163265306,0.97,0.010814708002883922,0.98,0.026343519494204427,0.99,0.030619345859429367,0.995,0.09683666881859264,0.9992857142857143,0.02107142857142857,0.9607142857142857,0.9996428571428572,mu=0.139,,
occ0.05_fork0.5,clean_eps2mrad,700,0,comb_prod,40.0,3.0,0.05,0.5,0.002,1960000,2800,1.7789532033901225,144.05389786594964,0.9018076644974693,0.97,0.9009028530155291,0.98,0.904502704378682,0.99,0.9063088512241054,0.995,0.9092059577505922,0.9992857142857143,0.003928571428571429,0.003928571428571429,0.5,,,
occ0.05_fork0.5,clean_eps2mrad,700,0,onebqf_cos,1.0,3.0,0.05,0.5,0.002,1960000,2800,1.7789532033901225,144.05389786594964,0.9986121607624736,0.97,0.9985982392168121,0.98,0.9985839745973625,0.99,0.9985770824469892,0.995,0.9985712235851258,0.9992857142857143,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,700,1,classical_invA,,3.0,0.05,0.5,0.002,1960000,2800,2.0629280902243994,144.03568142016846,0.040621688449311195,0.97,0.04022385449457853,0.98,0.0398337374437132,0.99,0.03964150293002413,0.995,0.0407953376756942,0.9992857142857143,0.003928571428571429,0.5028571428571429,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,700,1,fitted_moment,40.0,3.0,0.05,0.5,0.002,1960000,2800,2.0629280902243994,144.03568142016846,0.006946983546617916,0.97,0.006876583423814694,0.98,0.00680759584378359,0.99,0.011706278822277403,0.995,0.021678321678321677,0.9992857142857143,0.005714285714285714,0.9932142857142857,1.0,mu=0.3,,
occ0.05_fork0.5,clean_eps2mrad,700,1,comb_prod,40.0,3.0,0.05,0.5,0.002,1960000,2800,2.0629280902243994,144.03568142016846,0.878173499596304,0.97,0.8771764916521194,0.98,0.8781163434903048,0.99,0.9943818185484684,0.995,0.9948719076576824,0.9992857142857143,0.014642857142857143,0.014642857142857143,0.5028571428571429,,,
