T,method,t_prep,t_bounds,mem_bytes,note,t_total
200,camps,0.483326748071289,4.134997844696045,2581472.0,A build + coloring + O(nnz n) synthesis,4.618324592767334
200,dictionary,0.483326748071289,4.134997844696045,2581472.0,as camps + classes,4.618324592767334
200,szegedy,0.19191126202575684,0.0,2581472.0,A build + degrees; NO Lanczos,0.19191126202575684
200,hit_oracle,0.00019931568569324175,0.0,4000.0,"hit sort + tables ONLY; no A, no Lanczos",0.00019931568569324175
400,native,0.6644077301025391,0.0,10299552.0,A build only,0.6644077301025391
400,dilation,805178080.6720982,4.198086261749268,8796093022208.0,A build + dense eigh O(N^3),805178084.8701844
400,fable,1168805.337789203,4.198086261749268,8796093022208.0,dense angles + sfwht; O(N^2) MEMORY,1168809.5358754648
400,lsfable,0.6708449501025391,4.198086261749268,10299552.0,A build + O(nnz) angles,4.868931211851807
400,camps,1.9611040399017332,4.198086261749268,10299552.0,A build + coloring + O(nnz n) synthesis,6.159190301651001
400,dictionary,1.9611040399017332,4.198086261749268,10299552.0,as camps + classes,6.159190301651001
400,szegedy,0.6708449501025391,0.0,10299552.0,A build + degrees; NO Lanczos,0.6708449501025391
400,hit_oracle,0.0004386313713864835,0.0,8000.0,"hit sort + tables ONLY; no A, no Lanczos",0.0004386313713864835
700,native,3.6358003182584233,0.0,31464160.0,A build only,3.6358003182584233
700,dilation,6441424643.697324,9.377629915873209,35184372088832.0,A build + dense eigh O(N^3),6441424653.074954
700,fable,4908982.418714653,9.377629915873209,35184372088832.0,dense angles + sfwht; O(N^2) MEMORY,4908991.796344569
700,lsfable,3.6554654182584234,9.377629915873209,31464160.0,A build + O(nnz) angles,13.033095334131632
700,camps,7.780065078430949,9.377629915873209,31464160.0,A build + coloring + O(nnz n) synthesis,17.15769499430416
700,dictionary,7.780065078430949,9.377629915873209,31464160.0,as camps + classes,17.15769499430416
700,szegedy,3.6554654182584234,0.0,31464160.0,A build + degrees; NO Lanczos,3.6554654182584234
700,hit_oracle,0.0008241197444703784,0.0,14000.0,"hit sort + tables ONLY; no A, no Lanczos",0.0008241197444703784
1000,native,10.600000927867123,0.0,64148800.0,A build only,10.600000927867123
1000,dilation,51531397131.092186,13.396614165533157,140737488355328.0,A build + dense eigh O(N^3),51531397144.4888
1000,fable,20570973.945089974,13.396614165533157,140737488355328.0,dense angles + sfwht; O(N^2) MEMORY,20570987.341704138
1000,lsfable,10.640093927867124,13.396614165533157,64148800.0,A build + O(nnz) angles,24.03670809340028
1000,camps,19.441309156685016,13.396614165533157,64148800.0,A build + coloring + O(nnz n) synthesis,32.837923322218174
1000,dictionary,19.441309156685016,13.396614165533157,64148800.0,as camps + classes,32.837923322218174
1000,szegedy,10.640093927867124,0.0,64148800.0,A build + degrees; NO Lanczos,10.640093927867124
1000,hit_oracle,0.0012287712379549448,0.0,20000.0,"hit sort + tables ONLY; no A, no Lanczos",0.0012287712379549448
