n_trk,rep,n_true_clean,n_true_C,n_active_C,n_false_C,n_true_Q,n_active_Q,n_false_Q,n_true_total,n_false_total,success_prob,t_quantum,se_C,se_Q,fr_C,fr_Q
10,6,40,40,40,0,40,40,0,40,360,0.022391535339963686,2.023017644882202,100.0,100.0,0.0,0.0
10,7,40,35,35,0,35,35,0,37,333,0.019461847839966358,2.6959736347198486,87.5,87.5,0.0,0.0
10,8,40,39,39,0,39,39,0,39,351,0.021701001373961866,1.051692247390747,97.5,97.5,0.0,0.0
10,9,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.0722360610961914,100.0,100.0,0.0,0.0
10,10,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.042628288269043,100.0,100.0,0.0,0.0
10,11,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.7951743602752686,100.0,100.0,0.0,0.0
10,12,40,39,39,0,39,39,0,39,351,0.02170100137396191,0.9382250308990479,97.5,97.5,0.0,0.0
10,13,40,36,36,0,36,36,0,38,342,0.0201523818059684,1.625922679901123,90.0,90.0,0.0,0.0
10,14,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.8394293785095215,100.0,100.0,0.0,0.0
10,15,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.3478376865386963,100.0,100.0,0.0,0.0
10,16,40,39,39,0,39,39,0,39,351,0.02170100137396191,1.649146318435669,97.5,97.5,0.0,0.0
10,17,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.0944082736968994,100.0,100.0,0.0,0.0
10,18,40,40,40,0,40,40,0,40,360,0.022391535339963686,2.730012893676758,100.0,100.0,0.0,0.0
10,19,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.1183631420135498,100.0,100.0,0.0,0.0
10,20,40,39,39,0,39,39,0,39,351,0.021701001373961883,1.037853479385376,97.5,97.5,0.0,0.0
10,21,40,40,40,0,40,40,0,40,360,0.022391535339963686,0.987821102142334,100.0,100.0,0.0,0.0
10,22,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.0360238552093506,100.0,100.0,0.0,0.0
10,23,40,40,40,0,40,40,0,40,360,0.022391535339963686,0.9888689517974854,100.0,100.0,0.0,0.0
10,24,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.104403018951416,100.0,100.0,0.0,0.0
10,25,40,39,39,0,39,39,0,39,351,0.02170100137396187,0.9438128471374512,97.5,97.5,0.0,0.0
10,26,40,40,40,0,40,40,0,40,360,0.022391535339963686,3.056276321411133,100.0,100.0,0.0,0.0
10,27,40,36,36,0,36,36,0,38,342,0.020152381805968237,1.8162708282470703,90.0,90.0,0.0,0.0
10,28,40,39,39,0,39,39,0,39,351,0.02170100137396186,1.7579681873321533,97.5,97.5,0.0,0.0
10,29,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.9496405124664307,100.0,100.0,0.0,0.0
15,0,60,56,56,0,58,58,0,58,812,0.01596010327196729,5.503212928771973,93.33333333333333,96.66666666666667,0.0,0.0
15,1,60,55,55,0,55,55,0,57,798,0.015328807754969342,2.7470085620880127,91.66666666666667,91.66666666666667,0.0,0.0
15,2,60,59,59,0,59,59,0,59,826,0.016448384521966668,1.597593069076538,98.33333333333333,98.33333333333333,0.0,0.0
15,3,60,56,56,0,58,58,0,58,812,0.0159601032719673,1.4412305355072021,93.33333333333333,96.66666666666667,0.0,0.0
15,4,60,59,59,0,59,59,0,59,826,0.016448384521966494,1.548337697982788,98.33333333333333,98.33333333333333,0.0,0.0
15,5,60,55,55,0,57,57,0,57,799,0.015614836288966679,1.5227329730987549,91.66666666666667,95.0,0.0,0.0
15,6,60,56,56,0,58,58,0,58,812,0.01596010327196733,4.294684648513794,93.33333333333333,96.66666666666667,0.0,0.0
15,7,60,60,60,0,60,60,0,60,840,0.016793651504967186,5.554884910583496,100.0,100.0,0.0,0.0
15,8,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.5755839347839355,100.0,100.0,0.0,0.0
15,9,60,52,52,0,56,56,0,56,784,0.01512655503896728,1.2436368465423584,86.66666666666667,93.33333333333333,0.0,0.0
15,10,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.7852976322174072,100.0,100.0,0.0,0.0
15,11,60,59,59,0,59,59,0,59,826,0.01644838452196659,1.7573440074920654,98.33333333333333,98.33333333333333,0.0,0.0
15,12,60,60,60,0,60,60,0,60,840,0.016793651504967186,4.2235777378082275,100.0,100.0,0.0,0.0
15,13,60,59,59,0,59,59,0,59,826,0.01644838452196659,3.5795977115631104,98.33333333333333,98.33333333333333,0.0,0.0
15,14,60,59,59,0,59,59,0,59,826,0.016448384521966626,2.776343822479248,98.33333333333333,98.33333333333333,0.0,0.0
15,15,60,60,60,0,60,60,0,60,840,0.016793651504967186,3.620739459991455,100.0,100.0,0.0,0.0
15,16,60,59,59,0,59,59,0,59,826,0.016448384521966626,1.5636556148529053,98.33333333333333,98.33333333333333,0.0,0.0
15,17,60,56,56,0,58,58,0,58,812,0.015960103271967077,1.441530704498291,93.33333333333333,96.66666666666667,0.0,0.0
15,18,60,58,58,0,58,58,0,58,812,0.01610311753896594,2.8274292945861816,96.66666666666667,96.66666666666667,0.0,0.0
15,19,60,56,56,0,58,58,0,58,812,0.015960103271967115,1.507972240447998,93.33333333333333,96.66666666666667,0.0,0.0
15,20,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.6266283988952637,100.0,100.0,0.0,0.0
15,21,60,60,60,0,60,60,0,60,840,0.016793651504967186,4.8496856689453125,100.0,100.0,0.0,0.0
15,22,60,55,61,6,57,63,6,57,798,0.01918449457596225,1.8932435512542725,91.66666666666667,95.0,9.836065573770492,9.523809523809524
15,23,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.559628963470459,100.0,100.0,0.0,0.0
15,24,60,56,56,0,58,58,0,58,812,0.015960103271967264,1.4637672901153564,93.33333333333333,96.66666666666667,0.0,0.0
15,25,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.3164026737213135,100.0,100.0,0.0,0.0
15,26,60,59,59,0,59,59,0,59,826,0.016448384521966418,3.941194772720337,98.33333333333333,98.33333333333333,0.0,0.0
15,27,60,60,60,0,60,60,0,60,840,0.016793651504967186,3.292546510696411,100.0,100.0,0.0,0.0
15,28,60,60,60,0,60,60,0,60,840,0.016793651504967186,1.5905377864837646,100.0,100.0,0.0,0.0
