solver,phi_max,sigma_scatt,n_trk,n_rep,n_valid,excluded_frac,density,eff,eff_sem,far,far_sem,pur,pur_sem,cos_QC
quantum,0.02,0.0003,200,3,3,0.0,500000.0,71.375,0.43898557303553076,64.57456107058493,1.8119278859101797,35.42543892941507,1.8119278859101806,0.9555655515510862
quantum,0.02,0.0003,400,3,3,0.0,1000000.0,78.95833333333333,2.437856099344486,94.88585382089461,1.394759667186624,5.11414617910541,1.3947596671866236,0.7991921209610857
quantum,0.02,0.0003,700,3,1,0.6666666666666667,1750000.0,,,,,,,
quantum,0.02,0.0003,1000,3,0,1.0,2500000.0,,,,,,,
quantum,0.05,0.0001,10,3,3,0.0,3999.999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.05,0.0001,20,3,3,0.0,7999.999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.966672348049817
quantum,0.05,0.0001,50,3,3,0.0,19999.999999999996,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723490989116
quantum,0.05,0.0001,100,3,3,0.0,39999.99999999999,74.75,0.25,0.0,0.0,100.0,0.0,0.9666723489132906
quantum,0.05,0.0001,200,3,3,0.0,79999.99999999999,74.875,0.07216878364870323,0.27722406792174,0.14656806688885113,99.72277593207826,0.14656806688884758,0.966612431114044
quantum,0.05,0.0001,400,3,3,0.0,159999.99999999997,74.58333333333333,0.020833333333333336,1.3760646994491899,0.2673507817021278,98.62393530055083,0.2673507817021262,0.9666078930192571
quantum,0.05,0.0001,700,3,3,0.0,279999.99999999994,74.44047619047619,0.0595238095238102,4.718577569181823,0.9931487900979428,95.28142243081817,0.993148790097935,0.9664416223940308
quantum,0.05,0.0001,1000,3,3,0.0,399999.99999999994,74.3,0.025000000000000952,10.252636062620951,1.1899458434904018,89.74736393737903,1.1899458434904007,0.9663489696539327
quantum,0.05,0.0003,10,3,3,0.0,3999.999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.05,0.0003,20,3,3,0.0,7999.999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.966672348049817
quantum,0.05,0.0003,50,3,3,0.0,19999.999999999996,74.66666666666667,0.16666666666666669,0.6637233259749767,0.3823540038691679,99.336276674025,0.38235400386917173,0.9668306289964791
quantum,0.05,0.0003,100,3,3,0.0,39999.99999999999,74.41666666666667,0.22047927592204922,2.5013559019122167,0.7742167926217631,97.49864409808777,0.7742167926217547,0.9631868228476868
quantum,0.05,0.0003,200,3,3,0.0,79999.99999999999,73.75,0.4506939094329987,8.065660597306163,2.2145134407611877,91.93433940269382,2.2145134407611904,0.966046645319798
quantum,0.05,0.0003,400,3,3,0.0,159999.99999999997,72.9375,0.125,32.65541935738872,1.0793716472884403,67.34458064261128,1.0793716472884436,0.955279188035826
quantum,0.05,0.0003,700,3,3,0.0,279999.99999999994,72.05952380952381,0.393577982257534,69.37048658671984,1.607657560124901,30.629513413280154,1.6076575601248995,0.9651812081113275
quantum,0.05,0.0003,1000,3,3,0.0,399999.99999999994,80.84166666666667,9.516666666666667,88.33112334623745,3.810748598331022,11.668876653762553,3.8107485983310267,0.7971425135199595
quantum,0.1,0.0001,10,3,3,0.0,999.9999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.1,0.0001,20,3,3,0.0,1999.9999999999995,75.0,0.0,0.0,0.0,100.0,0.0,0.966672348049817
quantum,0.1,0.0001,50,3,3,0.0,4999.999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723485927408
quantum,0.1,0.0001,100,3,3,0.0,9999.999999999998,74.91666666666667,0.08333333333333334,0.11111111111111001,0.11111111111111002,99.8888888888889,0.1111111111111048,0.9666103845145454
quantum,0.1,0.0001,200,3,3,0.0,19999.999999999996,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723499410699
quantum,0.1,0.0001,400,3,3,0.0,39999.99999999999,74.9375,0.036084391824351615,0.055578723009913324,0.027789368747803064,99.9444212769901,0.027789368747801843,0.9666422434207091
quantum,0.1,0.0001,700,3,3,0.0,69999.99999999999,74.85714285714286,0.020619652471057476,0.47478890751631003,0.054646855037951615,99.52521109248369,0.054646855037952836,0.9633271628269809
quantum,0.1,0.0001,1000,3,3,0.0,99999.99999999999,74.85833333333333,0.030046260628868813,0.7293479970505533,0.03300032987786833,99.27065200294946,0.033000329877866816,0.9665290023685648
quantum,0.1,0.0003,10,3,3,0.0,999.9999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.1,0.0003,20,3,3,0.0,1999.9999999999995,74.58333333333333,0.4166666666666667,0.5555555555555534,0.5555555555555534,99.44444444444444,0.5555555555555619,0.9663735296132495
quantum,0.1,0.0003,50,3,3,0.0,4999.999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723490989119
quantum,0.1,0.0003,100,3,3,0.0,9999.999999999998,74.83333333333333,0.08333333333333334,0.33259505352528335,0.1918110758657132,99.66740494647472,0.19181107586571203,0.9667054637881413
quantum,0.1,0.0003,200,3,3,0.0,19999.999999999996,74.79166666666667,0.11023963796102462,0.9346743517405333,0.4462798586161094,99.06532564825947,0.4462798586161068,0.9661345886766263
quantum,0.1,0.0003,400,3,3,0.0,39999.99999999999,74.25,0.036084391824351615,3.88299859134497,0.13287907741584645,96.11700140865503,0.13287907741583965,0.9630903390714353
quantum,0.1,0.0003,700,3,3,0.0,69999.99999999999,73.94047619047619,0.22712838128974722,16.782390369271265,1.719283455999333,83.21760963072873,1.7192834559993284,0.9614449521933467
quantum,0.1,0.0003,1000,3,3,0.0,99999.99999999999,73.63333333333334,0.10137937550496885,36.505529769905,1.5343925977330035,63.494470230095,1.5343925977330068,0.9666305580410816
quantum,0.2,0.0001,10,3,3,0.0,249.99999999999994,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.2,0.0001,20,3,3,0.0,499.9999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.966672348049817
quantum,0.2,0.0001,50,3,3,0.0,1249.9999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723485927408
quantum,0.2,0.0001,100,3,3,0.0,2499.9999999999995,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723481947601
quantum,0.2,0.0001,200,3,3,0.0,4999.999999999999,75.0,0.0,0.27548209366391,0.27548209366391,99.72451790633609,0.2754820936639059,0.9666878011339187
quantum,0.2,0.0001,400,3,3,0.0,9999.999999999998,74.95833333333333,0.020833333333333336,0.05555555555555333,0.027777777777776666,99.94444444444446,0.0277777777777762,0.966641150959968
quantum,0.2,0.0001,700,4,4,0.0,17499.999999999996,74.96428571428572,0.0,0.095181449051605,0.01941265031523886,99.90481855094839,0.019412650315240643,0.9666814707654738
quantum,0.2,0.0001,1000,3,3,0.0,24999.999999999996,74.94166666666666,0.02204792759220546,0.07775926543003667,0.04841522294724551,99.92224073456997,0.048415222947248475,0.966659611063141
quantum,0.2,0.0003,10,3,3,0.0,249.99999999999994,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.2,0.0003,20,3,3,0.0,499.9999999999999,75.0,0.0,0.0,0.0,100.0,0.0,0.966672348049817
quantum,0.2,0.0003,50,3,3,0.0,1249.9999999999998,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723485927408
quantum,0.2,0.0003,100,3,3,0.0,2499.9999999999995,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723486815577
quantum,0.2,0.0003,200,3,3,0.0,4999.999999999999,74.91666666666667,0.041666666666666664,0.11111111111110666,0.05555555555555333,99.88888888888887,0.055555555555561874,0.9666256197703333
quantum,0.2,0.0003,400,3,3,0.0,9999.999999999998,74.91666666666667,0.05511981898051231,0.3872755087611,0.193637954416005,99.6127244912389,0.19363795441600842,0.9666233869658297
quantum,0.2,0.0003,700,3,3,0.0,17499.999999999996,74.76190476190477,0.07806474433692781,1.826923967058417,0.36669274276750213,98.1730760329416,0.3666927427674995,0.9664567294436809
quantum,0.2,0.0003,1000,3,3,0.0,24999.999999999996,74.73333333333333,0.0712000312109787,4.455553972867523,0.5915935364353063,95.54444602713248,0.5915935364353165,0.9618055197331721
