phi_max,n_tracks,sigma_res,sigma_res_mm,epsilon,repeat,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
0.02,200,0.0,0.0,0.0004247940677551,1,600,23999400,600,303,1.0,0.335548172757475
0.02,200,0.0,0.0,0.0004247940677551,2,600,23999400,600,330,1.0,0.3548387096774194
0.02,200,0.0,0.0,0.0004247940677551,3,600,23999400,600,348,1.0,0.3670886075949367
0.02,200,0.0,0.0,0.0004247940677551,4,600,23999400,600,292,1.0,0.3273542600896861
0.02,200,0.0,0.0,0.0004247940677551,5,600,23999400,600,333,1.0,0.3569131832797427
0.02,200,0.0,0.0,0.0004247940677551,6,600,23999400,600,286,1.0,0.3227990970654628
0.02,200,0.0,0.0,0.0004247940677551,7,600,23999400,599,351,0.9983333333333332,0.3694736842105263
0.02,200,0.0,0.0,0.0004247940677551,8,600,23999400,600,333,1.0,0.3569131832797427
0.02,200,0.0,0.0,0.0004247940677551,9,600,23999400,600,332,1.0,0.3562231759656652
0.02,200,0.005,0.005,0.0016308858027061,0,600,23999400,600,4698,1.0,0.8867497168742922
