row_id,batch,meas,coll,ghost,drop,repeat,e_win,step_flag
78,1,0.0,0.0,0,0,7,4,False
79,1,0.0,0.0,0,0,7,4,True
80,1,0.0,0.0,0,0,8,0,False
81,1,0.0,0.0,0,0,8,0,True
82,1,0.0,0.0,0,0,8,1,False
83,1,0.0,0.0,0,0,8,1,True
84,1,0.0,0.0,0,0,8,2,False
85,1,0.0,0.0,0,0,8,2,True
86,1,0.0,0.0,0,0,8,3,False
87,1,0.0,0.0,0,0,8,3,True
88,1,0.0,0.0,0,0,8,4,False
89,1,0.0,0.0,0,0,8,4,True
90,1,0.0,0.0,0,0,9,0,False
91,1,0.0,0.0,0,0,9,0,True
92,1,0.0,0.0,0,0,9,1,False
93,1,0.0,0.0,0,0,9,1,True
94,1,0.0,0.0,0,0,9,2,False
95,1,0.0,0.0,0,0,9,2,True
96,1,0.0,0.0,0,0,9,3,False
97,1,0.0,0.0,0,0,9,3,True
98,1,0.0,0.0,0,0,9,4,False
99,1,0.0,0.0,0,0,9,4,True
100,2,0.0,9.999999999999999e-06,0,0,0,0,False
101,2,0.0,9.999999999999999e-06,0,0,0,0,True
102,2,0.0,9.999999999999999e-06,0,0,0,1,False
103,2,0.0,9.999999999999999e-06,0,0,0,1,True
104,2,0.0,9.999999999999999e-06,0,0,0,2,False
105,2,0.0,9.999999999999999e-06,0,0,0,2,True
106,2,0.0,9.999999999999999e-06,0,0,0,3,False
107,2,0.0,9.999999999999999e-06,0,0,0,3,True
108,2,0.0,9.999999999999999e-06,0,0,0,4,False
109,2,0.0,9.999999999999999e-06,0,0,0,4,True
110,2,0.0,9.999999999999999e-06,0,0,1,0,False
111,2,0.0,9.999999999999999e-06,0,0,1,0,True
112,2,0.0,9.999999999999999e-06,0,0,1,1,False
113,2,0.0,9.999999999999999e-06,0,0,1,1,True
114,2,0.0,9.999999999999999e-06,0,0,1,2,False
115,2,0.0,9.999999999999999e-06,0,0,1,2,True
116,2,0.0,9.999999999999999e-06,0,0,1,3,False
117,2,0.0,9.999999999999999e-06,0,0,1,3,True
118,2,0.0,9.999999999999999e-06,0,0,1,4,False
119,2,0.0,9.999999999999999e-06,0,0,1,4,True
120,2,0.0,9.999999999999999e-06,0,0,2,0,False
121,2,0.0,9.999999999999999e-06,0,0,2,0,True
122,2,0.0,9.999999999999999e-06,0,0,2,1,False
123,2,0.0,9.999999999999999e-06,0,0,2,1,True
124,2,0.0,9.999999999999999e-06,0,0,2,2,False
125,2,0.0,9.999999999999999e-06,0,0,2,2,True
126,2,0.0,9.999999999999999e-06,0,0,2,3,False
127,2,0.0,9.999999999999999e-06,0,0,2,3,True
128,2,0.0,9.999999999999999e-06,0,0,2,4,False
129,2,0.0,9.999999999999999e-06,0,0,2,4,True
130,2,0.0,9.999999999999999e-06,0,0,3,0,False
131,2,0.0,9.999999999999999e-06,0,0,3,0,True
132,2,0.0,9.999999999999999e-06,0,0,3,1,False
133,2,0.0,9.999999999999999e-06,0,0,3,1,True
134,2,0.0,9.999999999999999e-06,0,0,3,2,False
135,2,0.0,9.999999999999999e-06,0,0,3,2,True
136,2,0.0,9.999999999999999e-06,0,0,3,3,False
137,2,0.0,9.999999999999999e-06,0,0,3,3,True
138,2,0.0,9.999999999999999e-06,0,0,3,4,False
139,2,0.0,9.999999999999999e-06,0,0,3,4,True
140,2,0.0,9.999999999999999e-06,0,0,4,0,False
141,2,0.0,9.999999999999999e-06,0,0,4,0,True
142,2,0.0,9.999999999999999e-06,0,0,4,1,False
143,2,0.0,9.999999999999999e-06,0,0,4,1,True
144,2,0.0,9.999999999999999e-06,0,0,4,2,False
145,2,0.0,9.999999999999999e-06,0,0,4,2,True
146,2,0.0,9.999999999999999e-06,0,0,4,3,False
147,2,0.0,9.999999999999999e-06,0,0,4,3,True
148,2,0.0,9.999999999999999e-06,0,0,4,4,False
149,2,0.0,9.999999999999999e-06,0,0,4,4,True
150,3,0.0,9.999999999999999e-06,0,0,5,0,False
151,3,0.0,9.999999999999999e-06,0,0,5,0,True
152,3,0.0,9.999999999999999e-06,0,0,5,1,False
153,3,0.0,9.999999999999999e-06,0,0,5,1,True
154,3,0.0,9.999999999999999e-06,0,0,5,2,False
155,3,0.0,9.999999999999999e-06,0,0,5,2,True
156,3,0.0,9.999999999999999e-06,0,0,5,3,False
157,3,0.0,9.999999999999999e-06,0,0,5,3,True
158,3,0.0,9.999999999999999e-06,0,0,5,4,False
159,3,0.0,9.999999999999999e-06,0,0,5,4,True
160,3,0.0,9.999999999999999e-06,0,0,6,0,False
161,3,0.0,9.999999999999999e-06,0,0,6,0,True
162,3,0.0,9.999999999999999e-06,0,0,6,1,False
163,3,0.0,9.999999999999999e-06,0,0,6,1,True
164,3,0.0,9.999999999999999e-06,0,0,6,2,False
165,3,0.0,9.999999999999999e-06,0,0,6,2,True
166,3,0.0,9.999999999999999e-06,0,0,6,3,False
167,3,0.0,9.999999999999999e-06,0,0,6,3,True
168,3,0.0,9.999999999999999e-06,0,0,6,4,False
169,3,0.0,9.999999999999999e-06,0,0,6,4,True
170,3,0.0,9.999999999999999e-06,0,0,7,0,False
171,3,0.0,9.999999999999999e-06,0,0,7,0,True
172,3,0.0,9.999999999999999e-06,0,0,7,1,False
173,3,0.0,9.999999999999999e-06,0,0,7,1,True
174,3,0.0,9.999999999999999e-06,0,0,7,2,False
175,3,0.0,9.999999999999999e-06,0,0,7,2,True
176,3,0.0,9.999999999999999e-06,0,0,7,3,False
177,3,0.0,9.999999999999999e-06,0,0,7,3,True
178,3,0.0,9.999999999999999e-06,0,0,7,4,False
179,3,0.0,9.999999999999999e-06,0,0,7,4,True
180,3,0.0,9.999999999999999e-06,0,0,8,0,False
181,3,0.0,9.999999999999999e-06,0,0,8,0,True
182,3,0.0,9.999999999999999e-06,0,0,8,1,False
183,3,0.0,9.999999999999999e-06,0,0,8,1,True
184,3,0.0,9.999999999999999e-06,0,0,8,2,False
185,3,0.0,9.999999999999999e-06,0,0,8,2,True
186,3,0.0,9.999999999999999e-06,0,0,8,3,False
187,3,0.0,9.999999999999999e-06,0,0,8,3,True
188,3,0.0,9.999999999999999e-06,0,0,8,4,False
189,3,0.0,9.999999999999999e-06,0,0,8,4,True
190,3,0.0,9.999999999999999e-06,0,0,9,0,False
191,3,0.0,9.999999999999999e-06,0,0,9,0,True
192,3,0.0,9.999999999999999e-06,0,0,9,1,False
193,3,0.0,9.999999999999999e-06,0,0,9,1,True
194,3,0.0,9.999999999999999e-06,0,0,9,2,False
195,3,0.0,9.999999999999999e-06,0,0,9,2,True
196,3,0.0,9.999999999999999e-06,0,0,9,3,False
197,3,0.0,9.999999999999999e-06,0,0,9,3,True
198,3,0.0,9.999999999999999e-06,0,0,9,4,False
199,3,0.0,9.999999999999999e-06,0,0,9,4,True
200,4,0.0,1.9999999999999998e-05,0,0,0,0,False
201,4,0.0,1.9999999999999998e-05,0,0,0,0,True
202,4,0.0,1.9999999999999998e-05,0,0,0,1,False
203,4,0.0,1.9999999999999998e-05,0,0,0,1,True
204,4,0.0,1.9999999999999998e-05,0,0,0,2,False
205,4,0.0,1.9999999999999998e-05,0,0,0,2,True
206,4,0.0,1.9999999999999998e-05,0,0,0,3,False
207,4,0.0,1.9999999999999998e-05,0,0,0,3,True
208,4,0.0,1.9999999999999998e-05,0,0,0,4,False
209,4,0.0,1.9999999999999998e-05,0,0,0,4,True
210,4,0.0,1.9999999999999998e-05,0,0,1,0,False
211,4,0.0,1.9999999999999998e-05,0,0,1,0,True
212,4,0.0,1.9999999999999998e-05,0,0,1,1,False
213,4,0.0,1.9999999999999998e-05,0,0,1,1,True
214,4,0.0,1.9999999999999998e-05,0,0,1,2,False
215,4,0.0,1.9999999999999998e-05,0,0,1,2,True
216,4,0.0,1.9999999999999998e-05,0,0,1,3,False
217,4,0.0,1.9999999999999998e-05,0,0,1,3,True
218,4,0.0,1.9999999999999998e-05,0,0,1,4,False
219,4,0.0,1.9999999999999998e-05,0,0,1,4,True
220,4,0.0,1.9999999999999998e-05,0,0,2,0,False
221,4,0.0,1.9999999999999998e-05,0,0,2,0,True
222,4,0.0,1.9999999999999998e-05,0,0,2,1,False
223,4,0.0,1.9999999999999998e-05,0,0,2,1,True
224,4,0.0,1.9999999999999998e-05,0,0,2,2,False
225,4,0.0,1.9999999999999998e-05,0,0,2,2,True
226,4,0.0,1.9999999999999998e-05,0,0,2,3,False
227,4,0.0,1.9999999999999998e-05,0,0,2,3,True
228,4,0.0,1.9999999999999998e-05,0,0,2,4,False
229,4,0.0,1.9999999999999998e-05,0,0,2,4,True
230,4,0.0,1.9999999999999998e-05,0,0,3,0,False
231,4,0.0,1.9999999999999998e-05,0,0,3,0,True
232,4,0.0,1.9999999999999998e-05,0,0,3,1,False
233,4,0.0,1.9999999999999998e-05,0,0,3,1,True
234,4,0.0,1.9999999999999998e-05,0,0,3,2,False
235,4,0.0,1.9999999999999998e-05,0,0,3,2,True
236,4,0.0,1.9999999999999998e-05,0,0,3,3,False
237,4,0.0,1.9999999999999998e-05,0,0,3,3,True
238,4,0.0,1.9999999999999998e-05,0,0,3,4,False
239,4,0.0,1.9999999999999998e-05,0,0,3,4,True
240,4,0.0,1.9999999999999998e-05,0,0,4,0,False
241,4,0.0,1.9999999999999998e-05,0,0,4,0,True
242,4,0.0,1.9999999999999998e-05,0,0,4,1,False
243,4,0.0,1.9999999999999998e-05,0,0,4,1,True
244,4,0.0,1.9999999999999998e-05,0,0,4,2,False
245,4,0.0,1.9999999999999998e-05,0,0,4,2,True
246,4,0.0,1.9999999999999998e-05,0,0,4,3,False
247,4,0.0,1.9999999999999998e-05,0,0,4,3,True
248,4,0.0,1.9999999999999998e-05,0,0,4,4,False
249,4,0.0,1.9999999999999998e-05,0,0,4,4,True
250,5,0.0,1.9999999999999998e-05,0,0,5,0,False
251,5,0.0,1.9999999999999998e-05,0,0,5,0,True
252,5,0.0,1.9999999999999998e-05,0,0,5,1,False
253,5,0.0,1.9999999999999998e-05,0,0,5,1,True
254,5,0.0,1.9999999999999998e-05,0,0,5,2,False
255,5,0.0,1.9999999999999998e-05,0,0,5,2,True
256,5,0.0,1.9999999999999998e-05,0,0,5,3,False
257,5,0.0,1.9999999999999998e-05,0,0,5,3,True
258,5,0.0,1.9999999999999998e-05,0,0,5,4,False
259,5,0.0,1.9999999999999998e-05,0,0,5,4,True
260,5,0.0,1.9999999999999998e-05,0,0,6,0,False
261,5,0.0,1.9999999999999998e-05,0,0,6,0,True
262,5,0.0,1.9999999999999998e-05,0,0,6,1,False
263,5,0.0,1.9999999999999998e-05,0,0,6,1,True
264,5,0.0,1.9999999999999998e-05,0,0,6,2,False
265,5,0.0,1.9999999999999998e-05,0,0,6,2,True
266,5,0.0,1.9999999999999998e-05,0,0,6,3,False
267,5,0.0,1.9999999999999998e-05,0,0,6,3,True
268,5,0.0,1.9999999999999998e-05,0,0,6,4,False
269,5,0.0,1.9999999999999998e-05,0,0,6,4,True
270,5,0.0,1.9999999999999998e-05,0,0,7,0,False
271,5,0.0,1.9999999999999998e-05,0,0,7,0,True
272,5,0.0,1.9999999999999998e-05,0,0,7,1,False
273,5,0.0,1.9999999999999998e-05,0,0,7,1,True
274,5,0.0,1.9999999999999998e-05,0,0,7,2,False
275,5,0.0,1.9999999999999998e-05,0,0,7,2,True
276,5,0.0,1.9999999999999998e-05,0,0,7,3,False
277,5,0.0,1.9999999999999998e-05,0,0,7,3,True
278,5,0.0,1.9999999999999998e-05,0,0,7,4,False
279,5,0.0,1.9999999999999998e-05,0,0,7,4,True
280,5,0.0,1.9999999999999998e-05,0,0,8,0,False
281,5,0.0,1.9999999999999998e-05,0,0,8,0,True
282,5,0.0,1.9999999999999998e-05,0,0,8,1,False
283,5,0.0,1.9999999999999998e-05,0,0,8,1,True
284,5,0.0,1.9999999999999998e-05,0,0,8,2,False
285,5,0.0,1.9999999999999998e-05,0,0,8,2,True
286,5,0.0,1.9999999999999998e-05,0,0,8,3,False
287,5,0.0,1.9999999999999998e-05,0,0,8,3,True
288,5,0.0,1.9999999999999998e-05,0,0,8,4,False
289,5,0.0,1.9999999999999998e-05,0,0,8,4,True
290,5,0.0,1.9999999999999998e-05,0,0,9,0,False
291,5,0.0,1.9999999999999998e-05,0,0,9,0,True
292,5,0.0,1.9999999999999998e-05,0,0,9,1,False
293,5,0.0,1.9999999999999998e-05,0,0,9,1,True
294,5,0.0,1.9999999999999998e-05,0,0,9,2,False
295,5,0.0,1.9999999999999998e-05,0,0,9,2,True
296,5,0.0,1.9999999999999998e-05,0,0,9,3,False
297,5,0.0,1.9999999999999998e-05,0,0,9,3,True
298,5,0.0,1.9999999999999998e-05,0,0,9,4,False
299,5,0.0,1.9999999999999998e-05,0,0,9,4,True
300,6,0.0,2.9999999999999997e-05,0,0,0,0,False
301,6,0.0,2.9999999999999997e-05,0,0,0,0,True
302,6,0.0,2.9999999999999997e-05,0,0,0,1,False
303,6,0.0,2.9999999999999997e-05,0,0,0,1,True
304,6,0.0,2.9999999999999997e-05,0,0,0,2,False
305,6,0.0,2.9999999999999997e-05,0,0,0,2,True
306,6,0.0,2.9999999999999997e-05,0,0,0,3,False
307,6,0.0,2.9999999999999997e-05,0,0,0,3,True
308,6,0.0,2.9999999999999997e-05,0,0,0,4,False
309,6,0.0,2.9999999999999997e-05,0,0,0,4,True
310,6,0.0,2.9999999999999997e-05,0,0,1,0,False
311,6,0.0,2.9999999999999997e-05,0,0,1,0,True
312,6,0.0,2.9999999999999997e-05,0,0,1,1,False
313,6,0.0,2.9999999999999997e-05,0,0,1,1,True
314,6,0.0,2.9999999999999997e-05,0,0,1,2,False
315,6,0.0,2.9999999999999997e-05,0,0,1,2,True
316,6,0.0,2.9999999999999997e-05,0,0,1,3,False
317,6,0.0,2.9999999999999997e-05,0,0,1,3,True
318,6,0.0,2.9999999999999997e-05,0,0,1,4,False
319,6,0.0,2.9999999999999997e-05,0,0,1,4,True
320,6,0.0,2.9999999999999997e-05,0,0,2,0,False
321,6,0.0,2.9999999999999997e-05,0,0,2,0,True
322,6,0.0,2.9999999999999997e-05,0,0,2,1,False
323,6,0.0,2.9999999999999997e-05,0,0,2,1,True
324,6,0.0,2.9999999999999997e-05,0,0,2,2,False
325,6,0.0,2.9999999999999997e-05,0,0,2,2,True
326,6,0.0,2.9999999999999997e-05,0,0,2,3,False
327,6,0.0,2.9999999999999997e-05,0,0,2,3,True
328,6,0.0,2.9999999999999997e-05,0,0,2,4,False
329,6,0.0,2.9999999999999997e-05,0,0,2,4,True
330,6,0.0,2.9999999999999997e-05,0,0,3,0,False
331,6,0.0,2.9999999999999997e-05,0,0,3,0,True
332,6,0.0,2.9999999999999997e-05,0,0,3,1,False
333,6,0.0,2.9999999999999997e-05,0,0,3,1,True
334,6,0.0,2.9999999999999997e-05,0,0,3,2,False
335,6,0.0,2.9999999999999997e-05,0,0,3,2,True
336,6,0.0,2.9999999999999997e-05,0,0,3,3,False
337,6,0.0,2.9999999999999997e-05,0,0,3,3,True
338,6,0.0,2.9999999999999997e-05,0,0,3,4,False
339,6,0.0,2.9999999999999997e-05,0,0,3,4,True
340,6,0.0,2.9999999999999997e-05,0,0,4,0,False
341,6,0.0,2.9999999999999997e-05,0,0,4,0,True
342,6,0.0,2.9999999999999997e-05,0,0,4,1,False
343,6,0.0,2.9999999999999997e-05,0,0,4,1,True
344,6,0.0,2.9999999999999997e-05,0,0,4,2,False
345,6,0.0,2.9999999999999997e-05,0,0,4,2,True
346,6,0.0,2.9999999999999997e-05,0,0,4,3,False
347,6,0.0,2.9999999999999997e-05,0,0,4,3,True
348,6,0.0,2.9999999999999997e-05,0,0,4,4,False
349,6,0.0,2.9999999999999997e-05,0,0,4,4,True
350,7,0.0,2.9999999999999997e-05,0,0,5,0,False
351,7,0.0,2.9999999999999997e-05,0,0,5,0,True
352,7,0.0,2.9999999999999997e-05,0,0,5,1,False
353,7,0.0,2.9999999999999997e-05,0,0,5,1,True
354,7,0.0,2.9999999999999997e-05,0,0,5,2,False
355,7,0.0,2.9999999999999997e-05,0,0,5,2,True
356,7,0.0,2.9999999999999997e-05,0,0,5,3,False
357,7,0.0,2.9999999999999997e-05,0,0,5,3,True
358,7,0.0,2.9999999999999997e-05,0,0,5,4,False
359,7,0.0,2.9999999999999997e-05,0,0,5,4,True
360,7,0.0,2.9999999999999997e-05,0,0,6,0,False
361,7,0.0,2.9999999999999997e-05,0,0,6,0,True
362,7,0.0,2.9999999999999997e-05,0,0,6,1,False
363,7,0.0,2.9999999999999997e-05,0,0,6,1,True
364,7,0.0,2.9999999999999997e-05,0,0,6,2,False
365,7,0.0,2.9999999999999997e-05,0,0,6,2,True
366,7,0.0,2.9999999999999997e-05,0,0,6,3,False
367,7,0.0,2.9999999999999997e-05,0,0,6,3,True
368,7,0.0,2.9999999999999997e-05,0,0,6,4,False
369,7,0.0,2.9999999999999997e-05,0,0,6,4,True
370,7,0.0,2.9999999999999997e-05,0,0,7,0,False
371,7,0.0,2.9999999999999997e-05,0,0,7,0,True
372,7,0.0,2.9999999999999997e-05,0,0,7,1,False
373,7,0.0,2.9999999999999997e-05,0,0,7,1,True
374,7,0.0,2.9999999999999997e-05,0,0,7,2,False
375,7,0.0,2.9999999999999997e-05,0,0,7,2,True
376,7,0.0,2.9999999999999997e-05,0,0,7,3,False
377,7,0.0,2.9999999999999997e-05,0,0,7,3,True
378,7,0.0,2.9999999999999997e-05,0,0,7,4,False
379,7,0.0,2.9999999999999997e-05,0,0,7,4,True
380,7,0.0,2.9999999999999997e-05,0,0,8,0,False
381,7,0.0,2.9999999999999997e-05,0,0,8,0,True
382,7,0.0,2.9999999999999997e-05,0,0,8,1,False
383,7,0.0,2.9999999999999997e-05,0,0,8,1,True
384,7,0.0,2.9999999999999997e-05,0,0,8,2,False
385,7,0.0,2.9999999999999997e-05,0,0,8,2,True
386,7,0.0,2.9999999999999997e-05,0,0,8,3,False
387,7,0.0,2.9999999999999997e-05,0,0,8,3,True
388,7,0.0,2.9999999999999997e-05,0,0,8,4,False
389,7,0.0,2.9999999999999997e-05,0,0,8,4,True
390,7,0.0,2.9999999999999997e-05,0,0,9,0,False
391,7,0.0,2.9999999999999997e-05,0,0,9,0,True
392,7,0.0,2.9999999999999997e-05,0,0,9,1,False
393,7,0.0,2.9999999999999997e-05,0,0,9,1,True
394,7,0.0,2.9999999999999997e-05,0,0,9,2,False
395,7,0.0,2.9999999999999997e-05,0,0,9,2,True
396,7,0.0,2.9999999999999997e-05,0,0,9,3,False
397,7,0.0,2.9999999999999997e-05,0,0,9,3,True
398,7,0.0,2.9999999999999997e-05,0,0,9,4,False
399,7,0.0,2.9999999999999997e-05,0,0,9,4,True
400,8,0.0,3.9999999999999996e-05,0,0,0,0,False
401,8,0.0,3.9999999999999996e-05,0,0,0,0,True
402,8,0.0,3.9999999999999996e-05,0,0,0,1,False
403,8,0.0,3.9999999999999996e-05,0,0,0,1,True
404,8,0.0,3.9999999999999996e-05,0,0,0,2,False
405,8,0.0,3.9999999999999996e-05,0,0,0,2,True
406,8,0.0,3.9999999999999996e-05,0,0,0,3,False
407,8,0.0,3.9999999999999996e-05,0,0,0,3,True
408,8,0.0,3.9999999999999996e-05,0,0,0,4,False
409,8,0.0,3.9999999999999996e-05,0,0,0,4,True
410,8,0.0,3.9999999999999996e-05,0,0,1,0,False
411,8,0.0,3.9999999999999996e-05,0,0,1,0,True
412,8,0.0,3.9999999999999996e-05,0,0,1,1,False
413,8,0.0,3.9999999999999996e-05,0,0,1,1,True
414,8,0.0,3.9999999999999996e-05,0,0,1,2,False
415,8,0.0,3.9999999999999996e-05,0,0,1,2,True
416,8,0.0,3.9999999999999996e-05,0,0,1,3,False
417,8,0.0,3.9999999999999996e-05,0,0,1,3,True
418,8,0.0,3.9999999999999996e-05,0,0,1,4,False
419,8,0.0,3.9999999999999996e-05,0,0,1,4,True
420,8,0.0,3.9999999999999996e-05,0,0,2,0,False
421,8,0.0,3.9999999999999996e-05,0,0,2,0,True
422,8,0.0,3.9999999999999996e-05,0,0,2,1,False
423,8,0.0,3.9999999999999996e-05,0,0,2,1,True
424,8,0.0,3.9999999999999996e-05,0,0,2,2,False
425,8,0.0,3.9999999999999996e-05,0,0,2,2,True
426,8,0.0,3.9999999999999996e-05,0,0,2,3,False
427,8,0.0,3.9999999999999996e-05,0,0,2,3,True
428,8,0.0,3.9999999999999996e-05,0,0,2,4,False
429,8,0.0,3.9999999999999996e-05,0,0,2,4,True
430,8,0.0,3.9999999999999996e-05,0,0,3,0,False
431,8,0.0,3.9999999999999996e-05,0,0,3,0,True
432,8,0.0,3.9999999999999996e-05,0,0,3,1,False
433,8,0.0,3.9999999999999996e-05,0,0,3,1,True
434,8,0.0,3.9999999999999996e-05,0,0,3,2,False
435,8,0.0,3.9999999999999996e-05,0,0,3,2,True
436,8,0.0,3.9999999999999996e-05,0,0,3,3,False
437,8,0.0,3.9999999999999996e-05,0,0,3,3,True
438,8,0.0,3.9999999999999996e-05,0,0,3,4,False
439,8,0.0,3.9999999999999996e-05,0,0,3,4,True
440,8,0.0,3.9999999999999996e-05,0,0,4,0,False
441,8,0.0,3.9999999999999996e-05,0,0,4,0,True
442,8,0.0,3.9999999999999996e-05,0,0,4,1,False
443,8,0.0,3.9999999999999996e-05,0,0,4,1,True
444,8,0.0,3.9999999999999996e-05,0,0,4,2,False
445,8,0.0,3.9999999999999996e-05,0,0,4,2,True
446,8,0.0,3.9999999999999996e-05,0,0,4,3,False
447,8,0.0,3.9999999999999996e-05,0,0,4,3,True
448,8,0.0,3.9999999999999996e-05,0,0,4,4,False
449,8,0.0,3.9999999999999996e-05,0,0,4,4,True
450,9,0.0,3.9999999999999996e-05,0,0,5,0,False
451,9,0.0,3.9999999999999996e-05,0,0,5,0,True
452,9,0.0,3.9999999999999996e-05,0,0,5,1,False
453,9,0.0,3.9999999999999996e-05,0,0,5,1,True
454,9,0.0,3.9999999999999996e-05,0,0,5,2,False
455,9,0.0,3.9999999999999996e-05,0,0,5,2,True
456,9,0.0,3.9999999999999996e-05,0,0,5,3,False
457,9,0.0,3.9999999999999996e-05,0,0,5,3,True
458,9,0.0,3.9999999999999996e-05,0,0,5,4,False
459,9,0.0,3.9999999999999996e-05,0,0,5,4,True
460,9,0.0,3.9999999999999996e-05,0,0,6,0,False
461,9,0.0,3.9999999999999996e-05,0,0,6,0,True
462,9,0.0,3.9999999999999996e-05,0,0,6,1,False
463,9,0.0,3.9999999999999996e-05,0,0,6,1,True
464,9,0.0,3.9999999999999996e-05,0,0,6,2,False
465,9,0.0,3.9999999999999996e-05,0,0,6,2,True
466,9,0.0,3.9999999999999996e-05,0,0,6,3,False
467,9,0.0,3.9999999999999996e-05,0,0,6,3,True
468,9,0.0,3.9999999999999996e-05,0,0,6,4,False
469,9,0.0,3.9999999999999996e-05,0,0,6,4,True
470,9,0.0,3.9999999999999996e-05,0,0,7,0,False
471,9,0.0,3.9999999999999996e-05,0,0,7,0,True
472,9,0.0,3.9999999999999996e-05,0,0,7,1,False
473,9,0.0,3.9999999999999996e-05,0,0,7,1,True
474,9,0.0,3.9999999999999996e-05,0,0,7,2,False
475,9,0.0,3.9999999999999996e-05,0,0,7,2,True
476,9,0.0,3.9999999999999996e-05,0,0,7,3,False
477,9,0.0,3.9999999999999996e-05,0,0,7,3,True
478,9,0.0,3.9999999999999996e-05,0,0,7,4,False
479,9,0.0,3.9999999999999996e-05,0,0,7,4,True
480,9,0.0,3.9999999999999996e-05,0,0,8,0,False
481,9,0.0,3.9999999999999996e-05,0,0,8,0,True
482,9,0.0,3.9999999999999996e-05,0,0,8,1,False
483,9,0.0,3.9999999999999996e-05,0,0,8,1,True
484,9,0.0,3.9999999999999996e-05,0,0,8,2,False
485,9,0.0,3.9999999999999996e-05,0,0,8,2,True
486,9,0.0,3.9999999999999996e-05,0,0,8,3,False
487,9,0.0,3.9999999999999996e-05,0,0,8,3,True
488,9,0.0,3.9999999999999996e-05,0,0,8,4,False
489,9,0.0,3.9999999999999996e-05,0,0,8,4,True
490,9,0.0,3.9999999999999996e-05,0,0,9,0,False
491,9,0.0,3.9999999999999996e-05,0,0,9,0,True
492,9,0.0,3.9999999999999996e-05,0,0,9,1,False
493,9,0.0,3.9999999999999996e-05,0,0,9,1,True
