phi_max,n_tracks,sigma_res,sigma_res_mm,epsilon,repeat,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
0.02,100,0.015,0.015,0.0047428337441630134,5,300,2999700,300,5116,1.0,0.9446085672082718
0.02,100,0.015,0.015,0.0047428337441630134,6,300,2999700,300,4892,1.0,0.9422187981510015
0.02,100,0.015,0.015,0.0047428337441630134,7,300,2999700,300,4805,1.0,0.941234084231146
0.02,100,0.015,0.015,0.0047428337441630134,8,300,2999700,300,5206,1.0,0.9455139847439157
0.02,100,0.015,0.015,0.0047428337441630134,9,300,2999700,300,5309,1.0,0.9465145302192904
0.02,100,0.02,0.02,0.006312668537322595,0,300,2999700,300,8548,1.0,0.9660940325497287
0.02,100,0.02,0.02,0.006312668537322595,1,300,2999700,300,8324,1.0,0.9652133580705009
0.02,100,0.02,0.02,0.006312668537322595,2,300,2999700,300,9526,1.0,0.9694687563606758
0.02,100,0.02,0.02,0.006312668537322595,3,300,2999700,300,8966,1.0,0.9676235700410102
0.02,100,0.02,0.02,0.006312668537322595,4,300,2999700,300,8249,1.0,0.9649081763949
0.02,100,0.02,0.02,0.006312668537322595,5,300,2999700,300,8550,1.0,0.9661016949152542
0.02,100,0.02,0.02,0.006312668537322595,6,300,2999700,300,8573,1.0,0.9661895638453736
0.02,100,0.02,0.02,0.006312668537322595,7,300,2999700,300,8998,1.0,0.9677349967734997
0.02,100,0.02,0.02,0.006312668537322595,8,300,2999700,300,9188,1.0,0.968381112984823
0.02,100,0.02,0.02,0.006312668537322595,9,300,2999700,300,9005,1.0,0.9677592692101021
0.02,100,0.03,0.03,0.009457071732672446,0,300,2999700,300,19887,1.0,0.9851389508099272
0.02,100,0.03,0.03,0.009457071732672446,1,300,2999700,300,22834,1.0,0.987032074003631
0.02,100,0.03,0.03,0.009457071732672446,2,300,2999700,300,17609,1.0,0.9832486459322128
0.02,100,0.03,0.03,0.009457071732672446,3,300,2999700,300,23106,1.0,0.9871827736477826
0.02,100,0.03,0.03,0.009457071732672446,4,300,2999700,300,19874,1.0,0.9851293744423515
0.02,100,0.03,0.03,0.009457071732672446,5,300,2999700,300,18365,1.0,0.9839271363514599
0.02,100,0.03,0.03,0.009457071732672446,6,300,2999700,300,18321,1.0,0.9838891574029321
0.02,100,0.03,0.03,0.009457071732672446,7,300,2999700,300,20901,1.0,0.9858497240696193
0.02,100,0.03,0.03,0.009457071732672446,8,300,2999700,300,21029,1.0,0.9859346429743542
0.02,100,0.03,0.03,0.009457071732672446,9,300,2999700,300,19544,1.0,0.984882080225761
0.02,100,0.05,0.05,0.015751537045137484,0,300,2999700,300,58527,1.0,0.9949003008822479
0.02,100,0.05,0.05,0.015751537045137484,1,300,2999700,300,54467,1.0,0.9945222487994595
0.02,100,0.05,0.05,0.015751537045137484,2,300,2999700,300,60832,1.0,0.9950925865340574
0.02,100,0.05,0.05,0.015751537045137484,3,300,2999700,300,45227,1.0,0.9934105036571704
0.02,100,0.05,0.05,0.015751537045137484,4,300,2999700,300,54084,1.0,0.9944836716681377
0.02,100,0.05,0.05,0.015751537045137484,5,300,2999700,300,60405,1.0,0.9950580677044725
0.02,100,0.05,0.05,0.015751537045137484,6,300,2999700,300,46933,1.0,0.9936485084580696
0.02,100,0.05,0.05,0.015751537045137484,7,300,2999700,300,51897,1.0,0.9942525432496121
0.02,100,0.05,0.05,0.015751537045137484,8,300,2999700,300,52424,1.0,0.9943099916546544
0.02,100,0.05,0.05,0.015751537045137484,9,300,2999700,300,51570,1.0,0.9942163100057837
0.2,10,0.0,0.0,0.0004247940677551889,0,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,1,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,2,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,3,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,4,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,5,30,2970,30,0,1.0,0.0
0.2,10,0.0,0.0,0.0004247940677551889,6,30,2970,30,0,1.0,0.0
