event,n_tracks,angle,sigma_scatt,sigma_res,gamma,delta,epsilon,threshold,n_segments,n_reco,n_truth,n_hits,x_min,x_max,x_median,wall_time_s,t_generate_s,t_build_s,t_solve_s,t_reco_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency
32,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,298,300,1500,0.2500000001925789,0.5669739488508065,0.2500000001925789,3.05,0.03,2.99,0.03,0.002,0.99,0.003355704697986577,0.0,1.0,0.6
33,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,298,300,1500,0.25000000368010633,0.5996967585877995,0.25000000368010633,3.16,0.03,3.1,0.03,0.003,0.9866666666666667,0.006711409395973154,0.0,1.0,0.5999999999999999
34,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,296,300,1500,0.2500000021880816,0.5669654159454813,0.2500000021880816,3.13,0.03,3.07,0.03,0.003,0.9733333333333334,0.013513513513513514,0.0,0.9993150684931508,0.6006849315068492
35,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25000000000000006,0.45454545454545464,0.25000000000000006,3.14,0.03,3.09,0.02,0.003,1.0,0.0,0.0,1.0,0.6
36,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,335876,293,300,1425,0.25,0.45454545454545453,0.25,3.02,0.03,2.97,0.02,0.002,0.7733333333333333,0.0,0.0,1.0,0.6
37,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.45454545454545686,0.25,3.07,0.03,3.02,0.02,0.002,1.0,0.0,0.0,1.0,0.6
38,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.24999999999999997,0.45454545454545525,0.24999999999999997,3.15,0.03,3.11,0.02,0.003,1.0,0.0,0.0,1.0,0.6
39,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.250000000346858,0.5745334333628268,0.250000000346858,3.23,0.03,3.17,0.03,0.003,0.9933333333333333,0.0033444816053511705,0.0,1.0,0.6
40,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.2500000002857747,0.5669742751585531,0.2500000002857747,3.08,0.03,3.02,0.02,0.003,0.9933333333333333,0.0033444816053511705,0.0,0.9993288590604027,0.6006711409395973
41,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.45454545454545686,0.25,3.16,0.03,3.11,0.02,0.003,1.0,0.0,0.0,1.0,0.6
42,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,286,300,1500,0.24999999842485632,0.6289932886228443,0.24999999842485632,3.24,0.1,3.1,0.04,0.003,0.91,0.045454545454545456,0.0,0.9985347985347987,0.6014652014652014
43,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,334521,290,300,1422,0.25,0.45454545454545453,0.25,2.95,0.03,2.89,0.02,0.002,0.7666666666666667,0.004329004329004329,0.0,1.0,0.5999999999999998
44,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,309794,256,300,1365,0.25000000000000006,0.4545454545454546,0.25000000000000006,2.65,0.03,2.6,0.02,0.002,0.71,0.0,0.0,1.0,0.6037558685446007
45,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.24999999933504288,0.9182792414106989,0.24999999933504288,3.16,0.03,3.09,0.04,0.003,0.9933333333333333,0.0033444816053511705,0.0,1.0,0.6
46,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,343500,300,300,1445,0.24999999999999997,0.4545454545454546,0.24999999999999997,2.99,0.03,2.94,0.02,0.002,0.8166666666666667,0.0,0.0,1.0,0.5999999999999998
47,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25000000009727547,0.566973630738541,0.25000000009727547,3.19,0.03,3.13,0.03,0.002,1.0,0.0,0.0,0.9993333333333334,0.6006666666666667
48,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25000000009729045,0.5669736276101205,0.25000000009729045,3.22,0.03,3.15,0.03,0.003,1.0,0.0,0.0,0.9993333333333334,0.6006666666666667
49,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.24999999999999997,0.45454545454545187,0.24999999999999997,3.13,0.03,3.09,0.02,0.002,1.0,0.0,0.0,1.0,0.6
0,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,499,500,2500,0.25000000021844554,1.1926571021993346,0.25000000021844554,13.37,0.06,13.25,0.06,0.004,0.994,0.002008032128514056,0.0,1.0,0.5999999999999999
1,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,969000,500,500,2438,0.25,0.4545454545454543,0.25,10.46,0.24,10.17,0.05,0.004,0.876,0.0,0.0,1.0,0.5999999999999998
2,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,497,500,2500,0.25000000049988397,0.5669687769843711,0.25000000049988397,10.15,0.03,10.06,0.05,0.004,0.988,0.006036217303822937,0.0,0.9995951417004049,0.6004048582995951
3,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,914888,472,500,2351,0.24999999999999997,0.4545454545454543,0.24999999999999997,9.05,0.03,8.97,0.05,0.003,0.758,0.0,0.0,1.0,0.5999999999999999
4,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,968500,500,500,2437,0.25000000216457613,0.5669639941279736,0.25000000216457613,9.9,0.03,9.81,0.05,0.003,0.874,0.0,0.0,0.9995423340961098,0.6004576659038898
5,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,931976,492,500,2370,0.25,0.4545454545454545,0.25,9.79,0.05,9.68,0.05,0.003,0.756,0.0,0.0,1.0,0.5999999999999999
6,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.2500000045382425,0.564129592221252,0.2500000045382425,10.06,0.03,9.98,0.04,0.004,0.998,0.0,0.0,0.9995991983967936,0.6004008016032062
7,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,893694,463,500,2315,0.25,0.45454545454545453,0.25,9.23,0.03,9.16,0.04,0.003,0.708,0.0,0.0,0.9992937853107344,0.6
8,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,954000,499,500,2408,0.24999999999999994,0.4545454545454545,0.24999999999999994,9.45,0.03,9.38,0.05,0.003,0.812,0.002457002457002457,0.0,1.0,0.5999999999999999
9,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,862096,427,500,2275,0.25,0.45454545454545453,0.25,8.69,0.03,8.62,0.04,0.003,0.696,0.0,0.0,1.0,0.5999999999999999
10,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,892700,462,500,2312,0.25,0.45454545454545475,0.25,10.79,0.05,10.69,0.05,0.005,0.7,0.0,0.0,1.0,0.5999999999999999
11,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,943500,499,500,2387,0.25,0.45454545454545453,0.25,10.34,0.03,10.25,0.05,0.004,0.77,0.0025906735751295338,0.0,1.0,0.5999999999999999
12,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,941833,497,500,2386,0.25000000234677994,0.5669874687041283,0.25000000234677994,10.0,0.03,9.92,0.05,0.004,0.778,0.0,0.0,0.9994858611825194,0.6005141388174806
13,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,987000,496,500,2474,0.25000000577994935,0.5992634466047989,0.25000000577994935,11.28,0.03,11.2,0.05,0.005,0.932,0.00851063829787234,0.0,1.0,0.6
14,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,499,500,2500,0.2500000004722455,0.45454511133025743,0.2500000004722455,10.21,0.03,10.14,0.04,0.004,0.994,0.002008032128514056,0.0,1.0,0.5999999999999999
15,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,492,500,2500,0.2499999988860172,0.7815513886484877,0.2499999988860172,10.13,0.03,10.05,0.05,0.004,0.968,0.016260162601626018,0.0,0.9991735537190083,0.6008264462809917
16,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,964500,500,500,2429,0.25,0.4545454545454546,0.25,10.74,0.05,10.63,0.05,0.004,0.858,0.0,0.0,1.0,0.5999999999999999
17,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,496,500,2500,0.2500000005982915,0.5669715658884663,0.2500000005982915,10.02,0.03,9.94,0.04,0.004,0.984,0.008064516129032258,0.0,0.9991869918699188,0.6008130081300812
18,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,498,500,2500,0.2500000004649431,0.5669671358535132,0.2500000004649431,9.75,0.03,9.68,0.04,0.004,0.992,0.004016064257028112,0.0,0.9991935483870968,0.600806451612903
19,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,492,500,2500,0.2500000030461424,0.628455464078709,0.2500000030461424,9.78,0.03,9.7,0.04,0.004,0.968,0.016260162601626018,0.0,0.9977272727272727,0.6012396694214873
20,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,499,500,2500,0.25000000023669927,0.4545452828530521,0.25000000023669927,10.8,0.03,10.72,0.04,0.004,0.996,0.002004008016032064,0.0,1.0,0.5999999999999999
21,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,499,500,2500,0.25000000006982603,0.5669736839703682,0.25000000006982603,10.44,0.03,10.36,0.04,0.004,0.996,0.002004008016032064,0.0,1.0,0.5999999999999999
22,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,496,500,2500,0.2500000009742868,0.5669497043919122,0.2500000009742868,10.24,0.03,10.16,0.04,0.004,0.984,0.008064516129032258,0.0,0.9995934959349594,0.6004065040650406
23,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,984500,495,500,2469,0.24999999822928312,0.7767611442804719,0.24999999822928312,10.92,0.03,10.83,0.06,0.004,0.918,0.010775862068965518,0.0,0.9994553376906318,0.5999999999999999
24,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,132,500,2500,0.24999999249968802,1.5363703951604484,0.24999999249968802,9.79,0.03,9.68,0.08,0.006,0.196,0.25757575757575757,0.0,0.9872448979591837,0.610204081632653
25,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,972000,500,500,2444,0.25,0.4545454545454546,0.25,10.99,0.03,10.91,0.05,0.004,0.888,0.0,0.0,1.0,0.5999999999999999
26,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.25000000000000006,0.45454545454545575,0.25000000000000006,10.29,0.03,10.23,0.03,0.004,1.0,0.0,0.0,1.0,0.5999999999999999
27,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,496,500,2500,0.2500000010382509,0.5669554369386373,0.2500000010382509,10.11,0.03,10.04,0.04,0.004,0.984,0.008064516129032258,0.0,0.9991869918699188,0.6008130081300812
28,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,987500,500,500,2475,0.2500000056071757,0.4545412267929167,0.2500000056071757,11.07,0.03,11.0,0.04,0.004,0.95,0.0,0.0,1.0,0.5999999999999999
29,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,495,500,2500,0.2499999998553259,0.8224327973464842,0.2499999998553259,11.17,0.03,11.09,0.05,0.004,0.98,0.010101010101010102,0.0,1.0,0.6
30,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,935488,496,500,2374,0.24999999999999997,0.4545454545454547,0.24999999999999997,10.36,0.03,10.29,0.05,0.004,0.756,0.0,0.0,1.0,0.5999999999999999
31,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.24999999999999997,0.4545454545454506,0.24999999999999997,9.92,0.03,9.86,0.03,0.003,1.0,0.0,0.0,1.0,0.5999999999999999
32,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,498,500,2500,0.25000000206430834,0.9195691125731803,0.25000000206430834,10.23,0.03,10.15,0.04,0.004,0.992,0.004016064257028112,0.0,0.9995967741935484,0.6004032258064516
33,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.25000000454752247,0.564124635977717,0.25000000454752247,11.35,0.03,11.28,0.04,0.004,1.0,0.0,0.0,0.9991,0.6003999999999998
34,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,849440,420,500,2252,0.25,0.4545454545454546,0.25,8.93,0.03,8.65,0.04,0.218,0.664,0.0,0.0,1.0,0.6
35,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,959000,500,500,2418,0.25000000000000006,0.4545454545454546,0.25000000000000006,10.36,0.03,10.28,0.05,0.004,0.836,0.0,0.0,1.0,0.5999999999999999
36,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,496,500,2500,0.25000000159530245,0.5995406569300995,0.25000000159530245,11.46,0.03,11.38,0.05,0.004,0.984,0.008064516129032258,0.0,0.9991869918699188,0.6008130081300812
37,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,977500,500,500,2455,0.25,0.4545454545454544,0.25,10.47,0.03,10.39,0.05,0.006,0.91,0.0,0.0,1.0,0.5999999999999998
38,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.25,0.45454545454545486,0.25,11.78,0.05,11.69,0.04,0.006,1.0,0.0,0.0,1.0,0.5999999999999999
39,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,957000,498,500,2414,0.24999999692272382,0.6549018404774434,0.24999999692272382,11.2,0.05,11.09,0.06,0.005,0.82,0.0048543689320388345,0.0,0.999390243902439,0.5999999999999999
40,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,979500,500,500,2459,0.24999999999999997,0.4545454545454544,0.24999999999999997,10.78,0.04,10.68,0.06,0.004,0.918,0.0,0.0,1.0,0.5999999999999999
41,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.25,0.45454545454545786,0.25,11.33,0.03,11.26,0.03,0.005,1.0,0.0,0.0,1.0,0.5999999999999999
42,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,947500,500,500,2395,0.24999999999999997,0.4545454545454544,0.24999999999999997,11.27,0.05,11.16,0.06,0.005,0.79,0.0,0.0,1.0,0.5999999999999999
43,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,498,500,2500,0.2500000006547334,0.566948875394494,0.2500000006547334,11.22,0.04,11.12,0.06,0.005,0.992,0.004016064257028112,0.0,0.9994959677419355,0.5999999999999999
44,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,495,500,2500,0.2499999962137663,0.8732698793844792,0.2499999962137663,10.25,0.03,10.14,0.06,0.005,0.98,0.010101010101010102,0.0,0.9991836734693879,0.6008163265306122
45,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,500,500,2500,0.25,0.45454545454545175,0.25,11.11,0.03,11.05,0.03,0.004,1.0,0.0,0.0,1.0,0.5999999999999999
46,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,495,500,2500,0.25000000135417944,0.5669550857878264,0.25000000135417944,10.03,0.03,9.95,0.04,0.004,0.98,0.010101010101010102,0.0,0.9987755102040816,0.6012244897959182
47,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,477,500,2500,0.2500000045948805,0.5669689434700561,0.2500000045948805,10.9,0.03,10.82,0.06,0.004,0.916,0.039832285115303984,0.0,0.9960698689956332,0.6039301310043668
48,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1000000,499,500,2500,0.25000000023683233,0.4545452827855132,0.25000000023683233,9.53,0.03,9.45,0.05,0.004,0.996,0.002004008016032064,0.0,1.0,0.5999999999999999
49,500,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,922120,487,500,2353,0.2499999999709664,1.5000187033565013,0.2499999999709664,8.52,0.03,8.43,0.06,0.003,0.73,0.00273224043715847,0.0,0.9987671232876713,0.6015068493150684
0,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,687,700,3500,0.2500000000033713,1.3079426659063984,0.2500000000033713,18.04,0.07,17.82,0.14,0.006,0.9628571428571429,0.018922852983988356,0.0,0.9985905044510385,0.6002967359050444
1,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1898400,700,700,3412,0.24999999999999997,0.4545454545454548,0.24999999999999997,16.91,0.04,16.77,0.09,0.005,0.8742857142857143,0.0,0.0,1.0,0.5999999999999999
2,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,693,700,3500,0.25000000276541,0.8291790309335717,0.25000000276541,17.91,0.04,17.76,0.1,0.006,0.98,0.010101010101010102,0.0,0.999271137026239,0.5999999999999999
3,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1906800,698,700,3424,0.25000000270826245,0.5669222909669612,0.25000000270826245,17.17,0.04,17.02,0.1,0.006,0.8857142857142857,0.003215434083601286,0.0,0.999274193548387,0.6003225806451612
4,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,691,700,3500,0.24999999640083592,0.8519780425222396,0.24999999640083592,17.3,0.04,17.12,0.13,0.006,0.9742857142857143,0.013024602026049204,0.0,0.999633431085044,0.5999999999999999
5,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1918000,698,700,3440,0.25000000184299487,0.6281422861982751,0.25000000184299487,17.46,0.04,17.31,0.11,0.006,0.9085714285714286,0.003134796238244514,0.0,0.9988993710691824,0.600314465408805
6,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,668,700,3500,0.25000000453239535,0.6282966582815283,0.25000000453239535,17.26,0.04,17.11,0.1,0.006,0.9171428571428571,0.038922155688622756,0.0,0.9969626168224298,0.6018691588785047
7,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,689,700,3500,0.2499999991959956,0.9498163446331048,0.2499999991959956,17.37,0.04,17.16,0.16,0.007,0.9685714285714285,0.015965166908563134,0.0,0.9996312684365781,0.6
8,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,380,700,3500,0.2500000025391548,1.3814059793850766,0.2500000025391548,16.96,0.04,16.74,0.17,0.007,0.4157142857142857,0.23421052631578948,0.0,0.9934707903780069,0.6048109965635737
9,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1798409,665,700,3294,0.24999999982990936,1.141844215737744,0.24999999982990936,15.76,0.04,15.6,0.12,0.005,0.7471428571428571,0.0038095238095238095,0.0,1.0,0.5999999999999999
10,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1773462,643,700,3277,0.25,0.4545454545454546,0.25,15.99,0.04,15.86,0.09,0.005,0.7628571428571429,0.0,0.0,1.0,0.6
11,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,693,700,3500,0.25000000289875124,0.8292032999569832,0.25000000289875124,17.51,0.04,17.36,0.11,0.006,0.98,0.010101010101010102,0.0,0.999344023323615,0.6002915451895043
12,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,697,700,3500,0.2500000006235557,0.5995662728484124,0.2500000006235557,18.13,0.04,17.98,0.11,0.007,0.9914285714285714,0.00430416068866571,0.0,1.0,0.6
13,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,695,700,3500,0.2500000013698285,0.6410851494352551,0.2500000013698285,17.63,0.04,17.48,0.1,0.006,0.9857142857142858,0.007194244604316547,0.0,0.9991304347826087,0.6008695652173912
14,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,677,700,3500,0.2500000024244706,1.0958439702601293,0.2500000024244706,17.33,0.04,17.11,0.17,0.006,0.9357142857142857,0.03249630723781388,0.0,0.9977099236641221,0.601526717557252
15,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,700,700,3500,0.25000000012088763,0.45454533173601686,0.25000000012088763,17.42,0.04,17.29,0.09,0.006,1.0,0.0,0.0,0.9996428571428572,0.5999999999999999
16,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,696,700,3500,0.2500000007269628,0.6083292638357654,0.2500000007269628,17.68,0.04,17.53,0.11,0.007,0.9885714285714285,0.005747126436781609,0.0,0.9996387283236994,0.5999999999999999
17,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,694,700,3500,0.250000000948257,0.5995191109412026,0.250000000948257,17.54,0.04,17.4,0.09,0.006,0.9828571428571429,0.008645533141210375,0.0,1.0,0.6
18,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,686,700,3500,0.25000000028518704,1.5000143863277462,0.25000000028518704,17.75,0.04,17.57,0.14,0.006,0.9642857142857143,0.016034985422740525,0.0,0.9981481481481481,0.5999999999999999
19,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,690,700,3500,0.24999999994075417,1.091394194984656,0.24999999994075417,17.69,0.04,17.5,0.14,0.006,0.9714285714285714,0.014492753623188406,0.0,0.9990441176470588,0.6005882352941176
20,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1756853,649,700,3246,0.24999999999999997,0.45454545454545453,0.24999999999999997,15.89,0.04,15.76,0.08,0.005,0.71,0.0,0.0,1.0,0.5999999999999999
21,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,698,700,3500,0.2500000002415852,0.45454520918499997,0.2500000002415852,17.69,0.04,17.57,0.08,0.006,0.9942857142857143,0.0028653295128939827,0.0,1.0,0.5999999999999999
22,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,683,700,3500,0.2500000031969218,0.6285670829726703,0.2500000031969218,17.42,0.04,17.28,0.09,0.007,0.9528571428571428,0.02342606149341142,0.0,0.9996251874062968,0.5999999999999999
23,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,696,700,3500,0.25000000479861473,0.5641162281447133,0.25000000479861473,17.7,0.04,17.56,0.09,0.006,0.9885714285714285,0.005747126436781609,0.0,0.9994219653179192,0.6005780346820808
24,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,695,700,3500,0.2499999981774729,1.435454149614012,0.2499999981774729,18.2,0.04,18.04,0.11,0.006,0.9857142857142858,0.007194244604316547,0.0,0.9993478260869565,0.6002898550724637
25,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,654,700,3500,0.2500000008142894,1.434979797010087,0.2500000008142894,17.55,0.07,17.3,0.16,0.007,0.8714285714285714,0.06584992343032159,0.0,0.9952459016393443,0.602295081967213
26,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1907500,699,700,3425,0.2500000011546582,0.5669832794531116,0.2500000011546582,17.23,0.04,17.08,0.1,0.006,0.89,0.0016025641025641025,0.0,0.9996789727126805,0.6003210272873193
27,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1952300,700,700,3489,0.2500000033722762,0.56402327311224,0.2500000033722762,18.15,0.04,18.02,0.09,0.006,0.9842857142857143,0.0,0.0,0.9997097242380261,0.6002902757619737
28,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,26,700,3500,0.25000000259871985,2.5765373873013733,0.25000000259871985,17.49,0.05,17.2,0.23,0.017,0.03428571428571429,0.07692307692307693,0.0,0.9833333333333334,0.6166666666666666
29,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,692,700,3500,0.2499999971520583,0.8523750443887578,0.2499999971520583,18.03,0.04,17.83,0.15,0.007,0.9785714285714285,0.010115606936416185,0.0,0.9993430656934306,0.6002919708029196
30,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1862000,699,700,3360,0.24999999931192518,0.5994519178407361,0.24999999931192518,17.64,0.04,17.48,0.11,0.006,0.7957142857142857,0.0017921146953405018,0.0,0.9995511669658886,0.6
31,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1573385,536,700,3042,0.25,0.4545454545454548,0.25,14.73,0.04,14.59,0.1,0.004,0.5771428571428572,0.0024691358024691358,0.0,1.0,0.5999999999999999
32,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,691,700,3500,0.24999999844820592,1.1577888722664003,0.24999999844820592,19.12,0.04,18.9,0.16,0.008,0.9742857142857143,0.013024602026049204,0.0,0.9987536656891495,0.6008797653958944
33,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,33,700,3500,-1.861699569449848,0.9494542071975027,0.24999999987138502,20.03,0.04,17.72,2.27,0.002,0.0,1.0,0.0,0.0,0.0
34,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,662,700,3500,0.25000000330801847,1.1069815581442424,0.25000000330801847,19.02,0.04,18.27,0.17,0.529,0.8985714285714286,0.04984894259818731,0.0,0.9980922098569157,0.6003179650238474
35,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,690,700,3500,0.24999999890101118,1.4991264386011263,0.24999999890101118,18.79,0.04,18.51,0.23,0.006,0.9714285714285714,0.014492753623188406,0.0,0.998970588235294,0.6002941176470588
36,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1957900,694,700,3497,0.24999999717965818,1.4350602212827481,0.24999999717965818,19.01,0.04,18.76,0.2,0.008,0.9785714285714285,0.008683068017366137,0.0,0.9994160583941606,0.6005839416058394
37,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1923600,691,700,3448,0.2500000028259117,0.6416634168937456,0.2500000028259117,18.54,0.04,18.37,0.12,0.006,0.9014285714285715,0.012519561815336464,0.0,0.9992868462757527,0.6003169572107765
38,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,695,700,3500,0.24999999995666672,0.655118219061238,0.24999999995666672,19.27,0.04,19.08,0.14,0.008,0.9857142857142858,0.007194244604316547,0.0,1.0,0.5999999999999999
39,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,696,700,3500,0.2500000020008661,0.684482413282865,0.2500000020008661,18.47,0.04,18.29,0.12,0.009,0.99,0.004310344827586207,0.0,0.9982683982683982,0.6002886002886002
40,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,685,700,3500,0.2500000031518499,0.6407945873067171,0.2500000031518499,18.98,0.04,18.79,0.14,0.007,0.9571428571428572,0.021897810218978103,0.0,0.9983582089552239,0.6008955223880597
