event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_scatt_mrad
2,100,0.0001,0.0,0.2,0.0004247940677551,64.42,1.0,0.0,0.0,1.0,1.0,100,100,0.1
3,100,0.0001,0.0,0.2,0.0004247940677551,63.98,1.0,0.0,0.0,1.0,1.0,100,100,0.1
4,100,0.0001,0.0,0.2,0.0004247940677551,65.27,1.0,0.0,0.0,1.0,1.0,100,100,0.1
5,100,0.0001,0.0,0.2,0.0004247940677551,65.45,1.0,0.0,0.0,1.0,1.0,100,100,0.1
6,100,0.0001,0.0,0.2,0.0004247940677551,64.9,1.0,0.0,0.0,1.0,1.0,100,100,0.1
7,100,0.0001,0.0,0.2,0.0004247940677551,64.96,1.0,0.0,0.0,1.0,1.0,100,100,0.1
8,100,0.0001,0.0,0.2,0.0004247940677551,62.86,1.0,0.0,0.0,1.0,1.0,100,100,0.1
9,100,0.0001,0.0,0.2,0.0004247940677551,64.82,1.0,0.0,0.0,1.0,1.0,100,100,0.1
10,100,0.0001,0.0,0.2,0.0004247940677551,64.84,1.0,0.0,0.0,1.0,1.0,100,100,0.1
11,100,0.0001,0.0,0.2,0.0004247940677551,64.67,1.0,0.0,0.0,1.0,1.0,100,100,0.1
12,100,0.0001,0.0,0.2,0.0004247940677551,64.71,1.0,0.0,0.0,1.0,1.0,100,100,0.1
13,100,0.0001,0.0,0.2,0.0004247940677551,64.87,0.0,1.0,0.0,0.0,0.0,2,100,0.1
14,100,0.0001,0.0,0.2,0.0004247940677551,64.9,1.0,0.0,0.0,1.0,1.0,100,100,0.1
15,100,0.0001,0.0,0.2,0.0004247940677551,64.66,1.0,0.0,0.0,1.0,1.0,100,100,0.1
16,100,0.0001,0.0,0.2,0.0004247940677551,64.67,1.0,0.0,0.0,1.0,1.0,100,100,0.1
17,100,0.0001,0.0,0.2,0.0004247940677551,64.35,1.0,0.0,0.0,1.0,1.0,100,100,0.1
18,100,0.0001,0.0,0.2,0.0004247940677551,64.43,1.0,0.0,0.0,1.0,1.0,100,100,0.1
19,100,0.0001,0.0,0.2,0.0004247940677551,67.91,0.99,0.0,0.0,1.0,1.0,99,100,0.1
0,10,0.0002,0.0,0.2,0.0008487932610477,0.04,0.9,0.0,0.0,1.0,1.0,9,10,0.2
1,10,0.0002,0.0,0.2,0.0008487932610477,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.2
2,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
3,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
4,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
5,10,0.0002,0.0,0.2,0.0008487932610477,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.2
6,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
7,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
8,10,0.0002,0.0,0.2,0.0008487932610477,0.03,0.7,0.0,0.0,1.0,1.0,7,10,0.2
9,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
10,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
11,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
12,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
13,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
14,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
15,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
16,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
17,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
18,10,0.0002,0.0,0.2,0.0008487932610477,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.2
19,10,0.0002,0.0,0.2,0.0008487932610477,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.2
0,20,0.0002,0.0,0.2,0.0008487932610477,0.26,1.0,0.0,0.0,1.0,1.0,20,20,0.2
1,20,0.0002,0.0,0.2,0.0008487932610477,0.21,0.95,0.0,0.0,1.0,1.0,19,20,0.2
2,20,0.0002,0.0,0.2,0.0008487932610477,0.21,1.0,0.0,0.0,1.0,1.0,20,20,0.2
3,20,0.0002,0.0,0.2,0.0008487932610477,0.21,1.0,0.0,0.0,1.0,1.0,20,20,0.2
4,20,0.0002,0.0,0.2,0.0008487932610477,0.21,1.0,0.0,0.0,1.0,1.0,20,20,0.2
5,20,0.0002,0.0,0.2,0.0008487932610477,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.2
6,20,0.0002,0.0,0.2,0.0008487932610477,0.4,1.0,0.0,0.0,1.0,1.0,20,20,0.2
7,20,0.0002,0.0,0.2,0.0008487932610477,0.34,1.0,0.0,0.0,1.0,1.0,20,20,0.2
8,20,0.0002,0.0,0.2,0.0008487932610477,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.2
9,20,0.0002,0.0,0.2,0.0008487932610477,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.2
10,20,0.0002,0.0,0.2,0.0008487932610477,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.2
11,20,0.0002,0.0,0.2,0.0008487932610477,0.34,1.0,0.0,0.0,1.0,1.0,20,20,0.2
12,20,0.0002,0.0,0.2,0.0008487932610477,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.2
13,20,0.0002,0.0,0.2,0.0008487932610477,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.2
14,20,0.0002,0.0,0.2,0.0008487932610477,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.2
15,20,0.0002,0.0,0.2,0.0008487932610477,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.2
16,20,0.0002,0.0,0.2,0.0008487932610477,0.36,1.0,0.0,0.0,1.0,1.0,20,20,0.2
17,20,0.0002,0.0,0.2,0.0008487932610477,0.34,1.0,0.0,0.0,1.0,1.0,20,20,0.2
18,20,0.0002,0.0,0.2,0.0008487932610477,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.2
19,20,0.0002,0.0,0.2,0.0008487932610477,0.29,0.9,0.0,0.0,1.0,1.0,18,20,0.2
0,50,0.0002,0.0,0.2,0.0008487932610477,4.65,1.0,0.0,0.0,1.0,1.0,50,50,0.2
1,50,0.0002,0.0,0.2,0.0008487932610477,4.53,1.0,0.0,0.0,1.0,1.0,50,50,0.2
2,50,0.0002,0.0,0.2,0.0008487932610477,4.77,1.0,0.0,0.0,1.0,1.0,50,50,0.2
3,50,0.0002,0.0,0.2,0.0008487932610477,4.48,1.0,0.0,0.0,1.0,1.0,50,50,0.2
4,50,0.0002,0.0,0.2,0.0008487932610477,3.38,0.8,0.0,0.0,1.0,1.0,40,50,0.2
5,50,0.0002,0.0,0.2,0.0008487932610477,4.52,1.0,0.0,0.0,1.0,1.0,50,50,0.2
6,50,0.0002,0.0,0.2,0.0008487932610477,4.71,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,0.2
7,50,0.0002,0.0,0.2,0.0008487932610477,4.68,1.0,0.0,0.0,1.0,1.0,50,50,0.2
8,50,0.0002,0.0,0.2,0.0008487932610477,4.67,1.0,0.0,0.0,1.0,1.0,50,50,0.2
9,50,0.0002,0.0,0.2,0.0008487932610477,4.57,1.0,0.0,0.0,1.0,1.0,50,50,0.2
10,50,0.0002,0.0,0.2,0.0008487932610477,4.72,1.0,0.0,0.0,1.0,1.0,50,50,0.2
11,50,0.0002,0.0,0.2,0.0008487932610477,4.74,1.0,0.0,0.0,1.0,1.0,50,50,0.2
12,50,0.0002,0.0,0.2,0.0008487932610477,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.2
13,50,0.0002,0.0,0.2,0.0008487932610477,4.64,1.0,0.0,0.0,1.0,1.0,50,50,0.2
14,50,0.0002,0.0,0.2,0.0008487932610477,4.59,1.0,0.0,0.0,1.0,1.0,50,50,0.2
15,50,0.0002,0.0,0.2,0.0008487932610477,4.74,1.0,0.0,0.0,1.0,1.0,50,50,0.2
16,50,0.0002,0.0,0.2,0.0008487932610477,4.7,1.0,0.0,0.0,1.0,1.0,50,50,0.2
17,50,0.0002,0.0,0.2,0.0008487932610477,4.66,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,0.2
18,50,0.0002,0.0,0.2,0.0008487932610477,4.71,1.0,0.0,0.0,1.0,1.0,50,50,0.2
19,50,0.0002,0.0,0.2,0.0008487932610477,4.05,0.9,0.0,0.0,1.0,1.0,45,50,0.2
0,100,0.0002,0.0,0.2,0.0008487932610477,50.72,1.0,0.0,0.0,1.0,1.0,100,100,0.2
1,100,0.0002,0.0,0.2,0.0008487932610477,50.59,1.0,0.0,0.0,1.0,1.0,100,100,0.2
2,100,0.0002,0.0,0.2,0.0008487932610477,49.49,1.0,0.0,0.0,1.0,1.0,100,100,0.2
3,100,0.0002,0.0,0.2,0.0008487932610477,49.41,1.0,0.0,0.0,1.0,1.0,100,100,0.2
4,100,0.0002,0.0,0.2,0.0008487932610477,50.17,1.0,0.0,0.0,1.0,1.0,100,100,0.2
5,100,0.0002,0.0,0.2,0.0008487932610477,41.39,0.86,0.0,0.0,1.0,1.0,86,100,0.2
6,100,0.0002,0.0,0.2,0.0008487932610477,50.2,0.99,0.0,0.0,1.0,1.0,99,100,0.2
7,100,0.0002,0.0,0.2,0.0008487932610477,50.22,1.0,0.0,0.0,1.0,1.0,100,100,0.2
8,100,0.0002,0.0,0.2,0.0008487932610477,51.52,1.0,0.0,0.0,1.0,1.0,100,100,0.2
9,100,0.0002,0.0,0.2,0.0008487932610477,51.71,1.0,0.0,0.0,1.0,1.0,100,100,0.2
10,100,0.0002,0.0,0.2,0.0008487932610477,46.44,1.0,0.0,0.0,1.0,1.0,100,100,0.2
11,100,0.0002,0.0,0.2,0.0008487932610477,51.26,1.0,0.0,0.0,1.0,1.0,100,100,0.2
12,100,0.0002,0.0,0.2,0.0008487932610477,50.82,1.0,0.0,0.0,1.0,1.0,100,100,0.2
13,100,0.0002,0.0,0.2,0.0008487932610477,51.45,1.0,0.0,0.0,1.0,1.0,100,100,0.2
14,100,0.0002,0.0,0.2,0.0008487932610477,52.24,1.0,0.0,0.0,1.0,1.0,100,100,0.2
15,100,0.0002,0.0,0.2,0.0008487932610477,51.99,1.0,0.0,0.0,1.0,1.0,100,100,0.2
16,100,0.0002,0.0,0.2,0.0008487932610477,51.66,1.0,0.0,0.0,1.0,1.0,100,100,0.2
17,100,0.0002,0.0,0.2,0.0008487932610477,51.31,1.0,0.0,0.0,1.0,1.0,100,100,0.2
18,100,0.0002,0.0,0.2,0.0008487932610477,51.2,1.0,0.0,0.0,1.0,1.0,100,100,0.2
19,100,0.0002,0.0,0.2,0.0008487932610477,50.94,1.0,0.0,0.0,1.0,1.0,100,100,0.2
0,10,0.0004,0.0,0.2,0.0016971888521905,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.4
1,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
2,10,0.0004,0.0,0.2,0.0016971888521905,0.03,0.8,0.0,0.0,1.0,1.0,8,10,0.4
3,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
4,10,0.0004,0.0,0.2,0.0016971888521905,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.4
5,10,0.0004,0.0,0.2,0.0016971888521905,0.03,0.9,0.0,0.0,1.0,1.0,9,10,0.4
6,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
7,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
8,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
9,10,0.0004,0.0,0.2,0.0016971888521905,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.4
10,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
11,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
12,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
13,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
14,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
15,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
16,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
17,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
18,10,0.0004,0.0,0.2,0.0016971888521905,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,0.4
19,10,0.0004,0.0,0.2,0.0016971888521905,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.4
0,20,0.0004,0.0,0.2,0.0016971888521905,0.24,0.95,0.0,0.0,1.0,1.0,19,20,0.4
1,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
2,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
3,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
4,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
5,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
6,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
7,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
8,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
9,20,0.0004,0.0,0.2,0.0016971888521905,0.25,0.8,0.1111111111111111,0.0,1.0,1.0,18,20,0.4
10,20,0.0004,0.0,0.2,0.0016971888521905,0.22,0.95,0.0,0.0,1.0,1.0,19,20,0.4
11,20,0.0004,0.0,0.2,0.0016971888521905,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.4
12,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
13,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
14,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
15,20,0.0004,0.0,0.2,0.0016971888521905,0.26,1.0,0.0,0.0,1.0,1.0,20,20,0.4
16,20,0.0004,0.0,0.2,0.0016971888521905,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.4
17,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.4
18,20,0.0004,0.0,0.2,0.0016971888521905,0.25,1.0,0.0,0.0,1.0,0.99,20,20,0.4
19,20,0.0004,0.0,0.2,0.0016971888521905,0.24,0.95,0.0,0.0,1.0,1.0,19,20,0.4
0,50,0.0004,0.0,0.2,0.0016971888521905,4.85,1.0,0.0,0.0,1.0,1.0,50,50,0.4
1,50,0.0004,0.0,0.2,0.0016971888521905,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.4
2,50,0.0004,0.0,0.2,0.0016971888521905,4.69,1.0,0.0,0.0,1.0,1.0,50,50,0.4
3,50,0.0004,0.0,0.2,0.0016971888521905,4.43,1.0,0.0,0.0,1.0,1.0,50,50,0.4
4,50,0.0004,0.0,0.2,0.0016971888521905,4.82,1.0,0.0,0.0,1.0,1.0,50,50,0.4
5,50,0.0004,0.0,0.2,0.0016971888521905,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.4
6,50,0.0004,0.0,0.2,0.0016971888521905,4.59,1.0,0.0,0.0,1.0,1.0,50,50,0.4
7,50,0.0004,0.0,0.2,0.0016971888521905,4.78,1.0,0.0,0.0,1.0,1.0,50,50,0.4
8,50,0.0004,0.0,0.2,0.0016971888521905,4.73,1.0,0.0,0.0,1.0,1.0,50,50,0.4
9,50,0.0004,0.0,0.2,0.0016971888521905,4.79,1.0,0.0,0.0,1.0,1.0,50,50,0.4
10,50,0.0004,0.0,0.2,0.0016971888521905,4.48,1.0,0.0,0.0,1.0,1.0,50,50,0.4
11,50,0.0004,0.0,0.2,0.0016971888521905,4.78,1.0,0.0,0.0,1.0,1.0,50,50,0.4
12,50,0.0004,0.0,0.2,0.0016971888521905,4.8,1.0,0.0,0.0,1.0,1.0,50,50,0.4
13,50,0.0004,0.0,0.2,0.0016971888521905,4.74,0.02,0.0,0.0,0.7142857142857143,1.0,1,50,0.4
14,50,0.0004,0.0,0.2,0.0016971888521905,4.08,0.98,0.0,0.0,1.0,1.0,49,50,0.4
15,50,0.0004,0.0,0.2,0.0016971888521905,4.73,1.0,0.0,0.0,1.0,1.0,50,50,0.4
16,50,0.0004,0.0,0.2,0.0016971888521905,4.72,1.0,0.0,0.0,1.0,1.0,50,50,0.4
17,50,0.0004,0.0,0.2,0.0016971888521905,4.73,1.0,0.0,0.0,1.0,1.0,50,50,0.4
18,50,0.0004,0.0,0.2,0.0016971888521905,4.72,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,0.4
19,50,0.0004,0.0,0.2,0.0016971888521905,4.72,1.0,0.0,0.0,1.0,1.0,50,50,0.4
0,100,0.0004,0.0,0.2,0.0016971888521905,63.48,1.0,0.0,0.0,1.0,1.0,100,100,0.4
1,100,0.0004,0.0,0.2,0.0016971888521905,64.0,1.0,0.0,0.0,1.0,1.0,100,100,0.4
2,100,0.0004,0.0,0.2,0.0016971888521905,64.31,1.0,0.0,0.0,1.0,1.0,100,100,0.4
3,100,0.0004,0.0,0.2,0.0016971888521905,64.76,0.01,0.875,0.0,0.8333333333333334,1.0,8,100,0.4
4,100,0.0004,0.0,0.2,0.0016971888521905,56.16,0.95,0.0,0.0,1.0,1.0,95,100,0.4
5,100,0.0004,0.0,0.2,0.0016971888521905,64.76,1.0,0.0,0.0,1.0,1.0,100,100,0.4
6,100,0.0004,0.0,0.2,0.0016971888521905,64.37,1.0,0.0,0.0,1.0,1.0,100,100,0.4
7,100,0.0004,0.0,0.2,0.0016971888521905,48.58,0.81,0.0,0.0,1.0,1.0,81,100,0.4
8,100,0.0004,0.0,0.2,0.0016971888521905,64.89,1.0,0.0,0.0,1.0,1.0,100,100,0.4
9,100,0.0004,0.0,0.2,0.0016971888521905,65.77,1.0,0.0,0.0,1.0,1.0,100,100,0.4
10,100,0.0004,0.0,0.2,0.0016971888521905,65.44,1.0,0.0,0.0,1.0,1.0,100,100,0.4
11,100,0.0004,0.0,0.2,0.0016971888521905,64.68,1.0,0.0,0.0,1.0,1.0,100,100,0.4
12,100,0.0004,0.0,0.2,0.0016971888521905,65.34,1.0,0.0,0.0,1.0,1.0,100,100,0.4
13,100,0.0004,0.0,0.2,0.0016971888521905,64.99,1.0,0.0,0.0,1.0,1.0,100,100,0.4
14,100,0.0004,0.0,0.2,0.0016971888521905,65.63,1.0,0.0,0.0,1.0,1.0,100,100,0.4
15,100,0.0004,0.0,0.2,0.0016971888521905,63.87,1.0,0.0,0.0,1.0,1.0,100,100,0.4
16,100,0.0004,0.0,0.2,0.0016971888521905,65.44,0.82,0.0786516853932584,0.0,1.0,1.0,89,100,0.4
17,100,0.0004,0.0,0.2,0.0016971888521905,64.71,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,0.4
18,100,0.0004,0.0,0.2,0.0016971888521905,63.84,1.0,0.0,0.0,1.0,1.0,100,100,0.4
19,100,0.0004,0.0,0.2,0.0016971888521905,54.23,0.91,0.0,0.0,1.0,1.0,91,100,0.4
0,10,0.0006,0.0,0.2,0.0025456727990847,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.6
1,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
2,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
3,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
4,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
5,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
6,10,0.0006,0.0,0.2,0.0025456727990847,0.03,0.7,0.0,0.0,1.0,1.0,7,10,0.6
7,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
8,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
9,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
10,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
11,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
12,10,0.0006,0.0,0.2,0.0025456727990847,0.03,0.8,0.0,0.0,1.0,1.0,8,10,0.6
13,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
14,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
15,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
16,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
17,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
18,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
19,10,0.0006,0.0,0.2,0.0025456727990847,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.6
0,20,0.0006,0.0,0.2,0.0025456727990847,0.29,1.0,0.0,0.0,1.0,1.0,20,20,0.6
1,20,0.0006,0.0,0.2,0.0025456727990847,0.26,0.9,0.0,0.0,1.0,1.0,18,20,0.6
2,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
3,20,0.0006,0.0,0.2,0.0025456727990847,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.6
4,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
5,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
6,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
7,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
8,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
9,20,0.0006,0.0,0.2,0.0025456727990847,0.29,1.0,0.0,0.0,1.0,1.0,20,20,0.6
10,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
11,20,0.0006,0.0,0.2,0.0025456727990847,0.28,1.0,0.0,0.0,1.0,1.0,20,20,0.6
12,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
13,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
14,20,0.0006,0.0,0.2,0.0025456727990847,0.28,1.0,0.0,0.0,1.0,1.0,20,20,0.6
15,20,0.0006,0.0,0.2,0.0025456727990847,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.6
16,20,0.0006,0.0,0.2,0.0025456727990847,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.6
17,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
18,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
19,20,0.0006,0.0,0.2,0.0025456727990847,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.6
0,50,0.0006,0.0,0.2,0.0025456727990847,6.44,1.0,0.0,0.0,1.0,1.0,50,50,0.6
1,50,0.0006,0.0,0.2,0.0025456727990847,5.15,1.0,0.0,0.0,1.0,1.0,50,50,0.6
2,50,0.0006,0.0,0.2,0.0025456727990847,4.26,1.0,0.0,0.0,1.0,1.0,50,50,0.6
3,50,0.0006,0.0,0.2,0.0025456727990847,4.94,0.8,0.0,0.0,1.0,1.0,40,50,0.6
4,50,0.0006,0.0,0.2,0.0025456727990847,6.56,1.0,0.0,0.0,1.0,1.0,50,50,0.6
5,50,0.0006,0.0,0.2,0.0025456727990847,5.1,1.0,0.0,0.0,1.0,1.0,50,50,0.6
6,50,0.0006,0.0,0.2,0.0025456727990847,4.2,1.0,0.0,0.0,1.0,1.0,50,50,0.6
7,50,0.0006,0.0,0.2,0.0025456727990847,6.29,1.0,0.0,0.0,1.0,1.0,50,50,0.6
8,50,0.0006,0.0,0.2,0.0025456727990847,4.6,0.88,0.0,0.0,1.0,1.0,44,50,0.6
9,50,0.0006,0.0,0.2,0.0025456727990847,5.95,1.0,0.0,0.0,1.0,1.0,50,50,0.6
10,50,0.0006,0.0,0.2,0.0025456727990847,6.22,1.0,0.0,0.0,1.0,1.0,50,50,0.6
11,50,0.0006,0.0,0.2,0.0025456727990847,5.42,1.0,0.0,0.0,1.0,1.0,50,50,0.6
12,50,0.0006,0.0,0.2,0.0025456727990847,5.91,1.0,0.0,0.0,1.0,1.0,50,50,0.6
13,50,0.0006,0.0,0.2,0.0025456727990847,5.72,1.0,0.0,0.0,1.0,1.0,50,50,0.6
14,50,0.0006,0.0,0.2,0.0025456727990847,6.52,1.0,0.0,0.0,1.0,1.0,50,50,0.6
15,50,0.0006,0.0,0.2,0.0025456727990847,6.12,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,0.6
16,50,0.0006,0.0,0.2,0.0025456727990847,6.29,1.0,0.0,0.0,1.0,1.0,50,50,0.6
17,50,0.0006,0.0,0.2,0.0025456727990847,5.66,1.0,0.0,0.0,1.0,1.0,50,50,0.6
18,50,0.0006,0.0,0.2,0.0025456727990847,6.83,1.0,0.0,0.0,1.0,1.0,50,50,0.6
19,50,0.0006,0.0,0.2,0.0025456727990847,6.15,0.96,0.0,0.0,1.0,1.0,48,50,0.6
