event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_res_um
19,50,0.0001,0.03,0.02,0.0094570717326724,6.27,0.0,1.0,0.0,0.0,0.0,1,50,30.0
0,100,0.0001,0.03,0.02,0.0094570717326724,350.39,0.0,1.0,0.0,0.0,0.0,1,100,30.0
1,100,0.0001,0.03,0.02,0.0094570717326724,85.48,0.0,1.0,0.0,0.0,0.0,1,100,30.0
2,100,0.0001,0.03,0.02,0.0094570717326724,79.8,0.0,1.0,0.0,0.0,0.0,1,100,30.0
3,100,0.0001,0.03,0.02,0.0094570717326724,90.94,0.0,1.0,0.0,0.0,0.0,1,100,30.0
4,100,0.0001,0.03,0.02,0.0094570717326724,118.67,0.0,1.0,0.0,0.0,0.0,1,100,30.0
5,100,0.0001,0.03,0.02,0.0094570717326724,77.07,0.0,1.0,0.0,0.0,0.0,1,100,30.0
6,100,0.0001,0.03,0.02,0.0094570717326724,80.48,0.0,1.0,0.0,0.0,0.0,1,100,30.0
7,100,0.0001,0.03,0.02,0.0094570717326724,82.4,0.0,1.0,0.0,0.0,0.0,1,100,30.0
8,100,0.0001,0.03,0.02,0.0094570717326724,147.21,0.0,1.0,0.0,0.0,0.0,1,100,30.0
9,100,0.0001,0.03,0.02,0.0094570717326724,76.93,0.0,1.0,0.0,0.0,0.0,1,100,30.0
10,100,0.0001,0.03,0.02,0.0094570717326724,84.19,0.0,1.0,0.0,0.0,0.0,1,100,30.0
11,100,0.0001,0.03,0.02,0.0094570717326724,83.81,0.0,1.0,0.0,0.0,0.0,1,100,30.0
12,100,0.0001,0.03,0.02,0.0094570717326724,79.92,0.0,1.0,0.0,0.0,0.0,1,100,30.0
13,100,0.0001,0.03,0.02,0.0094570717326724,75.83,0.0,1.0,0.0,0.0,0.0,1,100,30.0
14,100,0.0001,0.03,0.02,0.0094570717326724,75.88,0.01,0.5,0.0,1.0,1.0,2,100,30.0
15,100,0.0001,0.03,0.02,0.0094570717326724,87.03,0.0,1.0,0.0,0.0,0.0,1,100,30.0
16,100,0.0001,0.03,0.02,0.0094570717326724,78.03,0.0,1.0,0.0,0.0,0.0,1,100,30.0
17,100,0.0001,0.03,0.02,0.0094570717326724,78.74,0.0,1.0,0.0,0.0,0.0,1,100,30.0
18,100,0.0001,0.03,0.02,0.0094570717326724,82.89,0.0,1.0,0.0,0.0,0.0,1,100,30.0
19,100,0.0001,0.03,0.02,0.0094570717326724,81.34,0.0,1.0,0.0,0.0,0.0,1,100,30.0
0,10,0.0001,0.05,0.02,0.0157515370451374,0.05,0.6,0.25,0.0,1.0,1.0,8,10,50.0
1,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.6,0.25,0.0,1.0,1.0,8,10,50.0
2,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.8,0.0,0.0,0.9642857142857144,1.0,8,10,50.0
3,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,50.0
4,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.1,0.5,0.0,1.0,1.0,2,10,50.0
5,10,0.0001,0.05,0.02,0.0157515370451374,0.04,1.0,0.0,0.0,1.0,1.0,10,10,50.0
6,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.4,0.3333333333333333,0.0,1.0,1.0,6,10,50.0
7,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.3,0.25,0.0,1.0,1.0,4,10,50.0
8,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.0,1.0,0.0,0.0,0.0,1,10,50.0
9,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.5,0.1666666666666666,0.0,1.0,1.0,6,10,50.0
10,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.3,0.4,0.0,1.0,1.0,5,10,50.0
11,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.2,0.3333333333333333,0.0,1.0,1.0,3,10,50.0
12,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.0,1.0,0.0,0.0,0.0,1,10,50.0
13,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.0,1.0,0.0,0.0,0.0,1,10,50.0
14,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,50.0
15,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.1,0.5,0.0,1.0,1.0,2,10,50.0
16,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.4,0.3333333333333333,0.0,1.0,1.0,6,10,50.0
17,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.3,0.25,0.0,1.0,1.0,4,10,50.0
18,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.0,1.0,0.0,0.0,0.0,1,10,50.0
19,10,0.0001,0.05,0.02,0.0157515370451374,0.04,0.3,0.25,0.0,1.0,1.0,4,10,50.0
0,20,0.0001,0.05,0.02,0.0157515370451374,0.34,0.1,0.3333333333333333,0.0,1.0,1.0,3,20,50.0
1,20,0.0001,0.05,0.02,0.0157515370451374,0.34,0.05,0.5,0.0,1.0,1.0,2,20,50.0
2,20,0.0001,0.05,0.02,0.0157515370451374,0.33,0.45,0.1818181818181818,0.0,1.0,1.0,11,20,50.0
3,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.05,0.5,0.0,0.8333333333333334,1.0,2,20,50.0
4,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,1,20,50.0
5,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,1,20,50.0
6,20,0.0001,0.05,0.02,0.0157515370451374,0.36,0.0,1.0,0.0,0.0,0.0,1,20,50.0
7,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.15,0.5,0.0,1.0,1.0,6,20,50.0
8,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,1,20,50.0
9,20,0.0001,0.05,0.02,0.0157515370451374,0.36,0.0,1.0,0.0,0.0,0.0,1,20,50.0
10,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.2,0.2,0.0,1.0,1.0,5,20,50.0
11,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.1,0.5,0.0,1.0,1.0,4,20,50.0
12,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,2,20,50.0
13,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.3,0.1428571428571428,0.0,1.0,1.0,7,20,50.0
14,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,1,20,50.0
15,20,0.0001,0.05,0.02,0.0157515370451374,0.38,0.1,0.3333333333333333,0.0,1.0,1.0,3,20,50.0
16,20,0.0001,0.05,0.02,0.0157515370451374,0.36,0.0,1.0,0.0,0.0,0.0,1,20,50.0
17,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.2,0.2,0.0,1.0,1.0,5,20,50.0
18,20,0.0001,0.05,0.02,0.0157515370451374,0.36,0.05,0.5,0.0,1.0,1.0,2,20,50.0
19,20,0.0001,0.05,0.02,0.0157515370451374,0.35,0.0,1.0,0.0,0.0,0.0,1,20,50.0
0,50,0.0001,0.05,0.02,0.0157515370451374,5.43,0.0,1.0,0.0,0.0,0.0,1,50,50.0
1,50,0.0001,0.05,0.02,0.0157515370451374,6.47,0.0,1.0,0.0,0.0,0.0,1,50,50.0
2,50,0.0001,0.05,0.02,0.0157515370451374,4.96,0.0,1.0,0.0,0.0,0.0,1,50,50.0
3,50,0.0001,0.05,0.02,0.0157515370451374,4.9,0.0,1.0,0.0,0.0,0.0,1,50,50.0
4,50,0.0001,0.05,0.02,0.0157515370451374,5.06,0.0,1.0,0.0,0.0,0.0,1,50,50.0
5,50,0.0001,0.05,0.02,0.0157515370451374,4.95,0.0,1.0,0.0,0.0,0.0,1,50,50.0
6,50,0.0001,0.05,0.02,0.0157515370451374,4.84,0.0,1.0,0.0,0.0,0.0,1,50,50.0
7,50,0.0001,0.05,0.02,0.0157515370451374,5.2,0.0,1.0,0.0,0.0,0.0,1,50,50.0
8,50,0.0001,0.05,0.02,0.0157515370451374,5.39,0.0,1.0,0.0,0.0,0.0,1,50,50.0
9,50,0.0001,0.05,0.02,0.0157515370451374,4.99,0.0,1.0,0.0,0.0,0.0,1,50,50.0
10,50,0.0001,0.05,0.02,0.0157515370451374,4.85,0.0,1.0,0.0,0.0,0.0,1,50,50.0
11,50,0.0001,0.05,0.02,0.0157515370451374,5.06,0.0,1.0,0.0,0.0,0.0,1,50,50.0
12,50,0.0001,0.05,0.02,0.0157515370451374,4.99,0.0,1.0,0.0,0.0,0.0,1,50,50.0
13,50,0.0001,0.05,0.02,0.0157515370451374,5.23,0.0,1.0,0.0,0.0,0.0,1,50,50.0
14,50,0.0001,0.05,0.02,0.0157515370451374,4.93,0.0,1.0,0.0,0.0,0.0,1,50,50.0
15,50,0.0001,0.05,0.02,0.0157515370451374,7.41,0.0,1.0,0.0,0.0,0.0,1,50,50.0
16,50,0.0001,0.05,0.02,0.0157515370451374,5.24,0.0,1.0,0.0,0.0,0.0,1,50,50.0
17,50,0.0001,0.05,0.02,0.0157515370451374,5.13,0.0,1.0,0.0,0.0,0.0,1,50,50.0
18,50,0.0001,0.05,0.02,0.0157515370451374,5.27,0.0,1.0,0.0,0.0,0.0,1,50,50.0
19,50,0.0001,0.05,0.02,0.0157515370451374,4.85,0.0,1.0,0.0,0.0,0.0,1,50,50.0
0,100,0.0001,0.05,0.02,0.0157515370451374,63.75,0.0,1.0,0.0,0.0,0.0,1,100,50.0
1,100,0.0001,0.05,0.02,0.0157515370451374,74.07,0.0,1.0,0.0,0.0,0.0,1,100,50.0
2,100,0.0001,0.05,0.02,0.0157515370451374,64.52,0.0,1.0,0.0,0.0,0.0,1,100,50.0
3,100,0.0001,0.05,0.02,0.0157515370451374,66.46,0.0,1.0,0.0,0.0,0.0,1,100,50.0
4,100,0.0001,0.05,0.02,0.0157515370451374,63.14,0.0,1.0,0.0,0.0,0.0,1,100,50.0
5,100,0.0001,0.05,0.02,0.0157515370451374,89.25,0.0,1.0,0.0,0.0,0.0,1,100,50.0
6,100,0.0001,0.05,0.02,0.0157515370451374,119.66,0.0,1.0,0.0,0.0,0.0,1,100,50.0
7,100,0.0001,0.05,0.02,0.0157515370451374,60.91,0.0,1.0,0.0,0.0,0.0,1,100,50.0
8,100,0.0001,0.05,0.02,0.0157515370451374,66.54,0.0,1.0,0.0,0.0,0.0,1,100,50.0
9,100,0.0001,0.05,0.02,0.0157515370451374,82.87,0.0,1.0,0.0,0.0,0.0,1,100,50.0
10,100,0.0001,0.05,0.02,0.0157515370451374,66.13,0.0,1.0,0.0,0.0,0.0,1,100,50.0
11,100,0.0001,0.05,0.02,0.0157515370451374,67.91,0.0,1.0,0.0,0.0,0.0,1,100,50.0
12,100,0.0001,0.05,0.02,0.0157515370451374,65.7,0.0,1.0,0.0,0.0,0.0,1,100,50.0
13,100,0.0001,0.05,0.02,0.0157515370451374,83.75,0.0,1.0,0.0,0.0,0.0,1,100,50.0
14,100,0.0001,0.05,0.02,0.0157515370451374,71.81,0.0,1.0,0.0,0.0,0.0,1,100,50.0
15,100,0.0001,0.05,0.02,0.0157515370451374,57.75,0.0,1.0,0.0,0.0,0.0,1,100,50.0
16,100,0.0001,0.05,0.02,0.0157515370451374,79.46,0.0,1.0,0.0,0.0,0.0,1,100,50.0
17,100,0.0001,0.05,0.02,0.0157515370451374,63.74,0.0,1.0,0.0,0.0,0.0,1,100,50.0
18,100,0.0001,0.05,0.02,0.0157515370451374,89.23,0.0,1.0,0.0,0.0,0.0,1,100,50.0
19,100,0.0001,0.05,0.02,0.0157515370451374,54.99,0.0,1.0,0.0,0.0,0.0,1,100,50.0
0,10,0.0001,0.0,0.2,0.0004247940677551,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.0
1,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
2,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
3,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
4,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
5,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
6,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
7,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
8,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
9,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
10,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
11,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
12,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
13,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
14,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
15,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
16,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
17,10,0.0001,0.0,0.2,0.0004247940677551,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.0
18,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.0
19,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.0
0,20,0.0001,0.0,0.2,0.0004247940677551,0.27,1.0,0.0,0.0,1.0,1.0,20,20,0.0
1,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
2,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
3,20,0.0001,0.0,0.2,0.0004247940677551,0.23,1.0,0.0,0.0,1.0,1.0,20,20,0.0
4,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
5,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
6,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
7,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
8,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
9,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
10,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
11,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
12,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
13,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
14,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
15,20,0.0001,0.0,0.2,0.0004247940677551,0.23,1.0,0.0,0.0,1.0,1.0,20,20,0.0
16,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
17,20,0.0001,0.0,0.2,0.0004247940677551,0.23,0.95,0.0,0.0,1.0,1.0,19,20,0.0
18,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
19,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.0
0,50,0.0001,0.0,0.2,0.0004247940677551,4.09,0.88,0.0,0.0,1.0,1.0,44,50,0.0
1,50,0.0001,0.0,0.2,0.0004247940677551,4.8,1.0,0.0,0.0,1.0,1.0,50,50,0.0
2,50,0.0001,0.0,0.2,0.0004247940677551,4.58,1.0,0.0,0.0,1.0,1.0,50,50,0.0
3,50,0.0001,0.0,0.2,0.0004247940677551,3.64,0.82,0.0,0.0,1.0,1.0,41,50,0.0
4,50,0.0001,0.0,0.2,0.0004247940677551,4.46,1.0,0.0,0.0,1.0,1.0,50,50,0.0
5,50,0.0001,0.0,0.2,0.0004247940677551,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.0
6,50,0.0001,0.0,0.2,0.0004247940677551,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.0
7,50,0.0001,0.0,0.2,0.0004247940677551,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.0
8,50,0.0001,0.0,0.2,0.0004247940677551,4.79,1.0,0.0,0.0,1.0,1.0,50,50,0.0
9,50,0.0001,0.0,0.2,0.0004247940677551,4.78,1.0,0.0,0.0,1.0,1.0,50,50,0.0
10,50,0.0001,0.0,0.2,0.0004247940677551,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.0
11,50,0.0001,0.0,0.2,0.0004247940677551,4.24,0.96,0.0,0.0,1.0,1.0,48,50,0.0
12,50,0.0001,0.0,0.2,0.0004247940677551,4.77,1.0,0.0,0.0,1.0,1.0,50,50,0.0
13,50,0.0001,0.0,0.2,0.0004247940677551,3.67,0.82,0.0,0.0,1.0,1.0,41,50,0.0
14,50,0.0001,0.0,0.2,0.0004247940677551,4.71,1.0,0.0,0.0,1.0,1.0,50,50,0.0
15,50,0.0001,0.0,0.2,0.0004247940677551,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.0
16,50,0.0001,0.0,0.2,0.0004247940677551,4.59,1.0,0.0,0.0,1.0,1.0,50,50,0.0
17,50,0.0001,0.0,0.2,0.0004247940677551,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.0
18,50,0.0001,0.0,0.2,0.0004247940677551,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.0
19,50,0.0001,0.0,0.2,0.0004247940677551,4.53,1.0,0.0,0.0,1.0,1.0,50,50,0.0
0,100,0.0001,0.0,0.2,0.0004247940677551,60.46,1.0,0.0,0.0,1.0,1.0,100,100,0.0
1,100,0.0001,0.0,0.2,0.0004247940677551,64.6,1.0,0.0,0.0,1.0,1.0,100,100,0.0
2,100,0.0001,0.0,0.2,0.0004247940677551,65.92,1.0,0.0,0.0,1.0,1.0,100,100,0.0
3,100,0.0001,0.0,0.2,0.0004247940677551,66.17,1.0,0.0,0.0,1.0,1.0,100,100,0.0
4,100,0.0001,0.0,0.2,0.0004247940677551,63.96,1.0,0.0,0.0,1.0,1.0,100,100,0.0
5,100,0.0001,0.0,0.2,0.0004247940677551,64.67,1.0,0.0,0.0,1.0,1.0,100,100,0.0
6,100,0.0001,0.0,0.2,0.0004247940677551,66.12,1.0,0.0,0.0,1.0,1.0,100,100,0.0
7,100,0.0001,0.0,0.2,0.0004247940677551,65.11,1.0,0.0,0.0,1.0,1.0,100,100,0.0
8,100,0.0001,0.0,0.2,0.0004247940677551,62.33,1.0,0.0,0.0,1.0,1.0,100,100,0.0
9,100,0.0001,0.0,0.2,0.0004247940677551,66.17,1.0,0.0,0.0,1.0,1.0,100,100,0.0
10,100,0.0001,0.0,0.2,0.0004247940677551,63.7,1.0,0.0,0.0,1.0,1.0,100,100,0.0
11,100,0.0001,0.0,0.2,0.0004247940677551,65.16,1.0,0.0,0.0,1.0,1.0,100,100,0.0
12,100,0.0001,0.0,0.2,0.0004247940677551,62.04,1.0,0.0,0.0,1.0,1.0,100,100,0.0
13,100,0.0001,0.0,0.2,0.0004247940677551,65.05,1.0,0.0,0.0,1.0,1.0,100,100,0.0
14,100,0.0001,0.0,0.2,0.0004247940677551,66.32,1.0,0.0,0.0,1.0,1.0,100,100,0.0
15,100,0.0001,0.0,0.2,0.0004247940677551,64.81,1.0,0.0,0.0,1.0,0.998,100,100,0.0
16,100,0.0001,0.0,0.2,0.0004247940677551,65.12,1.0,0.0,0.0,1.0,1.0,100,100,0.0
17,100,0.0001,0.0,0.2,0.0004247940677551,64.19,1.0,0.0,0.0,1.0,1.0,100,100,0.0
18,100,0.0001,0.0,0.2,0.0004247940677551,60.0,1.0,0.0,0.0,1.0,1.0,100,100,0.0
19,100,0.0001,0.0,0.2,0.0004247940677551,64.06,1.0,0.0,0.0,1.0,1.0,100,100,0.0
0,10,0.0001,0.005,0.2,0.0016308858027061,0.05,1.0,0.0,0.0,1.0,1.0,10,10,5.0
1,10,0.0001,0.005,0.2,0.0016308858027061,0.03,0.9,0.0,0.0,1.0,1.0,9,10,5.0
2,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
3,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
4,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
5,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
6,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
7,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
8,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
9,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
10,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
11,10,0.0001,0.005,0.2,0.0016308858027061,0.03,1.0,0.0,0.0,1.0,1.0,10,10,5.0
12,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
13,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
14,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
15,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
16,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
17,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
18,10,0.0001,0.005,0.2,0.0016308858027061,0.04,1.0,0.0,0.0,1.0,1.0,10,10,5.0
19,10,0.0001,0.005,0.2,0.0016308858027061,0.02,0.6,0.0,0.0,1.0,1.0,6,10,5.0
0,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
1,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
2,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
3,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
4,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
5,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
6,20,0.0001,0.005,0.2,0.0016308858027061,0.3,1.0,0.0,0.0,1.0,1.0,20,20,5.0
7,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
8,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
9,20,0.0001,0.005,0.2,0.0016308858027061,0.29,1.0,0.0,0.0,1.0,1.0,20,20,5.0
10,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
11,20,0.0001,0.005,0.2,0.0016308858027061,0.3,0.95,0.0,0.0,1.0,1.0,19,20,5.0
12,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
13,20,0.0001,0.005,0.2,0.0016308858027061,0.3,1.0,0.0,0.0,1.0,1.0,20,20,5.0
14,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
15,20,0.0001,0.005,0.2,0.0016308858027061,0.33,1.0,0.0,0.0,1.0,1.0,20,20,5.0
16,20,0.0001,0.005,0.2,0.0016308858027061,0.31,1.0,0.0,0.0,1.0,1.0,20,20,5.0
17,20,0.0001,0.005,0.2,0.0016308858027061,0.32,1.0,0.0,0.0,1.0,1.0,20,20,5.0
18,20,0.0001,0.005,0.2,0.0016308858027061,0.29,0.95,0.0,0.0,1.0,1.0,19,20,5.0
19,20,0.0001,0.005,0.2,0.0016308858027061,0.34,1.0,0.0,0.0,1.0,1.0,20,20,5.0
0,50,0.0001,0.005,0.2,0.0016308858027061,4.78,1.0,0.0,0.0,1.0,1.0,50,50,5.0
1,50,0.0001,0.005,0.2,0.0016308858027061,5.93,1.0,0.0,0.0,1.0,1.0,50,50,5.0
2,50,0.0001,0.005,0.2,0.0016308858027061,5.14,0.88,0.0,0.0,1.0,1.0,44,50,5.0
3,50,0.0001,0.005,0.2,0.0016308858027061,5.87,1.0,0.0,0.0,1.0,1.0,50,50,5.0
4,50,0.0001,0.005,0.2,0.0016308858027061,6.21,0.98,0.0,0.0,1.0,1.0,49,50,5.0
5,50,0.0001,0.005,0.2,0.0016308858027061,6.22,1.0,0.0,0.0,1.0,1.0,50,50,5.0
6,50,0.0001,0.005,0.2,0.0016308858027061,6.51,1.0,0.0,0.0,1.0,1.0,50,50,5.0
7,50,0.0001,0.005,0.2,0.0016308858027061,5.0,0.8,0.0,0.0,1.0,1.0,40,50,5.0
8,50,0.0001,0.005,0.2,0.0016308858027061,6.51,1.0,0.0,0.0,1.0,1.0,50,50,5.0
9,50,0.0001,0.005,0.2,0.0016308858027061,6.38,1.0,0.0,0.0,1.0,1.0,50,50,5.0
10,50,0.0001,0.005,0.2,0.0016308858027061,6.01,1.0,0.0,0.0,1.0,1.0,50,50,5.0
11,50,0.0001,0.005,0.2,0.0016308858027061,6.75,1.0,0.0,0.0,1.0,1.0,50,50,5.0
12,50,0.0001,0.005,0.2,0.0016308858027061,6.0,1.0,0.0,0.0,1.0,1.0,50,50,5.0
13,50,0.0001,0.005,0.2,0.0016308858027061,6.15,1.0,0.0,0.0,1.0,1.0,50,50,5.0
14,50,0.0001,0.005,0.2,0.0016308858027061,4.96,1.0,0.0,0.0,1.0,1.0,50,50,5.0
15,50,0.0001,0.005,0.2,0.0016308858027061,6.56,1.0,0.0,0.0,1.0,1.0,50,50,5.0
16,50,0.0001,0.005,0.2,0.0016308858027061,6.82,1.0,0.0,0.0,1.0,1.0,50,50,5.0
