event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_res_um
16,50,0.0001,0.02,0.2,0.0063126685373225,4.1,0.9,0.0,0.0,1.0,1.0,45,50,20.0
17,50,0.0001,0.02,0.2,0.0063126685373225,4.84,1.0,0.0,0.0,1.0,1.0,50,50,20.0
18,50,0.0001,0.02,0.2,0.0063126685373225,4.13,0.92,0.0,0.0,1.0,1.0,46,50,20.0
19,50,0.0001,0.02,0.2,0.0063126685373225,4.82,1.0,0.0,0.0,1.0,1.0,50,50,20.0
0,100,0.0001,0.02,0.2,0.0063126685373225,53.07,1.0,0.0,0.0,1.0,1.0,100,100,20.0
1,100,0.0001,0.02,0.2,0.0063126685373225,40.99,0.8,0.0123456790123456,0.0,1.0,1.0,81,100,20.0
2,100,0.0001,0.02,0.2,0.0063126685373225,52.89,0.96,0.0204081632653061,0.0,1.0,1.0,98,100,20.0
3,100,0.0001,0.02,0.2,0.0063126685373225,53.07,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,20.0
4,100,0.0001,0.02,0.2,0.0063126685373225,53.49,0.15,0.0625,0.0,1.0,1.0,16,100,20.0
5,100,0.0001,0.02,0.2,0.0063126685373225,54.22,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,20.0
6,100,0.0001,0.02,0.2,0.0063126685373225,53.94,1.0,0.0,0.0,1.0,1.0,100,100,20.0
7,100,0.0001,0.02,0.2,0.0063126685373225,54.22,1.0,0.0,0.0,1.0,1.0,100,100,20.0
8,100,0.0001,0.02,0.2,0.0063126685373225,54.08,1.0,0.0,0.0,1.0,1.0,100,100,20.0
9,100,0.0001,0.02,0.2,0.0063126685373225,54.2,0.14,0.0666666666666666,0.0,1.0,1.0,15,100,20.0
10,100,0.0001,0.02,0.2,0.0063126685373225,54.28,1.0,0.0,0.0,1.0,1.0,100,100,20.0
11,100,0.0001,0.02,0.2,0.0063126685373225,54.19,0.71,0.1234567901234567,0.0,1.0,1.0,81,100,20.0
12,100,0.0001,0.02,0.2,0.0063126685373225,53.88,1.0,0.0,0.0,1.0,1.0,100,100,20.0
13,100,0.0001,0.02,0.2,0.0063126685373225,52.09,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,20.0
14,100,0.0001,0.02,0.2,0.0063126685373225,52.52,1.0,0.0,0.0,1.0,1.0,100,100,20.0
15,100,0.0001,0.02,0.2,0.0063126685373225,52.91,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,20.0
16,100,0.0001,0.02,0.2,0.0063126685373225,54.38,0.88,0.0434782608695652,0.0,1.0,1.0,92,100,20.0
17,100,0.0001,0.02,0.2,0.0063126685373225,49.23,0.96,0.0204081632653061,0.0,1.0,1.0,98,100,20.0
18,100,0.0001,0.02,0.2,0.0063126685373225,52.84,0.98,0.0,0.0,1.0,1.0,98,100,20.0
19,100,0.0001,0.02,0.2,0.0063126685373225,54.13,0.92,0.031578947368421,0.0,1.0,1.0,95,100,20.0
0,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
1,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
2,10,0.0001,0.03,0.2,0.0094570717326724,0.02,0.7,0.0,0.0,1.0,1.0,7,10,30.0
3,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
4,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
5,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
6,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
7,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
8,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
9,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
10,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
11,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
12,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
13,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
14,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
15,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
16,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
17,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
18,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
19,10,0.0001,0.03,0.2,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
0,20,0.0001,0.03,0.2,0.0094570717326724,0.28,1.0,0.0,0.0,1.0,1.0,20,20,30.0
1,20,0.0001,0.03,0.2,0.0094570717326724,0.25,1.0,0.0,0.0,1.0,1.0,20,20,30.0
2,20,0.0001,0.03,0.2,0.0094570717326724,0.25,1.0,0.0,0.0,1.0,1.0,20,20,30.0
3,20,0.0001,0.03,0.2,0.0094570717326724,0.25,1.0,0.0,0.0,1.0,1.0,20,20,30.0
4,20,0.0001,0.03,0.2,0.0094570717326724,0.18,0.8,0.0,0.0,1.0,1.0,16,20,30.0
5,20,0.0001,0.03,0.2,0.0094570717326724,0.25,1.0,0.0,0.0,1.0,1.0,20,20,30.0
6,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
7,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
8,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
9,20,0.0001,0.03,0.2,0.0094570717326724,0.23,1.0,0.0,0.0,1.0,1.0,20,20,30.0
10,20,0.0001,0.03,0.2,0.0094570717326724,0.2,0.9,0.0,0.0,1.0,1.0,18,20,30.0
11,20,0.0001,0.03,0.2,0.0094570717326724,0.24,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,30.0
12,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
13,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
14,20,0.0001,0.03,0.2,0.0094570717326724,0.24,0.0,0.0,0.0,0.0,0.0,0,20,30.0
15,20,0.0001,0.03,0.2,0.0094570717326724,0.21,0.85,0.0,0.0,1.0,1.0,17,20,30.0
16,20,0.0001,0.03,0.2,0.0094570717326724,0.24,1.0,0.0,0.0,1.0,1.0,20,20,30.0
17,20,0.0001,0.03,0.2,0.0094570717326724,0.19,0.8,0.0,0.0,1.0,1.0,16,20,30.0
18,20,0.0001,0.03,0.2,0.0094570717326724,0.24,0.95,0.0,0.0,1.0,1.0,19,20,30.0
19,20,0.0001,0.03,0.2,0.0094570717326724,0.25,1.0,0.0,0.0,1.0,1.0,20,20,30.0
0,50,0.0001,0.03,0.2,0.0094570717326724,4.61,1.0,0.0,0.0,1.0,1.0,50,50,30.0
1,50,0.0001,0.03,0.2,0.0094570717326724,4.91,1.0,0.0,0.0,1.0,1.0,50,50,30.0
2,50,0.0001,0.03,0.2,0.0094570717326724,4.91,0.88,0.0434782608695652,0.0,1.0,1.0,46,50,30.0
3,50,0.0001,0.03,0.2,0.0094570717326724,4.87,0.84,0.0869565217391304,0.0,1.0,1.0,46,50,30.0
4,50,0.0001,0.03,0.2,0.0094570717326724,4.81,1.0,0.0,0.0,1.0,1.0,50,50,30.0
5,50,0.0001,0.03,0.2,0.0094570717326724,4.74,1.0,0.0,0.0,1.0,1.0,50,50,30.0
6,50,0.0001,0.03,0.2,0.0094570717326724,4.92,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,30.0
7,50,0.0001,0.03,0.2,0.0094570717326724,4.75,1.0,0.0,0.0,1.0,1.0,50,50,30.0
8,50,0.0001,0.03,0.2,0.0094570717326724,4.13,0.9,0.0,0.0,1.0,0.9955555555555556,45,50,30.0
9,50,0.0001,0.03,0.2,0.0094570717326724,4.93,0.92,0.0212765957446808,0.0,1.0,1.0,47,50,30.0
10,50,0.0001,0.03,0.2,0.0094570717326724,4.56,1.0,0.0,0.0,1.0,1.0,50,50,30.0
11,50,0.0001,0.03,0.2,0.0094570717326724,4.82,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,30.0
12,50,0.0001,0.03,0.2,0.0094570717326724,4.9,1.0,0.0,0.0,1.0,1.0,50,50,30.0
13,50,0.0001,0.03,0.2,0.0094570717326724,4.91,0.94,0.0208333333333333,0.0,1.0,1.0,48,50,30.0
14,50,0.0001,0.03,0.2,0.0094570717326724,4.67,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,30.0
15,50,0.0001,0.03,0.2,0.0094570717326724,4.81,1.0,0.0,0.0,1.0,1.0,50,50,30.0
16,50,0.0001,0.03,0.2,0.0094570717326724,4.89,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,30.0
17,50,0.0001,0.03,0.2,0.0094570717326724,4.76,1.0,0.0,0.0,1.0,1.0,50,50,30.0
18,50,0.0001,0.03,0.2,0.0094570717326724,4.89,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,30.0
19,50,0.0001,0.03,0.2,0.0094570717326724,4.9,1.0,0.0,0.0,1.0,1.0,50,50,30.0
0,100,0.0001,0.03,0.2,0.0094570717326724,49.91,0.88,0.0222222222222222,0.0,1.0,1.0,90,100,30.0
1,100,0.0001,0.03,0.2,0.0094570717326724,50.69,1.0,0.0,0.0,1.0,1.0,100,100,30.0
2,100,0.0001,0.03,0.2,0.0094570717326724,43.85,0.93,0.0106382978723404,0.0,1.0,1.0,94,100,30.0
3,100,0.0001,0.03,0.2,0.0094570717326724,49.49,0.98,0.0,0.0,1.0,1.0,98,100,30.0
4,100,0.0001,0.03,0.2,0.0094570717326724,51.07,0.96,0.0103092783505154,0.0,1.0,1.0,97,100,30.0
5,100,0.0001,0.03,0.2,0.0094570717326724,50.88,0.96,0.0204081632653061,0.0,1.0,1.0,98,100,30.0
6,100,0.0001,0.03,0.2,0.0094570717326724,51.16,0.76,0.0129870129870129,0.0,1.0,1.0,77,100,30.0
7,100,0.0001,0.03,0.2,0.0094570717326724,51.52,0.94,0.0309278350515463,0.0,1.0,1.0,97,100,30.0
8,100,0.0001,0.03,0.2,0.0094570717326724,36.68,0.74,0.0,0.0,1.0,1.0,74,100,30.0
9,100,0.0001,0.03,0.2,0.0094570717326724,51.57,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,30.0
10,100,0.0001,0.03,0.2,0.0094570717326724,51.28,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,30.0
11,100,0.0001,0.03,0.2,0.0094570717326724,49.06,1.0,0.0,0.0,1.0,1.0,100,100,30.0
12,100,0.0001,0.03,0.2,0.0094570717326724,48.86,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,30.0
13,100,0.0001,0.03,0.2,0.0094570717326724,50.97,0.73,0.0641025641025641,0.0,1.0,1.0,78,100,30.0
14,100,0.0001,0.03,0.2,0.0094570717326724,52.33,0.88,0.0222222222222222,0.0,1.0,1.0,90,100,30.0
15,100,0.0001,0.03,0.2,0.0094570717326724,52.39,0.84,0.0454545454545454,0.0,1.0,1.0,88,100,30.0
16,100,0.0001,0.03,0.2,0.0094570717326724,51.77,0.95,0.0206185567010309,0.0,1.0,1.0,97,100,30.0
17,100,0.0001,0.03,0.2,0.0094570717326724,51.9,0.81,0.0689655172413793,0.0,1.0,1.0,87,100,30.0
18,100,0.0001,0.03,0.2,0.0094570717326724,50.98,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,30.0
19,100,0.0001,0.03,0.2,0.0094570717326724,51.79,0.92,0.031578947368421,0.0,1.0,1.0,95,100,30.0
0,10,0.0001,0.05,0.2,0.0157515370451374,0.03,0.9,0.0,0.0,1.0,1.0,9,10,50.0
1,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
2,10,0.0001,0.05,0.2,0.0157515370451374,0.03,0.9,0.0,0.0,1.0,1.0,9,10,50.0
3,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
4,10,0.0001,0.05,0.2,0.0157515370451374,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,50.0
5,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
6,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
7,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
8,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
9,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
10,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
11,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
12,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
13,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
14,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
15,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
16,10,0.0001,0.05,0.2,0.0157515370451374,0.04,1.0,0.0,0.0,1.0,1.0,10,10,50.0
17,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
18,10,0.0001,0.05,0.2,0.0157515370451374,0.03,1.0,0.0,0.0,1.0,1.0,10,10,50.0
19,10,0.0001,0.05,0.2,0.0157515370451374,0.02,0.8,0.0,0.0,1.0,1.0,8,10,50.0
0,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
1,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
2,20,0.0001,0.05,0.2,0.0157515370451374,0.29,1.0,0.0,0.0,1.0,1.0,20,20,50.0
3,20,0.0001,0.05,0.2,0.0157515370451374,0.29,1.0,0.0,0.0,1.0,1.0,20,20,50.0
4,20,0.0001,0.05,0.2,0.0157515370451374,0.3,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,50.0
5,20,0.0001,0.05,0.2,0.0157515370451374,0.31,1.0,0.0,0.0,1.0,1.0,20,20,50.0
6,20,0.0001,0.05,0.2,0.0157515370451374,0.23,0.75,0.0,0.0,1.0,1.0,15,20,50.0
7,20,0.0001,0.05,0.2,0.0157515370451374,0.28,1.0,0.0,0.0,1.0,1.0,20,20,50.0
8,20,0.0001,0.05,0.2,0.0157515370451374,0.3,0.0,1.0,0.0,0.0,0.0,1,20,50.0
9,20,0.0001,0.05,0.2,0.0157515370451374,0.3,0.8,0.0588235294117647,0.0,1.0,1.0,17,20,50.0
10,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
11,20,0.0001,0.05,0.2,0.0157515370451374,0.28,1.0,0.0,0.0,1.0,1.0,20,20,50.0
12,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
13,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
14,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
15,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
16,20,0.0001,0.05,0.2,0.0157515370451374,0.33,1.0,0.0,0.0,1.0,1.0,20,20,50.0
17,20,0.0001,0.05,0.2,0.0157515370451374,0.3,1.0,0.0,0.0,1.0,1.0,20,20,50.0
18,20,0.0001,0.05,0.2,0.0157515370451374,0.24,0.85,0.0,0.0,1.0,1.0,17,20,50.0
19,20,0.0001,0.05,0.2,0.0157515370451374,0.31,1.0,0.0,0.0,1.0,1.0,20,20,50.0
0,50,0.0001,0.05,0.2,0.0157515370451374,4.44,0.6,0.0625,0.0,1.0,1.0,32,50,50.0
1,50,0.0001,0.05,0.2,0.0157515370451374,5.5,0.88,0.0222222222222222,0.0,1.0,1.0,45,50,50.0
2,50,0.0001,0.05,0.2,0.0157515370451374,5.88,0.46,0.2580645161290322,0.0,1.0,1.0,31,50,50.0
3,50,0.0001,0.05,0.2,0.0157515370451374,5.87,0.84,0.0454545454545454,0.0,1.0,1.0,44,50,50.0
4,50,0.0001,0.05,0.2,0.0157515370451374,6.04,0.92,0.0212765957446808,0.0,1.0,1.0,47,50,50.0
5,50,0.0001,0.05,0.2,0.0157515370451374,5.9,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,50.0
6,50,0.0001,0.05,0.2,0.0157515370451374,5.94,0.96,0.0,0.0,1.0,1.0,48,50,50.0
7,50,0.0001,0.05,0.2,0.0157515370451374,5.99,0.92,0.0212765957446808,0.0,1.0,1.0,47,50,50.0
8,50,0.0001,0.05,0.2,0.0157515370451374,6.02,0.84,0.0666666666666666,0.0,1.0,1.0,45,50,50.0
9,50,0.0001,0.05,0.2,0.0157515370451374,5.92,0.88,0.0434782608695652,0.0,1.0,1.0,46,50,50.0
10,50,0.0001,0.05,0.2,0.0157515370451374,5.07,0.96,0.0,0.0,1.0,1.0,48,50,50.0
11,50,0.0001,0.05,0.2,0.0157515370451374,5.9,1.0,0.0,0.0,1.0,1.0,50,50,50.0
12,50,0.0001,0.05,0.2,0.0157515370451374,5.4,0.96,0.0,0.0,1.0,1.0,48,50,50.0
13,50,0.0001,0.05,0.2,0.0157515370451374,5.56,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,50.0
14,50,0.0001,0.05,0.2,0.0157515370451374,5.95,0.16,0.3333333333333333,0.0,1.0,1.0,12,50,50.0
15,50,0.0001,0.05,0.2,0.0157515370451374,5.9,0.62,0.1621621621621621,0.0,1.0,1.0,37,50,50.0
16,50,0.0001,0.05,0.2,0.0157515370451374,5.89,0.26,0.2352941176470588,0.0,1.0,1.0,17,50,50.0
17,50,0.0001,0.05,0.2,0.0157515370451374,5.96,1.0,0.0,0.0,1.0,1.0,50,50,50.0
18,50,0.0001,0.05,0.2,0.0157515370451374,5.91,1.0,0.0,0.0,1.0,1.0,50,50,50.0
19,50,0.0001,0.05,0.2,0.0157515370451374,5.31,0.88,0.0222222222222222,0.0,1.0,1.0,45,50,50.0
0,100,0.0001,0.05,0.2,0.0157515370451374,74.05,0.51,0.0555555555555555,0.0,1.0,1.0,54,100,50.0
1,100,0.0001,0.05,0.2,0.0157515370451374,72.04,0.35,0.0277777777777777,0.0,1.0,1.0,36,100,50.0
2,100,0.0001,0.05,0.2,0.0157515370451374,77.17,0.45,0.0625,0.0,1.0,1.0,48,100,50.0
3,100,0.0001,0.05,0.2,0.0157515370451374,72.13,0.55,0.0983606557377049,0.0,1.0,1.0,61,100,50.0
4,100,0.0001,0.05,0.2,0.0157515370451374,77.32,0.4,0.1304347826086956,0.0,1.0,1.0,46,100,50.0
5,100,0.0001,0.05,0.2,0.0157515370451374,77.06,0.0,1.0,0.0,0.0,0.0,1,100,50.0
6,100,0.0001,0.05,0.2,0.0157515370451374,73.29,0.26,0.037037037037037,0.0,1.0,1.0,27,100,50.0
7,100,0.0001,0.05,0.2,0.0157515370451374,76.97,0.02,0.3333333333333333,0.0,1.0,1.0,3,100,50.0
8,100,0.0001,0.05,0.2,0.0157515370451374,72.28,0.93,0.0210526315789473,0.0,1.0,1.0,95,100,50.0
9,100,0.0001,0.05,0.2,0.0157515370451374,76.75,0.82,0.0120481927710843,0.0,1.0,1.0,83,100,50.0
10,100,0.0001,0.05,0.2,0.0157515370451374,76.85,0.42,0.0666666666666666,0.0,1.0,1.0,45,100,50.0
11,100,0.0001,0.05,0.2,0.0157515370451374,68.94,0.86,0.0227272727272727,0.0,1.0,1.0,88,100,50.0
12,100,0.0001,0.05,0.2,0.0157515370451374,70.91,0.76,0.0256410256410256,0.0,1.0,1.0,78,100,50.0
13,100,0.0001,0.05,0.2,0.0157515370451374,71.8,0.28,0.0666666666666666,0.0,1.0,1.0,30,100,50.0
14,100,0.0001,0.05,0.2,0.0157515370451374,77.0,0.23,0.0416666666666666,0.0,1.0,1.0,24,100,50.0
15,100,0.0001,0.05,0.2,0.0157515370451374,75.88,0.44,0.0638297872340425,0.0,1.0,1.0,47,100,50.0
16,100,0.0001,0.05,0.2,0.0157515370451374,74.83,0.67,0.0428571428571428,0.0,1.0,1.0,70,100,50.0
17,100,0.0001,0.05,0.2,0.0157515370451374,72.05,0.69,0.0675675675675675,0.0,1.0,1.0,74,100,50.0
18,100,0.0001,0.05,0.2,0.0157515370451374,71.55,0.76,0.0617283950617283,0.0,1.0,1.0,81,100,50.0
19,100,0.0001,0.05,0.2,0.0157515370451374,73.51,0.85,0.0116279069767441,0.0,1.0,1.0,86,100,50.0
