noise,T,rep,config,beta,alpha,n_seg,epsilon,valid,tau_att,p_anc,emu_cos_dense,solver,cls,n,frac_wp,frac_e1,med,q99,mx,auc,tau_wp,eff_wp,far_wp,pur_wp,tau_e1,far_e1,gap
moderate,100,1,base,0.0,0.0,39800,0.0031777035588293387,True,0.35,0.0021463182993766844,,1bqf_emu,cohit-true,39400,0.0,0.0009644670050761421,2.391888279584674e-19,2.391888279584674e-19,0.0014948571576761322,0.9999951534321353,0.001525006049879806,,,,0.0014143454114517238,,
moderate,100,1,base,0.0,0.0,39800,0.0031777035588293387,True,0.35,0.0021463182993766844,,1bqf_emu,TRUE-coupled,398,0.9949748743718593,1.0,0.0018006502558114558,0.002824532335435316,0.0037614440799735452,,0.001525006049879806,,,,0.0014143454114517238,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,,,classical,ALL,39800,0.009949748743718593,0.011005025125628141,0.24999999993533834,0.33333352595357696,0.5199937025244796,,0.35713917932826456,0.9949748743718593,0.0,1.0,0.3039977425510484,0.091324200913242,-0.029335783401528592
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,,,classical,C-true,2,0.0,1.0,0.30399774255204837,0.30399774255204837,0.30399774255204837,0.9949748743718593,0.35713917932826456,,,,0.3039977425510484,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,,,classical,cohit-true,39400,0.0,0.0009644670050761421,0.24999999993533834,0.24999999993533834,0.33333352595357696,0.9999951534321353,0.35713917932826456,,,,0.3039977425510484,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,,,classical,TRUE-coupled,398,0.9949748743718593,1.0,0.36799576050754973,0.4550690750983686,0.5199937025244796,,0.35713917932826456,,,,0.3039977425510484,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,0.0033194370641809363,,1bqf_emu,ALL,39800,0.01,0.024271356783919597,2.391888279584674e-19,0.001494893672668123,0.0033865585262527467,,0.0014985076568744694,0.9949748743718593,0.005025125628140704,0.9949748743718593,0.0014537451329607858,0.587991718426501,-4.4763522913683455e-05
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,0.0033194370641809363,,1bqf_emu,C-true,2,1.0,1.0,0.0014985086568744693,0.0014985086568744693,0.0014985086568744693,0.9899497487437185,0.0014985076568744694,,,,0.0014537451329607858,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,0.0033194370641809363,,1bqf_emu,cohit-true,39400,0.0,0.014365482233502537,2.391888279584674e-19,0.0014948571576761315,0.0014948571576761322,0.9999278116470678,0.0014985076568744694,,,,0.0014537451329607858,,
moderate,100,1,fork,1.0,0.0,39800,0.0031777035588293387,True,0.35,0.0033194370641809363,,1bqf_emu,TRUE-coupled,398,0.9949748743718593,1.0,0.0016463619845546794,0.0028303007321443664,0.0033865585262527467,,0.0014985076568744694,,,,0.0014537451329607858,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,39800,0.009974874371859297,0.010050251256281407,0.01762001065341349,0.025242549492972624,0.039754599062756,,0.025307146373019635,0.992462311557789,0.005037783375314861,0.9949622166246851,0.025238755870727013,0.005,-0.002320773687671123
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,2,1.0,1.0,0.027559529559398072,0.027559529559398135,0.027559529559398135,0.5012562814070352,0.025307146373019635,,,,0.025238755870727013,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,39400,0.0,0.0,0.017612051949287624,0.01784570834374219,0.02358433118550891,1.0,0.025307146373019635,,,,0.025238755870727013,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,398,0.992462311557789,1.0,0.027559529559398256,0.03214734307473366,0.039754599062756,,0.025307146373019635,,,,0.025238755870727013,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5311923048861117,,1bqf_emu,ALL,39800,0.9996231155778894,0.9996733668341709,0.0037829900224916942,0.003789989664248345,0.0037900273248663067,,0.0031898915537677546,0.9949748743718593,0.9900464999371622,0.009953500062837753,0.003189827704795117,0.9899967326011009,-0.0006001996190711898
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5311923048861117,,1bqf_emu,C-true,2,1.0,1.0,0.0031931550671299115,0.0031931550671394963,0.003193155067139692,0.7562814070351759,0.0031898915537677546,,,,0.003189827704795117,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5311923048861117,,1bqf_emu,cohit-true,39400,0.9996700507614213,0.9996700507614213,0.003787314308205403,0.003789989664248722,0.0037900273248663067,0.18581422340127032,0.0031898915537677546,,,,0.003189827704795117,,
moderate,100,1,occ,0.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5311923048861117,,1bqf_emu,TRUE-coupled,398,0.9949748743718593,1.0,0.003752603126386511,0.0037750155255784025,0.003776838666908375,,0.0031898915537677546,,,,0.003189827704795117,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,39800,0.009974874371859297,0.010050251256281407,0.017653228373681034,0.025316201551028913,0.042644932903339455,,0.025355630251729717,0.992462311557789,0.005037783375314861,0.9949622166246851,0.025297202352797366,0.005,-0.0020989715186460027
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,2,1.0,1.0,0.027396173872443343,0.027396173872443367,0.027396173872443367,0.5025125628140703,0.025355630251729717,,,,0.025297202352797366,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,39400,0.0,0.0,0.017653202408173158,0.01833394426559947,0.02363308921234316,1.0,0.025355630251729717,,,,0.025297202352797366,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,398,0.992462311557789,1.0,0.027396173872443672,0.03226682435531918,0.042644932903339455,,0.025355630251729717,,,,0.025297202352797366,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5330116384996704,,1bqf_emu,ALL,39800,0.9995979899497487,0.9996733668341709,0.003786906073705959,0.0037910925585780387,0.0038215647168105683,,0.003209478723210227,0.992462311557789,0.9900713854816007,0.009928614518399357,0.003209430334947284,0.9899967326011009,-0.0006121343808632843
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5330116384996704,,1bqf_emu,C-true,2,1.0,1.0,0.0032477646896217605,0.003247764689628948,0.0032477646896290945,0.7562814070351759,0.003209478723210227,,,,0.003209430334947284,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5330116384996704,,1bqf_emu,cohit-true,39400,0.9996700507614213,0.9996700507614213,0.0037887427884286144,0.0037910925676016586,0.0038215647168105683,0.1870143866540826,0.003209478723210227,,,,0.003209430334947284,,
moderate,100,1,both,1.0,0.3,39800,0.0031777035588293387,True,0.5230769230769231,0.5330116384996704,,1bqf_emu,TRUE-coupled,398,0.992462311557789,1.0,0.0037559338651150845,0.00377615859982288,0.0037786911999766136,,0.003209478723210227,,,,0.003209430334947284,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,ALL,38808,0.011337868480725623,0.011337868480725623,0.2500000000366324,0.3333332145256788,0.5999968458848237,,0.3333332135256788,1.0,0.11818181818181818,0.8818181818181818,0.33333321452467884,0.11818181818181818,-0.0952416556713288
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,C-true,5,1.0,1.0,0.3917555703969312,0.39999916384617135,0.39999916384617135,0.5881443298969072,0.3333332135256788,,,,0.33333321452467884,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,fork-true,1,0.0,0.0,0.2500000000366324,0.2500000000366324,0.2500000000366324,1.0,0.3333332135256788,,,,0.33333321452467884,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,cohit-true,38406,0.001223767119720877,0.001223767119720877,0.2500000000366324,0.2500000000366324,0.42857487019700763,0.9999619502107435,0.3333332135256788,,,,0.33333321452467884,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,cohit-false,8,0.0,0.0,0.2500000000366324,0.2500000000366324,0.2500000000366324,1.0,0.3333332135256788,,,,0.33333321452467884,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,TRUE-coupled,388,1.0,1.0,0.3711350401545271,0.4952613076624067,0.5999968458848237,,0.3333332135256788,,,,0.33333321452467884,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,ALL,38808,0.011286332714904144,0.011337868480725623,2.3918882795846747e-19,0.0014948571576761322,0.0039007934402576078,,0.0014948561576761323,0.9948453608247423,0.1187214611872146,0.8812785388127854,0.0014143454114517238,0.11818181818181818,-0.0012883295501467762
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,C-true,5,1.0,1.0,0.0017137281864006912,0.0018006502558114556,0.0018006502558114556,0.493298969072165,0.0014948561576761323,,,,0.0014143454114517238,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,fork-true,1,0.0,0.0,2.3918882795846747e-19,2.3918882795846747e-19,2.3918882795846747e-19,1.0,0.0014948561576761323,,,,0.0014143454114517238,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,cohit-true,38406,0.001223767119720877,0.001223767119720877,2.3918882795846747e-19,2.3918882795846747e-19,0.0027026749625985,0.999931886179726,0.0014948561576761323,,,,0.0014143454114517238,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,cohit-false,8,0.0,0.0,2.3918882795846747e-19,2.3918882795846747e-19,2.3918882795846747e-19,1.0,0.0014948561576761323,,,,0.0014143454114517238,,
moderate,100,2,base,0.0,0.0,38808,0.0031777035588293387,True,0.35,0.002121931224492657,,1bqf_emu,TRUE-coupled,388,0.9948453608247423,1.0,0.001646361984554679,0.0030881000065783423,0.0039007934402576078,,0.0014948561576761323,,,,0.0014143454114517238,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,ALL,38808,0.011054421768707483,0.9787414965986394,0.249999999822091,0.33333349773491744,0.5209179087820922,,0.3040010326227293,0.9922680412371134,0.10256410256410256,0.8974358974358975,0.23769054433395337,0.9897849037727404,-0.1511987195175993
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,C-true,5,0.2,1.0,0.2724929504380282,0.30295210154251145,0.30400103362272934,0.9953608247422681,0.3040010326227293,,,,0.23769054433395337,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,fork-true,1,0.0,0.0,0.13743980524033717,0.13743980524033717,0.13743980524033717,1.0,0.3040010326227293,,,,0.23769054433395337,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,cohit-true,38406,0.0011196167265531427,0.9785450190074467,0.249999999822091,0.249999999822091,0.3888892638525527,0.9949150852181065,0.3040010326227293,,,,0.23769054433395337,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,cohit-false,8,0.0,1.0,0.249999999822091,0.249999999822091,0.249999999822091,0.9948453608247423,0.3040010326227293,,,,0.23769054433395337,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,,,classical,TRUE-coupled,388,0.9922680412371134,1.0,0.3636364690921059,0.45454534125837803,0.5209179087820922,,0.3040010326227293,,,,0.23769054433395337,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,ALL,38808,0.03233869305297877,0.032519068233353945,2.3918882795846747e-19,0.0014948571576761322,0.0040294620848827555,,0.0014948561576761323,0.9948453608247423,0.6924302788844622,0.3075697211155379,0.0010670514318744373,0.6925515055467512,-0.0016950844311355146
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,C-true,5,0.6,0.8,0.0014985086568744693,0.0019048154626256097,0.0019079696969703456,0.790721649484536,0.0014948561576761323,,,,0.0010670514318744373,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,fork-true,1,1.0,1.0,0.0015847358474693563,0.0015847358474693563,0.0015847358474693563,0.5051546391752577,0.0014948561576761323,,,,0.0010670514318744373,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,cohit-true,38406,0.02252252252252252,0.022626672915690257,2.3918882795846747e-19,0.0014948571576761313,0.002762135864009952,0.999801429759418,0.0014948561576761323,,,,0.0010670514318744373,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,cohit-false,8,0.0,0.0,2.3918882795846747e-19,2.3918882795846747e-19,2.3918882795846747e-19,1.0,0.0014948561576761323,,,,0.0010670514318744373,,
moderate,100,2,fork,1.0,0.0,38808,0.0031777035588293387,True,0.35,0.003949550212114456,,1bqf_emu,TRUE-coupled,388,0.9948453608247423,1.0,0.001646361984554679,0.002831613900258151,0.0040294620848827555,,0.0014948561576761323,,,,0.0010670514318744373,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,38808,0.010410224695938981,0.010461760461760462,0.01779707156678309,0.024271554649226215,0.0423770847380172,,0.023749407298470315,0.9948453608247423,0.04455445544554455,0.9554455445544554,0.023734868118099245,0.04433497536945813,-0.006407017421230319
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,5,1.0,1.0,0.027474807271697686,0.02799740535079031,0.02800570804931655,0.5907216494845361,0.023749407298470315,,,,0.023734868118099245,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,fork-true,1,0.0,0.0,0.01745897505462785,0.01745897505462785,0.01745897505462785,1.0,0.023749407298470315,,,,0.023734868118099245,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,38406,0.0003384887777951362,0.0003384887777951362,0.017780217932671254,0.01827116014670966,0.030141885540329563,0.9999815455166745,0.023749407298470315,,,,0.023734868118099245,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-false,8,0.0,0.0,0.018349056869865425,0.01834905686986576,0.018349056869865772,1.0,0.023749407298470315,,,,0.023734868118099245,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,388,0.9948453608247423,1.0,0.026822125306656716,0.03524733918268429,0.0423770847380172,,0.023749407298470315,,,,0.023734868118099245,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,ALL,38808,0.9997938569367141,1.0,0.003547211758768638,0.0035567833744763514,0.003556983449296811,,0.0008954781969042092,0.9922680412371134,0.9900773195876289,0.009922680412371133,0.0008951599861682431,0.9900020614306329,-0.002661823462128568
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,C-true,5,1.0,1.0,0.0035436080743365384,0.003550182010125698,0.0035503788388255787,0.05154639175257732,0.0008954781969042092,,,,0.0008951599861682431,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,fork-true,1,1.0,1.0,0.003547442413370861,0.003547442413370861,0.003547442413370861,0.0,0.0008954781969042092,,,,0.0008951599861682431,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,cohit-true,38406,0.9998698120085403,1.0,0.0035473022197284407,0.0035567835989562657,0.003556983449296811,0.3101292699647982,0.0008954781969042092,,,,0.0008951599861682431,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,cohit-false,8,1.0,1.0,0.0009249813531786473,0.0009249813531804945,0.0009249813531806025,0.7577319587628866,0.0008954781969042092,,,,0.0008951599861682431,,
moderate,100,2,occ,0.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.3044097872302168,,1bqf_emu,TRUE-coupled,388,0.9922680412371134,1.0,0.0035125881396966194,0.003539420747304353,0.003545458121341454,,0.0008954781969042092,,,,0.0008951599861682431,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,38808,0.01030715316429602,0.011260564831993404,0.017786589741397726,0.02382630504155573,0.040767606407778455,,0.023741508826650295,0.9922680412371134,0.0375,0.9625,0.02323272145595608,0.11212814645308924,-0.0060031444937430345
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,5,0.4,0.8,0.023518901254656218,0.025014094231916712,0.025065588195813383,0.9896907216494846,0.023741508826650295,,,,0.02323272145595608,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,fork-true,1,0.0,0.0,0.011841238154734283,0.011841238154734283,0.011841238154734283,1.0,0.023741508826650295,,,,0.02323272145595608,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-true,38406,0.0003384887777951362,0.0011716919231370099,0.017786254575881302,0.01826976950395357,0.029235865950699113,0.9999769151190402,0.023741508826650295,,,,0.02323272145595608,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,cohit-false,8,0.0,0.0,0.018347621375537165,0.018347621375537495,0.018347621375537505,1.0,0.023741508826650295,,,,0.02323272145595608,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,,,classical,TRUE-coupled,388,0.9922680412371134,1.0,0.026399206843860788,0.03567292122717959,0.040767606407778455,,0.023741508826650295,,,,0.02323272145595608,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,ALL,38808,0.9999226963512677,1.0,0.003556334887032769,0.0036152708511253346,0.00366011928527389,,0.0008955262689966844,0.9922680412371134,0.9900785981187992,0.009921401881200876,0.0008944534918260641,0.9900020614306329,-0.0027656657924478257
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,C-true,5,1.0,1.0,0.0035951985042269327,0.003637403574660527,0.003637429670035384,0.005670103092783505,0.0008955262689966844,,,,0.0008944534918260641,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,fork-true,1,1.0,1.0,0.0035809170308142456,0.0035809170308142456,0.0035809170308142456,0.010309278350515464,0.0008955262689966844,,,,0.0008944534918260641,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,cohit-true,38406,1.0,1.0,0.003556351172540126,0.0036152756902956044,0.00366011928527389,0.37636543044444837,0.0008955262689966844,,,,0.0008944534918260641,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,cohit-false,8,1.0,1.0,0.0009254909436480034,0.0009254909436505002,0.0009254909436505053,0.7577319587628866,0.0008955262689966844,,,,0.0008944534918260641,,
moderate,100,2,both,1.0,0.3,38808,0.0031777035588293387,True,0.5230769230769231,0.30739545334478136,,1bqf_emu,TRUE-coupled,388,0.9922680412371134,1.0,0.0035281271379962098,0.0035698755679978433,0.003637429670026221,,0.0008955262689966844,,,,0.0008944534918260641,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,ALL,157012,0.007196902147606553,1.0,0.24999999957507535,0.24999999957507535,0.5999920619630309,,0.3333336695549463,0.9974522292993631,0.3070796460176991,0.6929203539823009,0.24999999957407534,0.9950003821363972,-0.17855982337806542
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,C-true,12,1.0,1.0,0.3968171809331811,0.39998292531188884,0.39998292531188884,0.4996815286624204,0.3333336695549463,,,,0.24999999957407534,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,fork-true,2,0.0,1.0,0.24999999957507535,0.24999999957507535,0.24999999957507535,1.0,0.3333336695549463,,,,0.24999999957407534,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,cohit-true,156201,0.002144672569317738,1.0,0.24999999957507535,0.24999999957507535,0.42855982295314077,0.9982653332059456,0.3333336695549463,,,,0.24999999957407534,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,cohit-false,12,0.0,1.0,0.24999999957507535,0.24999999957507535,0.24999999957507535,1.0,0.3333336695549463,,,,0.24999999957407534,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,TRUE-coupled,785,0.9974522292993631,1.0,0.39365143655447327,0.567032826898759,0.5999920619630309,,0.3333336695549463,,,,0.24999999957407534,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,ALL,157012,0.007165057447838382,1.0,1.195944139792337e-19,1.195944139792337e-19,0.001950396720128804,,0.0007474275788380661,0.9923566878980892,0.3075555555555556,0.6924444444444444,-9.99999880405586e-13,0.9950003821363972,-0.00135133748129925
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,C-true,12,0.9166666666666666,1.0,0.0008568640932003456,0.0009003251279057279,0.0009003251279057279,0.5400212314225054,0.0007474275788380661,,,,-9.99999880405586e-13,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,fork-true,2,0.0,1.0,1.195944139792337e-19,1.195944139792337e-19,1.195944139792337e-19,1.0,0.0007474275788380661,,,,-9.99999880405586e-13,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,cohit-true,156201,0.002144672569317738,1.0,1.195944139792337e-19,1.195944139792337e-19,0.0013513374812992502,0.9982368463106718,0.0007474275788380661,,,,-9.99999880405586e-13,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,cohit-false,12,0.0,1.0,1.195944139792337e-19,1.195944139792337e-19,1.195944139792337e-19,1.0,0.0007474275788380661,,,,-9.99999880405586e-13,,
moderate,200,0,base,0.0,0.0,157012,0.0031777035588293387,True,0.35,0.0012199108982416452,,1bqf_emu,TRUE-coupled,785,0.9923566878980892,1.0,0.0008568640932003456,0.0018807220399867726,0.001950396720128804,,0.0007474275788380661,,,,-9.99999880405586e-13,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,ALL,157012,0.007056785468626601,0.9742440068275037,0.2499999997329624,0.2499999997329624,0.5861853969995796,,0.3103370839536334,0.9910828025477707,0.29783393501805056,0.7021660649819494,0.23857340415561762,0.9948682077297213,-0.18998294948231345
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,C-true,12,0.4166666666666667,1.0,0.30473434578211295,0.3960128536433623,0.3965394923234379,0.8281316348195329,0.3103370839536334,,,,0.23857340415561762,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,fork-true,2,0.0,0.0,0.17050910086554683,0.17050910086554683,0.17050910086554683,1.0,0.3103370839536334,,,,0.23857340415561762,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,cohit-true,156201,0.002080652492621686,0.9741230849994559,0.2499999997329624,0.2499999997329624,0.4285563536389311,0.9966440920458643,0.3103370839536334,,,,0.23857340415561762,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,cohit-false,12,0.0,1.0,0.2499999997329624,0.2499999997329624,0.2499999997329624,0.9955414012738854,0.3103370839536334,,,,0.23857340415561762,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,,,classical,TRUE-coupled,785,0.9910828025477707,1.0,0.3711351697289757,0.5200088072621629,0.5861853969995796,,0.3103370839536334,,,,0.23857340415561762,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,ALL,157012,0.03275545818154026,1.0,1.195944139792337e-19,0.0007474285788380658,0.0020476291032575774,,0.0007469455569165288,0.9910828025477707,0.8487264242659927,0.15127357573400738,-9.99999880405586e-13,0.9950003821363972,-0.0013810679320049755
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,C-true,12,0.6666666666666666,1.0,0.0007492543284372346,0.0009503999496085446,0.0009503999496085446,0.7837579617834395,0.0007469455569165288,,,,-9.99999880405586e-13,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,fork-true,2,0.0,1.0,0.0005521159559073401,0.0005521159559073401,0.0005521159559073401,0.9974522292993631,0.0007469455569165288,,,,-9.99999880405586e-13,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,cohit-true,156201,0.027893547416469804,1.0,1.195944139792337e-19,0.0007474285788380658,0.0013810679320049757,0.9979712975568756,0.0007469455569165288,,,,-9.99999880405586e-13,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,cohit-false,12,0.0,1.0,1.195944139792337e-19,1.195944139792337e-19,1.195944139792337e-19,0.9980891719745223,0.0007469455569165288,,,,-9.99999880405586e-13,,
moderate,200,0,fork,1.0,0.0,157012,0.0031777035588293387,True,0.35,0.0034909023292527576,,1bqf_emu,TRUE-coupled,785,0.9910828025477707,1.0,0.0008797717675980636,0.0016932792631263733,0.0020476291032575774,,0.0007469455569165288,,,,-9.99999880405586e-13,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,ALL,157012,0.005095151962907294,0.007368863526354673,0.009065835612123221,0.009113927105696615,0.021586869605928927,,0.012112979773840188,0.9910828025477707,0.0275,0.9725,0.009119242983557726,0.32152117545375974,-0.006315232872139077
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,C-true,12,1.0,1.0,0.01426511587601656,0.014425229081014953,0.014425933665716388,0.525583864118896,0.012112979773840188,,,,0.009119242983557726,,
moderate,200,0,occ,0.0,0.3,157012,0.0031777035588293387,True,0.5230769230769231,,,classical,fork-true,2,0.0,0.0,0.009064521007017896,0.009088282431263613,0.009088767358289037,1.0,0.012112979773840188,,,,0.009119242983557726,,
