noise,T,rep,config,beta,alpha,n_seg,epsilon,valid,tau_att,p_anc,emu_cos_dense,solver,cls,n,frac_wp,frac_e1,med,q99,mx,auc,tau_wp,eff_wp,far_wp,pur_wp,tau_e1,far_e1,gap
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,38810,0.010383921669672764,0.2734862148930688,0.017821712716468215,0.023929815355722684,0.040027747583286595,,0.02383282462675681,0.9922879177377892,0.04218362282878412,0.9578163771712159,0.017925863944846816,0.9633502920670812,-0.00981755850591317
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,3,1.0,1.0,0.027665126727143063,0.027741856537267646,0.027743422451759984,0.4910025706940874,0.02383282462675681,,,,0.017925863944846816,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,fork-true,1,0.0,0.0,0.017849177070957855,0.017849177070957855,0.017849177070957855,1.0,0.02383282462675681,,,,0.017925863944846816,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38408,0.00036450739429285566,0.2659081441366382,0.01782158281236245,0.018184635111409633,0.02401192102048799,0.9992998325648738,0.02383282462675681,,,,0.017925863944846816,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.0,1.0,0.01820548369574564,0.01826225060628843,0.018262250606288444,0.9965724078834619,0.02383282462675681,,,,0.017925863944846816,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,389,0.9922879177377892,1.0,0.026713482842583076,0.034465873917682265,0.040027747583286595,,0.02383282462675681,,,,0.017925863944846816,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,ALL,38810,0.9995619685648028,1.0,0.0031790205372180724,0.003204907035259547,0.0032055061321295663,,0.0015650879703217992,0.9922879177377892,0.9900497512437811,0.009950248756218905,0.001563253811386652,0.9899768101004895,-0.0016422523197429143
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,C-true,3,1.0,1.0,0.0031885249307510763,0.0031885643530249986,0.003188565157561201,0.006855184233076264,0.0015650879703217992,,,,0.001563253811386652,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,fork-true,1,1.0,1.0,0.0032044344733253836,0.0032044344733253836,0.0032044344733253836,0.0,0.0015650879703217992,,,,0.001563253811386652,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,cohit-true,38408,0.9996354926057072,1.0,0.00319438539865692,0.0032049085000610735,0.0032055061321295663,0.31331639348914564,0.0015650879703217992,,,,0.001563253811386652,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,cohit-false,9,1.0,1.0,0.00159417592655721,0.0031580988018680483,0.0031942831258136434,0.6166809483004856,0.0015650879703217992,,,,0.001563253811386652,,
heavy,100,2,occ,0.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.2977272938118332,,1bqf_emu,TRUE-coupled,389,0.9922879177377892,1.0,0.003140061315310242,0.0031857178642763135,0.0032043997990576843,,0.0015650879703217992,,,,0.001563253811386652,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,38810,0.010435454779695954,0.017830456068023706,0.017840916996797743,0.02394007819451963,0.04150609338707564,,0.02384603505932824,0.9922879177377892,0.04691358024691358,0.9530864197530864,0.018296633905444667,0.43786127167630057,-0.012306092099771515
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,3,1.0,1.0,0.030485616081168176,0.03060038380771522,0.03060272600621618,0.6495287060839761,0.02384603505932824,,,,0.018296633905444667,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,fork-true,1,0.0,0.0,0.015496952367143607,0.015496952367143607,0.015496952367143607,1.0,0.02384603505932824,,,,0.018296633905444667,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38408,0.00041657987919183504,0.007810872734846907,0.017840553636002753,0.01821844091759193,0.025866550144071097,0.999957900266065,0.02384603505932824,,,,0.018296633905444667,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.0,0.0,0.018204796368841484,0.0182615640743876,0.018261564074387615,1.0,0.02384603505932824,,,,0.018296633905444667,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,389,0.9922879177377892,1.0,0.026631699634280165,0.03422363472621063,0.04150609338707564,,0.02384603505932824,,,,0.018296633905444667,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,ALL,38810,0.9995619685648028,1.0,0.003194486212012495,0.0032641122409541755,0.003271103773326325,,0.0015653180002092098,0.9922879177377892,0.9900497512437811,0.009950248756218905,0.0015634846923991965,0.9899768101004895,-0.0017076190799271283
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,C-true,3,1.0,1.0,0.0032213481261868207,0.0032481984028979033,0.003248746367728742,0.007712082262210797,0.0015653180002092098,,,,0.0015634846923991965,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,fork-true,1,1.0,1.0,0.00326409554660994,0.00326409554660994,0.00326409554660994,0.0,0.0015653180002092098,,,,0.0015634846923991965,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,cohit-true,38408,0.9996354926057072,1.0,0.003194610934671387,0.0032641136548937156,0.003271103773326325,0.37764505466673876,0.0015653180002092098,,,,0.0015634846923991965,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,cohit-false,9,1.0,1.0,0.0015944064229867628,0.0031583285419501026,0.003194532803182423,0.644672950585547,0.0015653180002092098,,,,0.0015634846923991965,,
heavy,100,2,both,1.0,0.3,38810,0.006312668537322595,True,0.5230769230769231,0.299820668123505,,1bqf_emu,TRUE-coupled,389,0.9922879177377892,1.0,0.0031397111609250826,0.0032211938329633617,0.003253707168841958,,0.0015653180002092098,,,,0.0015634846923991965,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,ALL,157609,0.014199696717827028,1.0,0.249999999899858,0.3333333350290553,2.10871013617554,,0.3333333340290553,0.9949238578680203,0.6496872207327972,0.35031277926720283,0.249999999898858,0.9950002855166901,-1.8587101362756822
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,C-true,51,1.0,1.0,0.39175575338298224,1.9347868916105484,2.10871013617554,0.3759082313128297,0.3333333340290553,,,,0.249999999898858,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,fork-true,6,0.0,1.0,0.249999999899858,0.249999999899858,0.249999999899858,0.9983079526226735,0.3333333340290553,,,,0.249999999898858,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,cohit-true,156755,0.008950272718573571,1.0,0.249999999899858,0.249999999899858,0.4999950550411358,0.9986231626287393,0.3333333340290553,,,,0.249999999898858,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,cohit-false,9,0.0,1.0,0.249999999899858,0.249999999899858,0.249999999899858,0.9994359842075579,0.3333333340290553,,,,0.249999999898858,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,788,0.9949238578680203,1.0,0.4415583295393972,1.0904106584258149,2.10871013617554,,0.3333333340290553,,,,0.249999999898858,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,ALL,157609,0.014193351902492877,1.0,1.1959441397923374e-19,0.0007474285788380661,0.0022827272969002275,,0.0007071717062258619,0.9949238578680203,0.6495306213679034,0.35046937863209654,-9.99999880405586e-13,0.9950002855166901,-0.0022827272969002275
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,C-true,51,1.0,1.0,0.0009003251279057278,0.0022390114850690634,0.0022827272969002275,0.42191699014631234,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,fork-true,6,0.0,1.0,1.1959441397923374e-19,1.1959441397923374e-19,1.1959441397923374e-19,1.0,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,cohit-true,156755,0.00894389333673567,1.0,1.1959441397923374e-19,1.1959441397923374e-19,0.0014097462753544703,0.9975547618928111,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,cohit-false,9,0.0,1.0,1.1959441397923374e-19,1.1959441397923374e-19,1.1959441397923374e-19,0.9995769881556683,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,base,0.0,0.0,157609,0.006312668537322595,True,0.35,0.002050106197269508,,1bqf_emu,TRUE-coupled,788,0.9949238578680203,1.0,0.00135133748129925,0.002003309964914012,0.0022827272969002275,,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,ALL,157609,0.013749214829102399,0.8903235221338883,0.2500000002425059,0.3333333783326382,0.6152725335711153,,0.27724533850770183,0.9911167512690355,0.6395939086294417,0.3604060913705584,0.23768469539823892,0.9943843845983908,-0.29593955262287147
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,C-true,51,0.9019607843137255,1.0,0.3039988746775818,0.5155190926057098,0.5336242480221104,0.8050413058624465,0.27724533850770183,,,,0.23768469539823892,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,fork-true,6,0.0,0.0,0.15458859739184982,0.18620735722032697,0.18703333856246526,1.0,0.27724533850770183,,,,0.23768469539823892,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,cohit-true,156755,0.008548371662785876,0.8897642818410896,0.2500000002425059,0.2500000002425059,0.45454437656934527,0.9957327764381256,0.27724533850770183,,,,0.23768469539823892,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,cohit-false,9,0.0,1.0,0.2500000002425059,0.2500000002425059,0.2500000002425059,0.996897913141568,0.27724533850770183,,,,0.23768469539823892,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,788,0.9911167512690355,1.0,0.39051544065655,0.5670130465276751,0.6152725335711153,,0.27724533850770183,,,,0.23768469539823892,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,ALL,157609,0.12211866073637927,1.0,1.1959441397923374e-19,0.0008231809922773395,0.0021447638144949073,,0.0007071717062258619,0.9923857868020305,0.959370291473996,0.04062970852600405,-9.99999880405586e-13,0.9950002855166901,-0.0019450405392418644
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,C-true,51,0.9019607843137255,1.0,0.0007492543284372346,0.0014935376805708096,0.0015843423720061194,0.7301930924654125,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,fork-true,6,0.3333333333333333,1.0,0.0006028801091801662,0.0011272458849903475,0.001144871040845909,0.8299492385786802,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,cohit-true,156755,0.1174890753086026,1.0,1.1959441397923374e-19,0.0007474285788380661,0.0019450405392418646,0.9889666081458229,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,cohit-false,9,0.0,1.0,1.1959441397923374e-19,1.1959441397923374e-19,1.1959441397923374e-19,0.9991539763113367,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,fork,1.0,0.0,157609,0.006312668537322595,True,0.35,0.012616405487240029,,1bqf_emu,TRUE-coupled,788,0.9923857868020305,1.0,0.000944954164780635,0.0018807220399867726,0.0021447638144949073,,0.0007071717062258619,,,,-9.99999880405586e-13,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,157609,0.006275022365474053,0.5028266152313637,0.00903583883904698,0.011999623560136913,0.06877518962765565,,0.012141202056590996,0.9911167512690355,0.2103134479271992,0.7896865520728008,0.009034786705848568,0.9900567823343849,-0.05971952071627397
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,51,1.0,1.0,0.014134638604039703,0.06323044152327516,0.06875430742312254,0.3746391957798348,0.012141202056590996,,,,0.009034786705848568,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,fork-true,6,0.0,0.0,0.00893310133048748,0.009022096177306529,0.009026231953040652,1.0,0.012141202056590996,,,,0.009034786705848568,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,156755,0.0010015629485502855,0.5001562948550285,0.009034816740256822,0.00912391611241916,0.017511882096231113,0.9988727357039915,0.012141202056590996,,,,0.009034786705848568,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.0,1.0,0.009122784247679771,0.009128203130123871,0.00912867282346247,0.9950648618161309,0.012141202056590996,,,,0.009034786705848568,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,788,0.9911167512690355,1.0,0.015886913299551858,0.03616492095763651,0.06877518962765565,,0.012141202056590996,,,,0.009034786705848568,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,ALL,157609,0.7499635173118286,0.9535622965693583,0.0012115114167600691,0.0014743985266508224,0.0014800321135712655,,0.0009126046482596505,0.9911167512690355,0.9933926108916168,0.006607389108383177,0.0009114796697370843,0.9947568035132078,-0.0005685524428341812
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,C-true,51,1.0,1.0,0.0012132385786685711,0.00147985143604137,0.0014800321135712655,0.4258733950432965,0.0009126046482596505,,,,0.0009114796697370843,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,fork-true,6,0.6666666666666666,0.6666666666666666,0.0012105473576715768,0.0014608928855425701,0.0014740541329099155,0.748942470389171,0.0009126046482596505,,,,0.0009114796697370843,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,cohit-true,156755,0.7486651143504195,0.9533220630920863,0.001211041816334238,0.001474396952649682,0.0014769290831953374,0.6340419925238179,0.0009126046482596505,,,,0.0009114796697370843,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,cohit-false,9,0.8888888888888888,1.0,0.0012131035126527225,0.0014744162422792582,0.0014744162461414107,0.5032430908065426,0.0009126046482596505,,,,0.0009114796697370843,,
heavy,200,0,occ,0.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.23383868187765994,,1bqf_emu,TRUE-coupled,788,0.9911167512690355,1.0,0.0012136755139604204,0.001476536220246692,0.0014800021153083187,,0.0009126046482596505,,,,0.0009114796697370843,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,157609,0.006484401271500993,0.32054007068124285,0.009034684216083817,0.011994237464818154,0.028407853366315076,,0.012152151701938247,0.9911167512690355,0.23581213307240703,0.764187866927593,0.009059809205867821,0.9844022169437846,-0.01875227881534009
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,51,1.0,1.0,0.0140101862091594,0.02621834582539216,0.02781208802220791,0.6069473474669056,0.012152151701938247,,,,0.009059809205867821,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,fork-true,6,0.0,0.0,0.007860439900541987,0.008273810641917371,0.00828654754224566,1.0,0.012152151701938247,,,,0.009059809205867821,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,156755,0.0012120825492009824,0.3168766546521642,0.00903399334825463,0.01052805656235625,0.01764158052934395,0.9984517045983523,0.012152151701938247,,,,0.009059809205867821,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.0,1.0,0.009177343377223878,0.009265457264011491,0.009266742033505441,0.9949238578680203,0.012152151701938247,,,,0.009059809205867821,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,788,0.9911167512690355,1.0,0.016125890053486226,0.022131489231120592,0.028407853366315076,,0.012152151701938247,,,,0.009059809205867821,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,ALL,157609,0.7705460982558102,0.8779194081556256,0.0011080447416737169,0.0014425777734094498,0.0014508996513139796,,0.0008762251722913704,0.9911167512690355,0.9935691053563341,0.006430894643665857,0.0008751917117789759,0.994305041628122,-0.0005756533005686243
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,C-true,51,1.0,1.0,0.0011048865584207645,0.0014496830564327513,0.001450523928668155,0.42895889320195085,0.0008762251722913704,,,,0.0008751917117789759,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,fork-true,6,0.6666666666666666,0.6666666666666666,0.0010998900305737407,0.001419280330128488,0.001435739458974088,0.6730118443316413,0.0008762251722913704,,,,0.0008751917117789759,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,cohit-true,156755,0.7693598290325667,0.8772670728206436,0.0011080568842761482,0.0014425744689407793,0.0014508450133476002,0.5990094552477458,0.0008762251722913704,,,,0.0008751917117789759,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,cohit-false,9,0.8888888888888888,1.0,0.0011783561976956708,0.0014377338532895526,0.001437735533375044,0.49774393683023127,0.0008762251722913704,,,,0.0008751917117789759,,
heavy,200,0,both,1.0,0.3,157609,0.006312668537322595,True,0.5230769230769231,0.21374781060859527,,1bqf_emu,TRUE-coupled,788,0.9911167512690355,1.0,0.0011087119685884556,0.0014445381009980751,0.0014508996513139796,,0.0008762251722913704,,,,0.0008751917117789759,,
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,ALL,40000,0.01,0.01,0.24999999999999997,0.3336363636364253,0.45454545454545453,,0.36363636263636356,1.0,0.0,1.0,0.3636363636353636,0.0,0.03030303030303033
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,cohit-true,39600,0.0,0.0,0.24999999999999997,0.24999999999999997,0.33333333333333326,1.0,0.36363636263636356,,,,0.3636363636353636,,
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,TRUE-coupled,400,1.0,1.0,0.40909090909090906,0.45454545454545453,0.45454545454545453,,0.36363636263636356,,,,0.3636363636353636,,
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,ALL,40000,0.01,0.01,2.3918882795846738e-19,0.0014951586565982301,0.002819492550708941,,0.001525006049879806,1.0,0.0,1.0,0.001525007048879806,0.0,3.0149892203673936e-05
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,cohit-true,39600,0.0,0.0,2.3918882795846738e-19,2.3918882795846738e-19,0.001494857157676132,1.0,0.001525006049879806,,,,0.001525007048879806,,
clean,100,0,base,0.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,TRUE-coupled,400,1.0,1.0,0.0021722498002943735,0.002819492550708941,0.002819492550708941,,0.001525006049879806,,,,0.001525007048879806,,
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,ALL,40000,0.01,0.01,0.24999999999999997,0.3336363636364253,0.45454545454545453,,0.36363636263636356,1.0,0.0,1.0,0.3636363636353636,0.0,0.03030303030303033
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,cohit-true,39600,0.0,0.0,0.24999999999999997,0.24999999999999997,0.33333333333333326,1.0,0.36363636263636356,,,,0.3636363636353636,,
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,,,classical,TRUE-coupled,400,1.0,1.0,0.40909090909090906,0.45454545454545453,0.45454545454545453,,0.36363636263636356,,,,0.3636363636353636,,
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,ALL,40000,0.01,0.01,2.3918882795846738e-19,0.0014951586565982301,0.002819492550708941,,0.001525006049879806,1.0,0.0,1.0,0.001525007048879806,0.0,3.0149892203673936e-05
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,cohit-true,39600,0.0,0.0,2.3918882795846738e-19,2.3918882795846738e-19,0.001494857157676132,1.0,0.001525006049879806,,,,0.001525007048879806,,
clean,100,0,fork,1.0,0.0,40000,0.0004247940677551889,True,0.35,0.002059506144980975,,1bqf_emu,TRUE-coupled,400,1.0,1.0,0.0021722498002943735,0.002819492550708941,0.002819492550708941,,0.001525006049879806,,,,0.001525007048879806,,
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,ALL,40000,0.0099,0.01,0.017664449819231324,0.023414025778335238,0.032027605651877566,,0.025666557950617407,0.99,0.0,1.0,0.02559770611180241,0.0,0.002205737711587538
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,cohit-true,39600,0.0,0.0,0.017610305282935328,0.01766497521697057,0.02339196840121487,1.0,0.025666557950617407,,,,0.02559770611180241,,
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,TRUE-coupled,400,0.99,1.0,0.02881030247580128,0.03202760565187754,0.032027605651877566,,0.025666557950617407,,,,0.02559770611180241,,
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,ALL,40000,0.9999,1.0,0.0037874944225540037,0.0037900603128128755,0.0037900754253745294,,0.0037509263857404274,0.99,0.9900990099009901,0.009900990099009901,0.0037508690749828034,0.99,-3.920634939172602e-05
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,cohit-true,39600,1.0,1.0,0.0037875058808315427,0.003790060312825146,0.0037900754253745294,2.5252525252525253e-05,0.0037509263857404274,,,,0.0037508690749828034,,
clean,100,0,occ,0.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,TRUE-coupled,400,0.99,1.0,0.003762979523067463,0.0037750900892036805,0.0037750936826234887,,0.0037509263857404274,,,,0.0037508690749828034,,
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,ALL,40000,0.0099,0.01,0.017664449819231324,0.023414025778335238,0.032027605651877566,,0.025666557950617407,0.99,0.0,1.0,0.02559770611180241,0.0,0.002205737711587538
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,cohit-true,39600,0.0,0.0,0.017610305282935328,0.01766497521697057,0.02339196840121487,1.0,0.025666557950617407,,,,0.02559770611180241,,
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,,,classical,TRUE-coupled,400,0.99,1.0,0.02881030247580128,0.03202760565187754,0.032027605651877566,,0.025666557950617407,,,,0.02559770611180241,,
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,ALL,40000,0.9999,1.0,0.0037874944225540037,0.0037900603128128755,0.0037900754253745294,,0.0037509263857404274,0.99,0.9900990099009901,0.009900990099009901,0.0037508690749828034,0.99,-3.920634939172602e-05
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,cohit-true,39600,1.0,1.0,0.0037875058808315427,0.003790060312825146,0.0037900754253745294,2.5252525252525253e-05,0.0037509263857404274,,,,0.0037508690749828034,,
clean,100,0,both,1.0,0.3,40000,0.0004247940677551889,True,0.5230769230769231,0.574111020997392,,1bqf_emu,TRUE-coupled,400,0.99,1.0,0.003762979523067463,0.0037750900892036805,0.0037750936826234887,,0.0037509263857404274,,,,0.0037508690749828034,,
